nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,putcall,ticker
BRISTOL-MYERS SQUIBB CO,COM,110122108,2123,36109,SH,SOLE,36109,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,BMY
CALLIDITAS THERAPEUTICS AB,SPONSERED ADS,13124Q106,3717,160218,SH,SOLE,160218,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,CALT
CENTENE CORP DEL,COM,15135B101,10807,170057,SH,SOLE,170057,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,CNC
CIGNA CORP NEW,COM,125523100,6778,36122,SH,SOLE,36122,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,CI
DENTSPLY SIRONA INC,COM,24906P109,1545,35059,SH,SOLE,35059,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,XRAY
ENCOMPASS HEALTH CORP,COM,29261A100,8744,141195,SH,SOLE,141195,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,EHC
ESPERION THERAPEUTICS INC NE,COM,29664W105,9403,183249,SH,SOLE,183249,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,ESPR
EVOLENT HEALTH INC,NOTE 2.000%12/0,30050BAB7,17649,20156000,SH,SOLE,20156000,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,
FATE THERAPEUTICS INC,COM,31189P102,2089,60892,SH,SOLE,60892,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,FATE
FIVE PRIME THERAPEUTICS INC,COM,33830X104,1447,237174,SH,SOLE,237174,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,FPRX
GENOCEA BIOSCIENCES INC,COM NEW,372427401,276,119979,SH,SOLE,119979,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,GNCA
HAEMONETICS CORP,COM,405024100,2592,28937,SH,SOLE,28937,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,HAE
HILL ROM HLDGS INC,COM,431475102,3909,35604,SH,SOLE,35604,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,
HMS HLDGS CORP,COM,40425J101,5244,161914,SH,SOLE,161914,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,
HOLOGIC INC,COM,436440101,4662,81789,SH,SOLE,81789,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,HOLX
ICU MED INC,COM,44930G107,6553,35556,SH,SOLE,35556,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,ICUI
INSMED INC,COM PAR $.01,457669307,3861,140184,SH,SOLE,140184,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,INSM
INSULET CORP,COM,45784P101,479,2465,SH,SOLE,2465,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,PODD
IQVIA HLDGS INC,COM,46266C105,2238,15773,SH,SOLE,15773,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,IQV
ISHARES TR,RUS 2000 VAL ETF,464287630,1554935,108600,SH,SOLE,0,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,Put,
JOHNSON  JOHNSON,COM,478160104,11796,83879,SH,SOLE,83879,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,JNJ
LABORATORY CORP AMER HLDGS,COM NEW,50540R409,6298,37915,SH,SOLE,37915,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,LH
MCKESSON CORP,COM,58155Q103,2446,15942,SH,SOLE,15942,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,CAKFF
MEDTRONIC PLC,SHS,G5960L103,6953,75828,SH,SOLE,75828,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,MDT
MOLECULAR TEMPLATES INC,COM,608550109,3169,229817,SH,SOLE,229817,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,MTEM
MUSTANG BIO INC,COM,62818Q104,2444,768471,SH,SOLE,768471,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,MBIO
OCULAR THERAPEUTIX INC,COM,67576A100,6292,755330,SH,SOLE,755330,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,OCUL
OXFORD IMMUNOTEC GLOBAL PLC,ORD SHS,G6855A103,18158,1396795,SH,SOLE,1396795,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,OXFD
PRINCIPIA BIOPHARMA INC,COM,74257L108,1817,30395,SH,SOLE,30395,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,
PROTHENA CORP PLC,SHS,G72800108,4224,403793,SH,SOLE,403793,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,PRTA
PTC THERAPEUTICS INC,COM,69366J200,998,19677,SH,SOLE,19677,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,PTCT
SANOFI,SPONSORED ADR,80105N105,5098,99869,SH,SOLE,99869,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,SNY
SELECTA BIOSCIENCES INC,COM,816212104,5053,1779328,SH,SOLE,1779328,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,SELB
SENSEONICS HLDGS INC,NOTE 5.250% 2/0,81727UAA3,1260,1500000,SH,SOLE,1500000,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,
SI BONE INC,COM,825704109,11849,743380,SH,SOLE,743380,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,
SPDR SP 500 ETF TR,TR UNIT,78462F103,23928,77600,SH,SOLE,0,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,Put,
SUTRO BIOPHARMA INC,COM,869367102,1211,156005,SH,SOLE,156005,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,STRO
SYNEOS HEALTH INC,CL A,87166B102,3179,54577,SH,SOLE,54577,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,SYNH
TCR2 THERAPEUTICS INC,COM,87808K106,591,38494,SH,SOLE,38494,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,TCRR
TRILLIUM THERAPEUTICS INC,COM NEW,89620X506,5484,677823,SH,SOLE,677823,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,TRIL
UNIVERSAL HLTH SVCS INC,CL B,913903100,2246,24178,SH,SOLE,24178,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,
VAXCYTE INC,COM,92243G108,216,6827,SH,SOLE,6827,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,PCVX
ZIMMER BIOMET HOLDINGS INC,COM,98956P102,5495,46038,SH,SOLE,46038,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,ZBH
ZOETIS INC,CL A,98978V103,10031,73200,SH,SOLE,73200,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,ZTS
ZOGENIX INC,COM NEW,98978L204,799,29575,SH,SOLE,29575,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,ZGNX
