nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
BIOHAVEN PHARMACTL HLDG CO L,COM,G11196105,4764,140000,SH,SOLE,0,0,140000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,BHVN
BIOMARIN PHARMACEUTICAL INC,COM,09061G101,15619,184845,SH,SOLE,0,0,184845,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,BMRN
BLUEBIRD BIO INC,COM,09609G100,3079,67000,SH,SOLE,0,0,67000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,BLUE
BOSTON SCIENTIFIC CORP,COM,101137107,18436,565000,SH,SOLE,0,0,565000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,BSX
BRISTOL MYERS SQUIBB CO,COM,110122108,19509,350000,SH,SOLE,0,0,350000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,BMY
CELLECTIS S A,SPONSORED ADS,15117K103,1330,144604,SH,SOLE,0,0,144604,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,CMVLF
CENTENE CORP DEL,COM,15135B101,10397,175000,SH,SOLE,0,0,175000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,CNC
CHEVRON CORP,COM,166764100,215,2974,SH,SOLE,0,0,2974,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,
CIGNA CORP NEW,COM,125523100,18604,105000,SH,SOLE,0,0,105000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,CI
COOPER COS INC,COM NEW,216648402,6616,24000,SH,SOLE,0,0,24000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,
CVS HEALTH CORP,COM,126650100,15426,260000,SH,SOLE,0,0,260000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,
DYNAVAX TECHNOLOGIES CORP,COM NEW,268158201,3530,1000000,SH,SOLE,0,0,1000000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,DVAX
EDWARDS LIFESCIENCES CORP,COM,28176E108,10751,57000,SH,SOLE,0,0,57000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,EW
EPIZYME INC,COM,29428V104,5429,350000,SH,SOLE,0,0,350000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,EPZM
ESPERION THERAPEUTICS INC NE,COM,29664W105,18691,592798,SH,SOLE,0,0,592798,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,ESPR
EXACT SCIENCES CORP,COM,30063P105,6049,104300,SH,SOLE,0,0,104300,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,EXAS
EXXON MOBIL CORP,COM,30231G102,205,5388,SH,SOLE,0,0,5388,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,
FIBROGEN INC,COM,31572Q808,8688,250000,SH,SOLE,0,0,250000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,FGEN
FORD MTR CO DEL,COM,345370860,141,29164,SH,SOLE,0,0,29164,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,
G1 THERAPEUTICS INC,COM,3621LQ109,2757,250172,SH,SOLE,0,0,250172,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,GTHX
GLAUKOS CORP,COM,377322102,5092,165000,SH,SOLE,0,0,165000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,GKOS
GUARDANT HEALTH INC,COM,40131M109,12180,175000,SH,SOLE,0,0,175000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,GH
HCA HEALTHCARE INC,COM,40412C101,8087,90000,SH,SOLE,0,0,90000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,HCA
HORIZON THERAPEUTICS PUB LTD,SHS,G46188101,29620,1000000,SH,SOLE,0,0,1000000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,HZNP
HUMANA INC,COM,444859102,14131,45000,SH,SOLE,0,0,45000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,HUM
INTERNATIONAL BUSINESS MACHS,COM,459200101,246,2215,SH,SOLE,0,0,2215,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,
IMMUNOMEDICS INC,COM,452907108,7953,590000,SH,SOLE,0,0,590000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,IMMU
INCYTE CORP,COM,45337C102,3662,50000,SH,SOLE,0,0,50000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,INCY
INTERCEPT PHARMACEUTICALS INC,COM,45845P108,2518,40000,SH,SOLE,0,0,40000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,ICPT
INTRA CELLULAR THERAPIES INC,COM,46116X101,8723,567534,SH,SOLE,0,0,567534,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,
INTUITIVE SURGICAL INC,COM NEW,46120E602,11390,23000,SH,SOLE,0,0,23000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,ISRG
IOVANCE BIOTHERAPEUTICS INC,COM,462260100,10926,365000,SH,SOLE,0,0,365000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,IOVA
JANUS HENDERSON GROUP PLC,ORD SHS,G4474Y214,163,10645,SH,SOLE,0,0,10645,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,
JAZZ PHARMACEUTICALS PLC,SHS USD,G50871105,11969,120000,SH,SOLE,0,0,120000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,JAZZ
LILLY ELI  CO,COM,532457108,13872,100000,SH,SOLE,0,0,100000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,
LIVANOVA PLC,SHS,G5509L101,8598,190000,SH,SOLE,0,0,190000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,LIVN
MACROGENICS INC,COM,556099109,5820,1000000,SH,SOLE,0,0,1000000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,MGNX
MEDTRONIC PLC,SHS,G5960L103,11794,130780,SH,SOLE,0,0,130780,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,MDT
MEIRAGTX HOLDINGS PLC,COM,G59665102,3310,246307,SH,SOLE,0,0,246307,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,MGTX
MERCK  CO INC,COM,58933Y105,12695,165000,SH,SOLE,0,0,165000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,MRK
MIRATI THERAPEUTICS INC,COM,60468T105,9993,130000,SH,SOLE,0,0,130000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,MRTX
MOMENTA PHARMACEUTICALS INC,COM,60877T100,3302,121400,SH,SOLE,0,0,121400,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,
MYOKARDIA INC,COM,62857M105,8438,180000,SH,SOLE,0,0,180000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,MYOK
NEKTAR THERAPEUTICS,COM,640268108,19189,1075000,SH,SOLE,0,0,1075000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,NKTR
NEUROCRINE BIOSCIENCES INC,COM,64125C109,11252,130000,SH,SOLE,0,0,130000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,NBIX
NOVOCURE LTD,ORD SHS,G6674U108,24242,360000,SH,SOLE,0,0,360000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,NVCR
OMNICELL INC,COM,68213N109,5646,86095,SH,SOLE,0,0,86095,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,
PIERIS PHARMACEUTICALS INC,COM,720795103,684,300000,SH,SOLE,0,0,300000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,PIRS
RADIUS HEALTH INC,COM NEW,750469207,3835,295000,SH,SOLE,0,0,295000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,RDUS
REVANCE THERAPEUTICS INC,COM,761330109,3256,220000,SH,SOLE,0,0,220000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,RVNC
RIGEL PHARMACEUTICALS INC,COM NEW,766559603,2708,1736176,SH,SOLE,0,0,1736176,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,RIGL
SAGE THERAPEUTICS INC,COM,78667J108,1436,50000,SH,SOLE,0,0,50000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,SAGE
SANGAMO THERAPEUTICS INC,COM,800677106,4459,700000,SH,SOLE,0,0,700000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,SGMO
SEATTLE GENETICS INC,COM,812578102,9807,85000,SH,SOLE,0,0,85000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,
SILK ROAD MEDICAL INC,COM,82710M100,5509,175000,SH,SOLE,0,0,175000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,SILK
STEMLINE THERAPEUTICS INC,COM,85858C107,3146,650000,SH,SOLE,0,0,650000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,
THERMO FISHER SCIENTIFIC INC,COM,883556102,5388,19000,SH,SOLE,0,0,19000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,TMO
ULTRAGENYX PHARMACEUTICAL INC,COM,90400D108,3045,68524,SH,SOLE,0,0,68524,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,RARE
UNIQURE NV,SHS,N90064101,3122,65798,SH,SOLE,0,0,65798,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,QURE
UNITEDHEALTH GROUP INC,COM,91324P102,19950,80000,SH,SOLE,0,0,80000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,UNH
VERTEX PHARMACEUTICALS INC,COM,92532F100,27364,115000,SH,SOLE,0,0,115000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,VRTX
VIEWRAY INC,COM,92672L107,2125,850000,SH,SOLE,0,0,850000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,VRAY
VIKING THERAPEUTICS INC,COM,92686J106,936,200000,SH,SOLE,0,0,200000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,VKTX
XENCOR INC,COM,98401F105,8974,300325,SH,SOLE,0,0,300325,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,XNCR
ZIMMER BIOMET HOLDINGS INC,COM,98956P102,8086,80000,SH,SOLE,0,0,80000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,ZBH
