nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
"BioDelivery Sciences International, Inc.",COM,09060J106,6209,1638334,SH,SOLE,1638334,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,BDSI
BioMarin Pharmaceutical Inc.,COM,09061G101,641295,7589294,SH,SOLE,7589294,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,BMRN
"bluebird bio, Inc.",COM,09609G100,1838,40000,SH,SOLE,40000,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,BLUE
"Cabaletta Bio, Inc.",COM,12674W109,4645,636363,SH,SOLE,636363,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,CABA
"Catalyst Pharmaceuticals, Inc.",COM,14888U101,4084,1060714,SH,SOLE,1060714,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,CPRX
Cerus Corporation,COM,157085101,63766,13713195,SH,SOLE,13713195,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,CERS
"ChemoCentryx, Inc.",COM,16383L106,34515,859015,SH,SOLE,859015,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,CCXI
"Constellation Pharmaceuticals, Inc.",COM,210373106,4191,133333,SH,SOLE,133333,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,CNST
"Crinetics Pharmaceuticals, Inc.",COM,22663K107,2573,175000,SH,SOLE,175000,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,CRNX
"CytomX Therapeutics, Inc.",COM,23284F105,153,20000,SH,SOLE,20000,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,CTMX
DBV Technologies S.A.,SPONSORED ADR,23306J101,57288,14614264,SH,SOLE,14614264,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,DBVT
Denali Therapeutics Inc.,COM,24823R105,1837,104900,SH,SOLE,104900,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,DNLI
"Dicerna Pharmaceuticals, Inc.",COM,253031108,1505,81935,SH,SOLE,81935,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,DRNA
Exact Sciences Corporation,COM,30063P105,107076,1846139,SH,SOLE,1846139,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,EXAS
"Evofem Biosciences, Inc.",COM,30048L104,3305,621297,SH,SOLE,621297,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,EVFM
"Frequency Therapeutics, Inc.",COM,35803L108,21019,1180162,SH,SOLE,1180162,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,FREQ
"Fulgent Genetics, Inc.",COM,359664109,6127,569444,SH,SOLE,569444,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,FLGT
"G1 Therapeutics, Inc.",COM,3621LQ109,970,88026,SH,SOLE,88026,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,GTHX
Galapagos NV,SPONSORED ADR,36315X101,2561,13072,SH,SOLE,13072,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,GLPG
Galmed Pharmaceuticals Ltd.,SHS,M47238106,746,215594,SH,SOLE,215594,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,GLMD
Genfit SA,ADS,372279109,395,26696,SH,SOLE,26696,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,GNFTF
"Global Blood Therapeutics, Inc.",COM,37890U108,2401,47000,SH,SOLE,47000,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,GBT
GW Pharmaceuticals plc,ADS,36197T103,32475,370845,SH,SOLE,370845,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,GWPH
"Harpoon Therapeutics, Inc.",COM,41358P106,2368,204467,SH,SOLE,204467,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,HARP
"Heron Therapeutics, Inc.",COM,427746102,70653,6018104,SH,SOLE,6018104,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,HRTX
HOOKIPA Pharma Inc.,COM,43906K100,5779,700481,SH,SOLE,700481,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,HOOK
Horizon Therapeutics Public Ltd Co,SHS,G46188101,5924,200000,SH,SOLE,200000,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,HZNP
"IDEAYA Biosciences, Inc.",COM,45166A102,522,126611,SH,SOLE,126611,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,IDYA
"Idera Pharmaceuticals, Inc.",COM PAR,45168K405,6084,4608786,SH,SOLE,4608786,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,IDRA
"IGM Biosciences, Inc.",COM,449585108,176536,3144000,SH,SOLE,3144000,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,IGMS
"Immunomedics, Inc.",COM,452907108,4179,310000,SH,SOLE,310000,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,IMMU
Incyte Corporation,COM,45337C102,2341806,31978785,SH,SOLE,31978785,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,INCY
"Infinity Pharmaceuticals, Inc.",COM,45665G303,486,580400,SH,SOLE,580400,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,INFI
Inflarx N.V.,COM,N44821101,6794,1778415,SH,SOLE,1778415,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,IFRX
Insmed Incorporated,COM PAR $.01,457669307,48497,3025384,SH,SOLE,3025384,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,INSM
"Intellia Therapeutics, Inc.",COM,45826J105,1572,128538,SH,SOLE,128538,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,NTLA
Invitae Corporation,COM,46185L103,124405,9100615,SH,SOLE,9100615,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,NVTA
"IVERIC bio, Inc.",COM,46583P102,5626,1635501,SH,SOLE,1635501,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,ISEE
"Karuna Therapeutics, Inc.",COM,48576A100,3022,41976,SH,SOLE,41976,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,KRTX
"Kiniksa Pharmaceuticals, Ltd.",COM CL A,G5269C101,43337,2799577,SH,SOLE,2799577,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,KNSA
Kodiak Sciences Inc.,COM,50015M109,552105,11574538,SH,SOLE,11574538,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,KOD
"Krystal Biotech, Inc.",COM,501147102,40925,946471,SH,SOLE,946471,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,KRYS
"Leap Therapeutics, Inc.",COM,52187K101,1546,978454,SH,SOLE,978454,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,LPTX
"Madrigal Pharmaceuticals, Inc.",COM,558868105,100087,1499212,SH,SOLE,1499212,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,MDGL
"Marker Therapeutics, Inc.",COM,57055L107,2793,1470198,SH,SOLE,1470198,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,
"Matinas BioPharma Holdings, Inc.",COM,576810105,2253,3754221,SH,SOLE,3754221,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,MTNB
Menlo Therapeutics Inc.,COM,586858102,1676,625345,SH,SOLE,625345,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,
Merus N.V.,COM,N5749R100,24653,2037469,SH,SOLE,2037469,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,MRUS
"Millendo Therapeutics, Inc.",COM,60040X103,4400,833333,SH,SOLE,833333,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,MLND
"Minerva Neurosciences, Inc.",COM,603380106,4145,688531,SH,SOLE,688531,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,NERV
"Mirati Therapeutics, Inc.",COM,60468T105,108370,1409784,SH,SOLE,1409784,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,MRTX
"Mirum Pharmaceuticals, Inc.",COM,604749101,8167,583333,SH,SOLE,583333,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,MIRM
"Molecular Templates, Inc.",COM,608550109,3162,237917,SH,SOLE,237917,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,MTEM
"MyoKardia, Inc.",COM,62857M105,83176,1774234,SH,SOLE,1774234,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,MYOK
"Neoleukin Therapeutics, Inc.",COM,64049K104,38666,3397740,SH,SOLE,3397740,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,NLTX
"Neurocrine Biosciences, Inc.",COM,64125C109,107343,1240243,SH,SOLE,1240243,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,NBIX
"NGM Biopharmaceuticals, Inc.",COM,62921N105,3083,250000,SH,SOLE,250000,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,NGM
Orchard Therapeutics plc,ADS,68570P101,3055,405702,SH,SOLE,405702,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,ORTX
Ovid Therapeutics Inc.,COM,690469101,207,69471,SH,SOLE,69471,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,OVID
"Passage Bio, Inc.",COM,702712100,4331,275000,SH,SOLE,275000,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,PASG
Principia Biopharma Inc.,COM,74257L108,116112,1955413,SH,SOLE,1955413,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,
"Protagonist Therapeutics, Inc.",COM,74366E102,11855,1679164,SH,SOLE,1679164,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,PTGX
"Ra Pharmaceuticals, Inc.",COM,74933V108,100525,2093839,SH,SOLE,2093839,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,
"Reata Pharmaceuticals, Inc.",CL A,75615P103,8081,55983,SH,SOLE,55983,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,RETA
"Rhythm Pharmaceuticals, Inc.",COM,76243J105,41219,2708200,SH,SOLE,2708200,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,RYTM
"Sangamo Therapeutics, Inc.",COM,800677106,6369,999823,SH,SOLE,999823,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,SGMO
"Seattle Genetics, Inc.",COM,812578102,5775950,50060240,SH,SOLE,50060240,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,
"Sunesis Pharmaceuticals, Inc.",COM PAR,867328700,231,556665,SH,SOLE,556665,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,
"Syros Pharmaceuticals, Inc.",COM,87184Q107,4093,690167,SH,SOLE,690167,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,SYRS
"Tricida, Inc.",COM,89610F101,58652,2666015,SH,SOLE,2666015,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,TCDA
uniQure N.V.,SHS,N90064101,16944,357083,SH,SOLE,357083,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,QURE
UroGen Pharma Ltd.,COM,M96088105,12005,672912,SH,SOLE,672912,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,URGN
Urovant Sciences Ltd.,SHS,G9381B108,9220,1000000,SH,SOLE,1000000,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,UROV
"Viking Therapeutics, Inc.",COM,92686J106,1989,425000,SH,SOLE,425000,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,VKTX
"Xencor, Inc.",COM,98401F105,12792,428120,SH,SOLE,428120,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,XNCR
Zymeworks Inc.,COM,98985W102,60600,1708472,SH,SOLE,1708472,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,ZYME
BioMarin Pharmaceutical Inc.,NOTE 0.599% 8/1/2024,09061GAH4,15576,15000000,PRN,SOLE,15000000,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,
"Neurocrine Biosciences, Inc.",NOTE 2.25% 5/15/2024,64125CAD1,39321,30770000,PRN,SOLE,30770000,0,0,0001263508,03-31-2020,13F-HR,false,BAKER BROS. ADVISORS LP,05-15-2020,
