nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,othermanager,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
FACTSET RESH SYS INC,COM,303075105,558,1700,SH,DFND,2,1700,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
FASTENAL CO,COM,311900104,428,10000,SH,DFND,2,10000,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
FATE THERAPEUTICS INC,COM,31189P102,3122,91000,SH,DFND,2,91000,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,FATE
FATE THERAPEUTICS INC,COM,31189P102,64173,1870400,SH,DFND,"1,2",1870400,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,FATE
FORTINET INC,COM,34959E109,398,2900,SH,DFND,2,2900,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
G1 THERAPEUTICS INC,COM,3621LQ109,17514,721925,SH,DFND,"1,2",721925,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,GTHX
GENERATION BIO CO,COM,37148K100,30240,1440000,SH,DFND,"1,2",1440000,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,GBIO
GENETRON HLDGS LTD,ADS,37186H100,1207,100000,SH,DFND,2,100000,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,GTH
GENMARK DIAGNOSTICS INC,COM,372309104,21907,1489284,SH,DFND,2,1489284,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,GNMK
GILEAD SCIENCES INC,COM,375558103,10348,134500,SH,DFND,2,134500,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,GILD
GLAUKOS CORP,COM,377322102,18972,493811,SH,DFND,2,493811,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,GKOS
GLOBUS MED INC,CL A,379577208,16590,347729,SH,DFND,2,347729,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
GRACO INC,COM,384109104,466,9700,SH,DFND,2,9700,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
GUARDANT HEALTH INC,COM,40131M109,10268,126561,SH,DFND,2,126561,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,GH
GW PHARMACEUTICALS PLC,ADS,36197T103,42899,349566,SH,DFND,2,349566,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,GWPH
HALOZYME THERAPEUTICS INC,COM,40637H109,2279,85000,SH,DFND,2,85000,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,HALO
HALOZYME THERAPEUTICS INC,COM,40637H109,178167,6645552,SH,DFND,"1,2",6645552,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,HALO
HCA HEALTHCARE INC,COM,40412C101,33308,343166,SH,DFND,2,343166,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,HCA
HEALTH CATALYST INC,COM,42225T107,10185,349169,SH,DFND,2,349169,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
HILL ROM HLDGS INC,COM,431475102,46250,421294,SH,DFND,2,421294,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
HMS HLDGS CORP,COM,40425J101,26374,814264,SH,DFND,2,814264,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
HOLOGIC INC,COM,436440101,30272,531089,SH,DFND,2,531089,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,HOLX
HOMOLOGY MEDICINES INC,COM,438083107,26387,1737122,SH,DFND,"1,2",1737122,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,FIXX
HORIZON THERAPEUTICS PUB LTD,SHS,G46188101,8793,158200,SH,DFND,2,158200,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,HZNP
HUAZHU GROUP LTD,SPONSORED ADS,44332N106,473,13500,SH,DFND,2,13500,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
HUMANA INC,COM,444859102,91369,235640,SH,DFND,2,235640,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,HUM
HUTCHISON CHINA MEDITECH LTD,SPONSORED ADR,44842L103,26137,947674,SH,DFND,2,947674,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,HCM
IDEXX LABS INC,COM,45168D104,24302,73607,SH,DFND,2,73607,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,IDXX
ILLUMINA INC,COM,452327109,35571,96047,SH,DFND,2,96047,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,ILMN
INARI MED INC,COM,45332Y109,727,15000,SH,DFND,2,15000,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,NARI
INCYTE CORP,COM,45337C102,38739,372600,SH,DFND,2,372600,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,INCY
INCYTE CORP,COM,45337C102,303592,2920000,SH,DFND,"1,2",2920000,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,INCY
INOGEN INC,COM,45780L104,5289,148912,SH,DFND,2,148912,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,INGN
INSMED INC,COM PAR $.01,457669307,40103,1456174,SH,DFND,2,1456174,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,INSM
INSPIRE MED SYS INC,COM,457730109,21255,244250,SH,DFND,2,244250,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,INSP
INSULET CORP,COM,45784P101,45020,231749,SH,DFND,2,231749,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,PODD
INTEGRA LIFESCIENCES HLDGS C,COM NEW,457985208,9440,200897,SH,DFND,2,200897,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,IART
INTERACTIVE BROKERS GROUP IN,COM CL A,45841N107,393,9400,SH,DFND,2,9400,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
INTERCEPT PHARMACEUTICALS IN,COM,45845P108,383,8000,SH,DFND,2,8000,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,ICPT
INTERCEPT PHARMACEUTICALS IN,COM,45845P108,33392,696976,SH,DFND,"1,2",696976,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,ICPT
INTERCONTINENTAL EXCHANGE IN,COM,45866F104,440,4800,SH,DFND,2,4800,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
INTERSECT ENT INC,COM,46071F103,7624,563090,SH,DFND,2,563090,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,XENT
INTRA CELLULAR THERAPIES INC,COM,46116X101,3119,121500,SH,DFND,2,121500,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
INTRA CELLULAR THERAPIES INC,COM,46116X101,93912,3658419,SH,DFND,"1,2",3658419,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
INTUITIVE SURGICAL INC,COM NEW,46120E602,89026,156233,SH,DFND,2,156233,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,ISRG
IONIS PHARMACEUTICALS INC,COM,462222100,26832,455087,SH,DFND,2,455087,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,IONS
IONIS PHARMACEUTICALS INC,COM,462222100,459581,7794786,SH,DFND,"1,2",7794786,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,IONS
IPG PHOTONICS CORP,COM,44980X109,433,2700,SH,DFND,2,2700,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
IQVIA HLDGS INC,COM,46266C105,411,2900,SH,DFND,2,2900,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,IQV
IRHYTHM TECHNOLOGIES INC,COM,450056106,10794,93140,SH,DFND,2,93140,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,IRTC
JAZZ PHARMACEUTICALS PLC,SHS USD,G50871105,32124,291136,SH,DFND,2,291136,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,JAZZ
JD.COM INC,SPON ADR CL A,47215P106,524,8700,SH,DFND,2,8700,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
KEZAR LIFE SCIENCES INC,COM,49372L100,21973,4241940,SH,DFND,"1,2",4241940,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,KZR
KOSMOS ENERGY LTD,COM,500688106,100,60000,SH,DFND,2,60000,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
LABORATORY CORP AMER HLDGS,COM NEW,50540R409,9009,54234,SH,DFND,2,54234,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,LH
LAUDER ESTEE COS INC,CL A,518439104,424,2248,SH,DFND,2,2248,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
LEGEND BIOTECH CORP,SPONSORED ADS,52490G102,5714,134261,SH,DFND,2,134261,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,LEGN
LIVE NATION ENTERTAINMENT IN,COM,538034109,275,6200,SH,DFND,2,6200,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
LIVONGO HEALTH INC,COM,539183103,19343,257258,SH,DFND,2,257258,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
MACROGENICS INC,COM,556099109,16253,582116,SH,DFND,2,582116,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,MGNX
MACROGENICS INC,COM,556099109,123406,4420000,SH,DFND,"1,2",4420000,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,MGNX
MARKEL CORP,COM,570535104,369,400,SH,DFND,2,400,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
MARKETAXESS HLDGS INC,COM,57060D108,412,822,SH,DFND,2,822,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
MASIMO CORP,COM,574795100,22238,97541,SH,DFND,2,97541,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,MASI
MATCH GROUP INC,COM,57665R106,567,5300,SH,DFND,2,5300,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
MCCORMICK  CO INC,COM NON VTG,579780206,502,2800,SH,DFND,2,2800,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
MCKESSON CORP,COM,58155Q103,597,3892,SH,DFND,2,3892,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,CAKFF
MEDTRONIC PLC,SHS,G5960L103,89639,977523,SH,DFND,2,977523,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,MDT
MERCADOLIBRE INC,COM,58733R102,493,500,SH,DFND,2,500,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
METTLER TOLEDO INTERNATIONAL,COM,592688105,564,700,SH,DFND,2,700,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
MIRATI THERAPEUTICS INC,COM,60468T105,2032,17800,SH,DFND,2,17800,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,MRTX
MODERNA INC,COM,60770K107,7702,119950,SH,DFND,2,119950,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,MRNA
MODERNA INC,COM,60770K107,207077,3225000,SH,DFND,"1,2",3225000,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,MRNA
MOLECULAR TEMPLATES INC,COM,608550109,441,32000,SH,DFND,2,32000,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,MTEM
MOLECULAR TEMPLATES INC,COM,608550109,47510,3445240,SH,DFND,"1,2",3445240,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,MTEM
MOLINA HEALTHCARE INC,COM,60855R100,29291,164572,SH,DFND,2,164572,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,MOH
MOMENTA PHARMACEUTICALS INC,COM,60877T100,2475,74400,SH,DFND,2,74400,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
MOODYS CORP,COM,615369105,549,2000,SH,DFND,2,2000,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
MSCI INC,COM,55354G100,396,1186,SH,DFND,2,1186,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,
MYOKARDIA INC,COM,62857M105,2744,28400,SH,DFND,2,28400,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,MYOK
MYOKARDIA INC,COM,62857M105,114003,1179913,SH,DFND,"1,2",1179913,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,MYOK
MYOVANT SCIENCES LTD,COM,G637AM102,969,47000,SH,DFND,2,47000,0,0,0001674546,06-30-2020,13F-HR,false,Bellevue Group AG,08-12-2020,MYOV
