nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,othermanager,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
BLUEPRINT MEDICINES CORP,COM,09627Y109,13339,228089,SH,SOLE, ,228089,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,BPMC
CARA THERAPEUTICS INC,COM,140755109,4901,371033,SH,SOLE, ,371033,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,CARA
CARDIOVASCULAR SYSTEMS INC,COM,141619106,1803,51200,SH,SOLE, ,51200,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,CSII
COMPUGEN LTD,ORD,M25722105,4356,600000,SH,SOLE, ,600000,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,CGEN
CORBUS PHARMACEUTICALS HLDGS,COM,21833P103,3916,747300,SH,SOLE, ,747300,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,CRBP
CYTOMX THERAPEUTICS INC,COM,23284F105,767,100000,SH,SOLE, ,100000,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,CTMX
DEXCOM INC,COM,252131107,8977,33338,SH,SOLE, ,33338,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,DXCM
DEXCOM INC,NOTE 0.750% 5/1,252131AF4,687,250000,PRN,SOLE, ,250000,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,
DICERNA PHARMACEUTICALS INC,COM,253031108,2714,147714,SH,SOLE, ,147714,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,DRNA
ELOXX PHARMACEUTICALS INC,COM,29014R103,375,191494,SH,SOLE, ,191494,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,ELOX
EPIZYME INC,COM,29428V104,1643,105900,SH,SOLE, ,105900,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,EPZM
EXICURE INC,COM,30205M101,407,275000,SH,SOLE, ,275000,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,
FATE THERAPEUTICS INC,COM,31189P102,10439,470000,SH,SOLE, ,470000,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,FATE
GALAPAGOS NV,SPON ADR,36315X101,9086,46375,SH,SOLE, ,46375,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,GLPG
GAMIDA CELL LTD,SHS,M47364100,449,148781,SH,SOLE, ,148781,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,GMDA
GENOCEA BIOSCIENCES INC,COM NEW,372427401,933,542564,SH,SOLE, ,542564,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,GNCA
GRITSTONE ONCOLOGY INC,COM,39868T105,291,50000,SH,SOLE, ,50000,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,GRTS
HARPOON THERAPEUTICS INC,COM,41358P106,1708,147468,SH,SOLE, ,147468,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,HARP
INOGEN INC,COM,45780L104,1188,23000,SH,SOLE, ,23000,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,INGN
ISHARES TR NASDAQ BIOTECH,ETF,464287556,7854,72900,SH,SOLE, ,72900,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,
JOHNSON AND JOHNSON,COM,478160104,1233,9400,SH,SOLE, ,9400,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,JNJ
KADMON HOLDINGS INC,COM,48283N106,2332,556564,SH,SOLE, ,556564,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,KDMN
KALVISTA PHARMACEUTICALS INC,COM,483497103,1797,234952,SH,SOLE, ,234952,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,KALV
KARUNA THERAPEUTICS INC,COM,48576A100,449,6231,SH,SOLE, ,6231,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,KRTX
KURA ONCOLOGY INC,COM,50127T109,3060,307541,SH,SOLE, ,307541,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,KURA
LINEAGE CELL THERAPEUTICS IN,COM,53566P109,79,95000,SH,SOLE, ,95000,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,LCTX
LUMINEX CORP,COM,55027E102,5619,204091,SH,SOLE, ,204091,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,LMNX
MACROGENICS INC,COM,556099109,873,150000,SH,SOLE, ,150000,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,MGNX
MADRIGAL PHARMACEUTICALS INC,COM,558868105,908,13600,SH,SOLE, ,13600,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,MDGL
MASIMO CORPORATION,COM,574795100,531,3000,SH,SOLE, ,3000,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,MASI
MERSANA THERAPEUTICS INC,COM,59045L106,2341,401619,SH,SOLE, ,401619,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,MRSN
MIRATI THERAPEUTICS INC,COM,60468T105,3236,42102,SH,SOLE, ,42102,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,MRTX
MORPHIC HOLDING INC,COM,61775R105,543,37000,SH,SOLE, ,37000,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,MORF
NATUS MEDICAL INC,COM,639050103,992,42900,SH,SOLE, ,42900,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,NTUS
NEUROCRINE BIOSCIENCES INC,COM,64125C109,6942,80208,SH,SOLE, ,80208,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,NBIX
NEURONETICS INC,COM,64131A105,937,495772,SH,SOLE, ,495772,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,STIM
NEXTCURE INC,COM,65343E108,741,20000,SH,SOLE, ,20000,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,NXTC
OTONOMY INC,COM,68906L105,924,469135,SH,SOLE, ,469135,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,OTIC
PHASEBIO PHARMACEUTICALS INC,COM,717224109,1061,320542,SH,SOLE, ,320542,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,PHAS
PREVAIL THERAPEUTICS INC,COM,74140Y101,914,75000,SH,SOLE, ,75000,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,PRVL
PROQR THERAPEUTICS N V,SHS EURO,N71542109,6793,1237400,SH,SOLE, ,1237400,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,PRQR
RADIUS HEALTH INC,COM NEW,750469207,286,22000,SH,SOLE, ,22000,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,RDUS
RADIUS HEALTH INC,NOTE 3.000% 9/0,750469AA6,2828,4000000,PRN,SOLE, ,4000000,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,
RIGEL PHARMACEUTICALS INC,COM NEW,766559603,246,157700,SH,SOLE, ,157700,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,RIGL
SAGE THERAPEUTICS INC,COM,78667J108,4748,165306,SH,SOLE, ,165306,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,SAGE
SPERO THERAPEUTICS INC,COM,84833T103,389,48103,SH,SOLE, ,48103,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,SPRO
STEREOTAXIS INC,COM NEW,85916J409,41315,13680554,SH,SOLE, ,13680554,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,STXS
SUTRO BIOPHARMA INC,COM,869367102,408,40000,SH,SOLE, ,40000,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,STRO
SYNLOGIC INC,COM,87166L100,861,500731,SH,SOLE, ,500731,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,SYBX
TCR2 THERAPEUTICS INC,COM,87808K106,610,78786,SH,SOLE, ,78786,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,TCRR
TURNING POINT THERAPEUTICS I,COM,90041T108,2095,46908,SH,SOLE, ,46908,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,TPTX
UROGEN PHARMA LTD,COM,M96088105,42,2369,SH,SOLE, ,2369,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,URGN
VIKING THERAPEUTICS INC,COM,92686J106,2110,450900,SH,SOLE, ,450900,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,VKTX
XENON PHARMACEUTICALS INC,COM,98420N105,3930,346535,SH,SOLE, ,346535,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,XENE
ZAFGEN INC,COM,98885E103,235,305500,SH,SOLE, ,305500,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,
ZOGENIX INC,COM NEW,98978L204,3543,143249,SH,SOLE, ,143249,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,ZGNX
ZYMEWORKS INC,COM,98985W102,1135,32000,SH,SOLE, ,32000,0,0,0001389933,03-31-2020,13F-HR,false,DAFNA Capital Management LLC,05-15-2020,ZYME
