nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,othermanager,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,putcall,ticker
CHEMOCENTRYX INC,COM,16383L106,97818,1700000,SH,DFND,1,1700000,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,CCXI
CHEMOCENTRYX INC,COM,16383L106,57540,1000000,SH,DFND,1,1000000,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,Call,CCXI
CRISPR THERAPEUTICS AG,NAMEN AKT,H17182108,29396,400000,SH,DFND,1,400000,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,CRSP
DECIPHERA PHARMACEUTICALS IN,COM,24344T101,19046,318914,SH,DFND,1,318914,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,DCPH
EIDOS THERAPEUTICS INC,COM,28249H104,50306,1055302,SH,DFND,1,1055302,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,EIDX
EIGER BIOPHARMACEUTICALS INC,COM,28249U105,6720,700000,SH,DFND,1,700000,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,EIGR
FATE THERAPEUTICS INC,COM,31189P102,1716,50000,SH,DFND,1,50000,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,FATE
FORMA THERAPEUTICS HLDGS INC,SHS,34633R104,152547,3379373,SH,DFND,1,3379373,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,FMTX
GALAPAGOS NV,SPON ADR,36315X101,19484,99075,SH,DFND,1,99075,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,GLPG
GENETRON HLDGS LTD,ADS,37186H100,6035,500000,SH,DFND,1,500000,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,GTH
GOSSAMER BIO INC,COM,38341P102,4541,349325,SH,DFND,1,349325,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,GOSS
HARPOON THERAPEUTICS INC,COM,41358P106,10711,645257,SH,DFND,1,645257,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,HARP
HOMOLOGY MEDICINES INC,COM,438083107,8355,550000,SH,DFND,1,550000,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,FIXX
IGM BIOSCIENCES INC,COM,449585108,24831,340146,SH,DFND,1,340146,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,IGMS
INSMED INC,COM PAR $.01,457669307,12393,450000,SH,DFND,1,450000,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,INSM
INSPIRE MED SYS INC,COM,457730109,12877,147982,SH,DFND,1,147982,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,INSP
ISHARES TR,RUSSELL 2000 ETF,464287655,71590,500000,SH,DFND,1,500000,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,Put,
KADMON HLDGS INC,COM,48283N106,9216,1800000,SH,DFND,1,1800000,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,KDMN
KEZAR LIFE SCIENCES INC,COM,49372L100,6734,1300000,SH,DFND,1,1300000,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,KZR
KURA ONCOLOGY INC,COM,50127T109,11410,700000,SH,DFND,1,700000,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,KURA
MERUS N V,COM,N5749R100,9654,600000,SH,DFND,1,600000,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,MRUS
MINERVA NEUROSCIENCES INC,COM,603380106,1849,512159,SH,DFND,1,512159,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,NERV
MIRATI THERAPEUTICS INC,COM,60468T105,57085,500000,SH,DFND,1,500000,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,MRTX
MYOKARDIA INC,COM,62857M105,57972,600000,SH,DFND,1,600000,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,MYOK
MYOVANT SCIENCES LTD,COM,G637AM102,51550,2500000,SH,DFND,1,2500000,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,MYOV
NEKTAR THERAPEUTICS,COM,640268108,2895,125000,SH,DFND,1,125000,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,NKTR
NEXTCURE INC,COM,65343E108,14879,693971,SH,DFND,1,693971,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,NXTC
OMEROS CORP,COM,682143102,40848,2775000,SH,DFND,1,2775000,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,OMER
ORCHARD THERAPEUTICS PLC,ADS,68570P101,1540,256649,SH,DFND,1,256649,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,ORTX
OUTLOOK THERAPEUTICS INC,*W EXP 02/18/202,69012T115,117,416666,SH,DFND,1,416666,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,
"PLIANT THERAPEUTICS, INC ",COM,729139105,18812,611409,SH,DFND,1,611409,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,PLRX
PRECISION BIOSCIENCES INC,COM,74019P108,2887,346524,SH,DFND,1,346524,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,DTIL
PRINCIPIA BIOPHARMA INC,COM,74257L108,95096,1590493,SH,DFND,1,1590493,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,
QUOTIENT LTD,SHS,G73268107,21463,2900399,SH,DFND,1,2900399,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,QTNT
REATA PHARMACEUTICALS INC,CL A,75615P103,62408,400000,SH,DFND,1,400000,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,RETA
REPARE THERAPEUTICS INC,COM,760273102,10944,352795,SH,DFND,1,352795,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,RPTX
REVOLUTION MEDICINES INC,COM,76155X100,82737,2636661,SH,DFND,1,2636661,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,RVMD
ROCKET PHARMACEUTICALS INC,COM,77313F106,30737,1468550,SH,DFND,1,1468550,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,RCKT
SAREPTA THERAPEUTICS INC,COM,803607100,17637,110000,SH,DFND,1,110000,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,SRPT
SATSUMA PHARMACEUTICALS INC,COM,80405P107,22977,798905,SH,DFND,1,798905,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,STSA
SORRENTO THERAPEUTICS INC,COM NEW,83587F202,40820,6500000,SH,DFND,1,6500000,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,SRNE
SPDR SP 500 ETF TR,TR UNIT,78462F103,154180,500000,SH,DFND,1,500000,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,Put,
SPDR SER TR,SP BIOTECH,78464A870,55975,500000,SH,DFND,1,500000,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,Put,
STOKE THERAPEUTICS INC,COM,86150R107,40542,1701292,SH,DFND,1,1701292,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,STOK
THERAVANCE BIOPHARMA INC,COM,G8807B106,2099,100000,SH,DFND,1,100000,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,TBPH
TRICIDA INC,COM,89610F101,23966,872137,SH,DFND,1,872137,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,TCDA
TURNING POINT THERAPEUTICS I,COM,90041T108,176802,2737297,SH,DFND,1,2737297,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,TPTX
TWIST BIOSCIENCE CORP,COM,90184D100,25044,552849,SH,DFND,1,552849,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,TWST
UNIQURE NV,SHS,N90064101,20014,444157,SH,DFND,1,444157,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,QURE
VIELA BIO INC,COM,926613100,65522,1512500,SH,DFND,1,1512500,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,VIE
X4 PHARMACEUTICALS INC -CW24,COM,98420X103,1757,328980,SH,DFND,1,328980,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,XFOR
Y-MABS THERAPEUTICS INC,COM,984241109,68026,1574683,SH,DFND,1,1574683,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,YMAB
ZAI LAB LTD,ADR,98887Q104,20533,250000,SH,DFND,1,250000,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,ZLAB
ZYMEWORKS INC,COM,98985W102,19839,550000,SH,DFND,1,550000,0,0,0001583977,06-30-2020,13F-HR,false,"Cormorant Asset Management, LP",08-14-2020,,ZYME
