nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,putcall,ticker
BELLUS HEALTH INC NEW,COM NEW,07987C204,11576,1125000,SH,SOLE,1125000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,BLU
BIO RAD LABS INC,CL A,090572207,6993,15489,SH,SOLE,15489,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,
BLACK DIAMOND THERAPEUTICS I,COM,09203E105,43996,1104656,SH,SOLE,1104656,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,BDTX
BLUEPRINT MEDICINES CORP,COM,09627Y109,53713,688624,SH,SOLE,688624,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,BPMC
BRIDGEBIO PHARMA INC,COM,10806X102,218691,6706268,SH,SOLE,6706268,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,BBIO
BURNING ROCK BIOTECH LTD,SPONSORED ADS,12233L107,4052,150000,SH,SOLE,150000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,BNR
CHEMOCENTRYX INC,COM,16383L106,590,10252,SH,SOLE,10252,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,CCXI
COHERUS BIOSCIENCES INC,COM,19249H103,9739,545285,SH,SOLE,545285,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,CHRS
COLLEGIUM PHARMACEUTICAL INC,COM,19459J104,36016,2058068,SH,SOLE,2058068,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,COLL
COLLEGIUM PHARMACEUTICAL INC,NOTE  2.625% 2/1,19459JAA2,157227,17500000,PRN,SOLE,17500000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,
CONCERT PHARMACEUTICALS INC,COM,206022105,21398,2150641,SH,SOLE,2150641,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,CNCE
CRINETICS PHARMACEUTICALS IN,COM,22663K107,59171,3659381,SH,SOLE,3659381,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,CRNX
CUE BIOPHARMA INC,COM,22978P106,646,26371,SH,SOLE,26371,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,CUE
CYTOKINETICS INC,NOTE  4.000%11/1,23282WAA8,238260,10000000,PRN,SOLE,10000000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,
CYTOMX THERAPEUTICS INC,COM,23284F105,21467,2577043,SH,SOLE,2577043,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,CTMX
DBV TECHNOLOGIES S A,SPONSORED ADR,23306J101,32125,7317809,SH,SOLE,7317809,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,DBVT
DENALI THERAPEUTICS INC ,COM,28423R105,20553,850000,SH,SOLE,850000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,
DERMTECH INC,COM,24984K105,6445,487121,SH,SOLE,487121,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,
DICERNA PHARMACEUTICALS INC,COM,253031108,20320,800000,SH,SOLE,800000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,DRNA
DYNAVAX TECHNOLOGIES CORP,COM NEW,268158201,1570,176950,SH,SOLE,176950,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,DVAX
EIDOS THERAPEUTICS INC,COM,28249H104,30115,686922,SH,SOLE,686922,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,EIDX
EIGER BIOPHARMACEUTICALS INC,COM,28249U105,1343,139890,SH,SOLE,139890,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,EIGR
ESTABLISHMENT LABS HOLDINGS INC,SHS,G31249108,13750,736121,SH,SOLE,736121,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,ESTA
FORMA THERAPEUTICS HLDGS INC,SHS,34633R104,58113,1250000,SH,SOLE,1250000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,FMTX
FERRARI N.V,SHS,N3167Y103,1060,6200,SH,SOLE,6200,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,
FREQUENCY THERAPEUTICS INC,COM,35803L108,70547,3034296,SH,SOLE,3034296,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,FREQ
FULCRUM THERAPEUTICS INC,COM,359616109,15768,894118,SH,SOLE,894118,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,FULC
FUSION PHARMACEUTICALS INC,COM,36118A100,35955,2235983,SH,SOLE,2235983,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,FUSN
GALERA THERAPEUTICS INC,COM,36338D108,2321,325000,SH,SOLE,325000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,GRTX
GERON CORP,COM,374163103,29346,13461538,SH,SOLE,13461538,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,GERN
GLOBAL BLOOD THERAPEUTICS IN,COM,37890U108,368811,5842100,SH,SOLE,5842100,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,GBT
HEALTH CATALYST INC,COM,42225T107,9795,335782,SH,SOLE,335782,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,
HOLOGIC INC,COM,436440101,13110,230000,SH,SOLE,230000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,HOLX
IMMUNOMEDICS INC,COM,452907108,12834,362140,SH,SOLE,362140,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,IMMU
IMMUNOMEDICS INC,COM,452907108,3544,100000,SH,SOLE,100000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,Put,IMMU
IMMUNOVANT INC,COM,45258J102,26785,1100000,SH,SOLE,1100000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,
INARI MED INC,COM,45332Y109,33714,696000,SH,SOLE,696000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,NARI
INSULET CORP,COM,45784P101,10244,52733,SH,SOLE,52733,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,PODD
IOVANCE BIOTHERAPEUTICS INC,COM,462260100,324170,11809494,SH,SOLE,11809494,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,IOVA
IVERIC BIO INC,COM,46583P102,17755,3481431,SH,SOLE,3481431,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,ISEE
KADMON HLDGS INC,COM,48283N106,80442,15711334,SH,SOLE,15711334,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,KDMN
KARUNA THERAPEUTICS INC,COM,48576A100,774,6944,SH,SOLE,6944,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,KRTX
KODIAK SCIENCES INC,COM,50015M109,190154,3513572,SH,SOLE,3513572,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,KOD
LEAP THERAPEUTICS INC,COM,52187K101,17466,8476496,SH,SOLE,8476496,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,LPTX
LEGEND BIOTECH CORP,SPONSORED ADS,52490G102,1064,25000,SH,SOLE,25000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,LEGN
LIFESCI ACQUISITION CORP,UNIT 03/31/2025,53228P208,3300,300000,SH,SOLE,300000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,
LIVONGO HEALTH INC,COM,539183103,1024,13620,SH,SOLE,13620,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,
LONGVIEW ACQUISITION CORP,UNIT 99/99/9999,543195200,7070,700000,SH,SOLE,700000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,
LUMINEX CORP DEL,COM,55027E102,616,18926,SH,SOLE,18926,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,LMNX
LYRA THERAPEUTICS INC,COM,55234L105,36543,3222561,SH,SOLE,3222561,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,LYRA
MACROGENICS INC,COM,556099109,35961,1288014,SH,SOLE,1288014,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,MGNX
MEDTRONIC PLC,SHS,G5960L103,1834,20000,SH,SOLE,20000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,MDT
MEIRAGTX HOLDINGS PLC,COM,G59665102,80544,6433277,SH,SOLE,6433277,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,MGTX
MENLO THERAPEUTICS INC,COM,586858102,39576,22876410,SH,SOLE,22876410,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,
MIRATI THERAPEUTICS INC,COM,60468T105,316371,2771050,SH,SOLE,2771050,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,MRTX
MODERNA INC,COM,60770K107,6421,100000,SH,SOLE,100000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,Put,MRNA
MOLECULAR TEMPLATES INC,COM,608550109,34118,2474133,SH,SOLE,2474133,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,MTEM
MOMENTA PHARMACEUTICALS INC,COM,60877T100,1019,30637,SH,SOLE,30637,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,
MORPHIC HLDG INC,COM,61775R105,17583,650000,SH,SOLE,650000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,MORF
MOTUS GI HLDGS INC,COM,62014P108,5557,4210542,SH,SOLE,4210542,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,
MYLAN N.V,SHS EURO,N59465109,16151,1004419,SH,SOLE,1004419,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,MYL
MYOKARDIA INC,COM,62857M105,134787,1395017,SH,SOLE,1395017,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,MYOK
NEOLEUKIN THERAPEUTICS INC,COM,64049K104,8921,537425,SH,SOLE,537425,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,NLTX
NEPTUNE WELLNESS SOLUTIONS I,COM,64079L105,51623,18436906,SH,SOLE,18436906,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,NEPT
NEUROCRINE BIOSCIENCES INC,COM,64125C109,261252,2141410,SH,SOLE,2141410,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,NBIX
NEVRO CORP,COM,64157F103,107520,899972,SH,SOLE,899972,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,NVRO
NEVRO CORP,NOTE  2.750% 4/0,64157FAC7,121500,9000000,PRN,SOLE,9000000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,
NOVAVAX INC,COM NEW,670002401,29173,350000,SH,SOLE,350000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,NVAX
OUTLOOK THERAPEUTICS INC,*W EXP 02/18/202,69012T115,108,420875,SH,SOLE,420875,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,
PHREESIA INC,COM,71944F106,1979,70000,SH,SOLE,70000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,
PROVENTION BIO INC,COM,74374N102,63858,4525711,SH,SOLE,4525711,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,PRVB
QUOTIENT LTD,COM,G73268107,98338,13289054,SH,SOLE,13289054,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,QTNT
REGENERON PHARMACEUTICALS,COM,75886F107,9354,15000,SH,SOLE,15000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,REGN
REPRO MED SYS INC,COM,759910102,672,74813,SH,SOLE,74813,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,KRMD
RETROPHIN INC,COM,761299106,28871,3240112,SH,SOLE,3240112,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,RTRX
RETROPHIN INC,NOTE  2.500% 9/1,761299AB2,349979,45000000,PRN,SOLE,45000000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,
REVANCE THERAPEUTICS INC,COM,761330109,1608,65839,SH,SOLE,65839,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,RVNC
REVOLUTION MEDICINES INC,COM,76155X100,11050,350000,SH,SOLE,350000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,RVMD
ROCKET PHARMACEUTICALS INC,COM,77313F106,45816,2189010,SH,SOLE,2189010,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,RCKT
SC HEALTH CORP,UNIT 99/99/9999,G78516302,10110,1000000,SH,SOLE,1000000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,
SIERRA ONCOLOGY INC,COM NEW,82640U404,807,66655,SH,SOLE,66655,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,SRRA
SILK RD MED INC,COM,82710M100,16132,385100,SH,SOLE,385100,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,SILK
SOLID BIOSCIENCES INC,COM,83422E105,19777,6749803,SH,SOLE,6749803,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,SLDB
SPRINGWORKS THERAPEUTICS INC,COM,85205L107,147603,3514358,SH,SOLE,3514358,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,SWTX
STOKE THERAPEUTICS INC,COM,86150R107,16013,671978,SH,SOLE,671978,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,STOK
TG THERAPEUTICS INC,COM,88322Q108,580,29762,SH,SOLE,29762,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,TGTX
TRANSLATE BIO INC,COM,89374L104,5649,315237,SH,SOLE,315237,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,TBIO
TRILLIUM THERAPEUTICS INC,COM NEW,89620X506,928,114674,SH,SOLE,114674,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,TRIL
TURNING POINT THERAPEUTICS I,COM,90041T108,21308,329890,SH,SOLE,329890,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,TPTX
TWIST BIOSCIENCE CORP,COM,90184D100,12356,272756,SH,SOLE,272756,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,TWST
UROVANT SCIENCES LTD,COM,G9381B108,23289,2366831,SH,SOLE,2366831,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,UROV
VAPOTHERM INC,COM,922107107,54876,1338760,SH,SOLE,1338760,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,VAPO
VAXCYTE INC,COM,92243G108,26869,850000,SH,SOLE,850000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,PCVX
VBI VACCINES INC,COM NEW,91822J103,170631,55042465,SH,SOLE,55042465,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,VBIV
VERRICA PHARMACEUTICALS INC,COM,92511W108,37549,3410412,SH,SOLE,3410412,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,VRCA
VERU INC,COM,92536C103,5511,1650000,SH,SOLE,1650000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,VERU
VIEWRAY INC,COM,92672L107,5492,2451748,SH,SOLE,2451748,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,VRAY
VIR BIOTECHNOLOGY INC,COM,92764N102,534,13024,SH,SOLE,13024,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,VIR
VOCERA COMMUNICATIONS INC,COM,92857F107,6148,290000,SH,SOLE,290000,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,
Y-MABS THERAPEUTICS INC,COM,984241109,15352,355366,SH,SOLE,355366,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,YMAB
ZENTALIS PHARMACEUTICALS INC,COM,98943L107,45783,1050003,SH,SOLE,1050003,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,ZNTL
ZOGENIX INC,COM NEW,98978L204,132542,4907139,SH,SOLE,4907139,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,ZGNX
ZYMEWORKS INC,COM,98985W102,129166,3580999,SH,SOLE,3580999,0,0,0001224962,06-30-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,08-17-2020,,ZYME
