nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
AMGEN INC,COM,031162100,7065,29953,SH,SOLE,29953,0,0,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,AMGN
AMICUS THERAPEUTICS,COM,03152W109,26404,1750913,SH,SOLE,185754,0,1565159,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,FOLD
AMNEAL PHARMACEUTICA,COM,03168L105,84,17700,SH,SOLE,0,0,17700,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,AMRX
APELLIS PHARMACEUTIC,COM,03753U106,25103,768609,SH,SOLE,103905,0,664704,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,APLS
APREA THERAPEUTICS,COM,03836J102,35510,915681,SH,SOLE,915681,0,0,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,APRE
ARENA PHARMACEUTICAL,COM,040047607,22845,362900,SH,SOLE,41400,0,321500,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,ARNA
ARGENX SE,SPONSORED ADR,04016X101,563,2500,SH,SOLE,2500,0,0,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,ARGX
ARROWHEAD PHARMACEUT,COM,04280A100,661,15300,SH,SOLE,0,0,15300,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,ARWR
ARVINAS INC,COM,04335A105,15663,467000,SH,SOLE,76000,0,391000,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,ARVN
ASSEMBLY BIOSCIENCES,COM,045396108,15324,657124,SH,SOLE,111698,0,545426,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,ASMB
ASTRAZENECA,SPONSORED ADR,046353108,7500,141800,SH,SOLE,141800,0,0,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,AZN
ATRICURE INC,COM,04963C209,18634,414553,SH,SOLE,27962,0,386591,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,ATRC
AVANOS MEDICAL INC,COM,05350V106,215,7300,SH,SOLE,0,0,7300,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,AVNS
AVANTOR INC,COM,05352A100,1080,63500,SH,SOLE,0,0,63500,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,
AVEO PHARMACEUTICALS,COM,053588307,773,150000,SH,SOLE,150000,0,0,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,AVEO
AVIDITY BIOSCIENCE,COM,05370A108,927,32803,SH,SOLE,0,0,32803,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,RNA
AXSOME THERAPEUTIC,COM,05464T104,346,4200,SH,SOLE,0,0,4200,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,AXSM
BIO RAD LABS INC,CL A,090572207,1445,3200,SH,SOLE,0,0,3200,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,
BIO TECHNE CORP,COM,09073M104,1532,5800,SH,SOLE,0,0,5800,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,TECH
BIOGEN INC,COM,09062X103,1710,6392,SH,SOLE,6392,0,0,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,BIIB
BIOHAVEN PHARMACTL,COM,G11196105,526,7200,SH,SOLE,0,0,7200,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,BHVN
BIOMARIN PHARMAC INC,COM,09061G101,16234,131623,SH,SOLE,21090,0,110533,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,BMRN
BIOTELEMETRY INC,COM,090672106,230,5100,SH,SOLE,0,0,5100,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,BEAT
BLUEBIRD BIO INC,COM,09609G100,604,9900,SH,SOLE,0,0,9900,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,BLUE
BLUEPRINT MEDICINES,COM,09627Y109,22665,290583,SH,SOLE,43450,0,247133,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,BPMC
BOSTON SCIENTIFIC,COM,101137107,20174,574595,SH,SOLE,136726,0,437869,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,BSX
BRISTOL MYERS SQUIBB,COM,110122108,13228,224974,SH,SOLE,224974,0,0,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,BMY
BROOKDALE SR LIVING,COM,112463104,83,28100,SH,SOLE,0,0,28100,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,BKD
BRUKER CORP,COM,116794108,647,15900,SH,SOLE,0,0,15900,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,BRKR
CANTEL MEDICAL CORP,COM,138098108,257,5800,SH,SOLE,0,0,5800,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,CMD
CARDINAL HEALTH INC,COM,14149Y108,2375,45500,SH,SOLE,0,0,45500,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,CAH
CARDIOVASCULAR SYS,COM,141619106,20527,650608,SH,SOLE,71650,0,578958,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,CSII
CASTLE BIOSCIENCES I,COM,14843C105,5409,143500,SH,SOLE,35500,0,108000,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,CSTL
CATALENT INC,COM,148806102,1730,23600,SH,SOLE,0,0,23600,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,CTLT
CENTENE CORP DEL,COM,15135B101,25494,401158,SH,SOLE,81915,0,319243,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,CNC
CHANGE HEALTHCARE IN,COM,15912K100,15981,1426832,SH,SOLE,236145,0,1190687,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,
CHARLES RIV LABS INT,COM,159864107,1308,7500,SH,SOLE,0,0,7500,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,
CHEMED CORP NEW,COM,16359R103,1037,2300,SH,SOLE,0,0,2300,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,CHE
CHEMOCENTRYX INC,COM,16383L106,391,6800,SH,SOLE,0,0,6800,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,CCXI
CIGNA CORP,COM,125523100,5424,28907,SH,SOLE,28907,0,0,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,CI
COLLEGIUM PHARMACEUT,COM,19459J104,11454,654521,SH,SOLE,165570,0,488951,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,COLL
CONMED CORP,COM,207410101,295,4100,SH,SOLE,0,0,4100,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,CNMD
COOPER COMPANIES INC,COM,216648402,2127,7500,SH,SOLE,0,0,7500,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,
CORCEPT THERAPEUTICS,COM,218352102,247,14700,SH,SOLE,0,0,14700,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,CORT
CRISPR THERAPEUTICS,COM,H17182108,8407,114400,SH,SOLE,28600,0,85800,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,CRSP
DAVITA INC,COM,23918K108,1005,12700,SH,SOLE,0,0,12700,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,DVA
DECIPHERA PHARMACEUT,COM,24344T101,13399,224359,SH,SOLE,58651,0,165708,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,DCPH
DENALI THERAPEUTICS,COM,24823R105,232,9600,SH,SOLE,0,0,9600,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,DNLI
DENTSPLY SIRONA INC,COM,24906P109,1485,33700,SH,SOLE,0,0,33700,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,XRAY
DEXCOM INC,COM,252131107,17924,44213,SH,SOLE,0,0,44213,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,DXCM
DR REDDYS LABS LTD,ADR,256135203,390,7354,SH,SOLE,7354,0,0,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,RDY
EDITAS MEDICINE INC,COM,28106W103,251,8500,SH,SOLE,0,0,8500,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,EDIT
ELANCO ANIMAL HEALTH,COM,28414H103,1321,61600,SH,SOLE,0,0,61600,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,
EMERGENT BIOSOLUTNS,COM,29089Q105,538,6800,SH,SOLE,0,0,6800,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,EBS
ENCOMPASS HEALTH COR,COM,29261A100,935,15100,SH,SOLE,0,0,15100,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,EHC
ENDO INTL PLC,SHS,G30401106,119,34700,SH,SOLE,0,0,34700,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,ENDP
ENSIGN GROUP INC,COM,29358P101,326,7800,SH,SOLE,0,0,7800,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,
ENVISTA HLDGS CORP,COM,29415F104,519,24600,SH,SOLE,0,0,24600,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,NVST
EPIZYME INC,COM,29428V104,218,13600,SH,SOLE,0,0,13600,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,EPZM
ESPERION THERAPEUT,COM,29664W105,200,3900,SH,SOLE,0,0,3900,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,ESPR
EVOLENT HEALTH INC,COM,30050B101,12975,1822297,SH,SOLE,396230,0,1426067,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,
EXACT SCIENCES CORP,COM,30063P105,1991,22900,SH,SOLE,0,0,22900,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,EXAS
EXELIXIS INC,COM,30161Q104,22729,957394,SH,SOLE,107990,0,849404,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,EXEL
FIBROGEN INC,COM,31572Q808,515,12700,SH,SOLE,0,0,12700,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,FGEN
FORMA THERAPEUTICS,COM,34633R104,11026,237174,SH,SOLE,44023,0,193151,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,FMTX
GENERATION BIO CO,COM,37148K100,10737,511300,SH,SOLE,107169,0,404131,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,GBIO
GILEAD SCIENCES INC,COM,375558103,7090,92150,SH,SOLE,92150,0,0,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,GILD
GLAUKOS CORP,COM,377322102,246,6400,SH,SOLE,0,0,6400,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,GKOS
GLOBAL BLOOD THERA,COM,37890U108,14474,229271,SH,SOLE,21641,0,207630,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,GBT
GLOBUS MED INC,CL A,379577208,544,11400,SH,SOLE,0,0,11400,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,
GUARDANT HEALTH INC,COM,40131M109,6130,75552,SH,SOLE,10200,0,65352,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,GH
HAEMONETICS CORP,COM,405024100,681,7600,SH,SOLE,0,0,7600,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,HAE
HALOZYME THERAPEUTIC,COM,40637H109,558,20800,SH,SOLE,0,0,20800,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,HALO
HEALTH CATALYST IN,COM,42225T107,16423,563007,SH,SOLE,77500,0,485507,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,
HEALTHCARE SVCS GRP,COM,421906108,279,11400,SH,SOLE,0,0,11400,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,
HEALTHEQUITY INC,COM,42226A107,628,10700,SH,SOLE,0,0,10700,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,
HENRY SCHEIN INC,COM,806407102,1279,21900,SH,SOLE,0,0,21900,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,HSIC
HERON THERAPEUTICS,COM,427746102,197,13400,SH,SOLE,0,0,13400,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,HRTX
HILL-ROM HLDS INC,COM,431475102,27408,249660,SH,SOLE,32100,0,217560,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,
HMS HOLDINGS CORP,COM,40425J101,18189,561561,SH,SOLE,70375,0,491186,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,
HOLOGIC INC,COM,436440101,2252,39500,SH,SOLE,0,0,39500,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,HOLX
HOMOLOGY MEDICINES,COM,438083107,581,38281,SH,SOLE,38281,0,0,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,FIXX
HORIZON THERAPEUTICS,SHS,G46188101,1573,28300,SH,SOLE,0,0,28300,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,HZNP
HUMANA INC,COM,444859102,2026,5225,SH,SOLE,5225,0,0,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,HUM
ICON PLC,SHS,G4705A100,1348,8000,SH,SOLE,0,0,8000,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,ICLR
ICU MED INC,COM,44930G107,553,3000,SH,SOLE,0,0,3000,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,ICUI
IDEXX LABS INC,COM,45168D104,4259,12900,SH,SOLE,0,0,12900,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,IDXX
ILLUMINA INC,COM,452327109,1011,2730,SH,SOLE,2730,0,0,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,ILMN
IMMUNOMEDICS INC,COM,452907108,18847,531795,SH,SOLE,34900,0,496895,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,IMMU
INCYTE CORPORATION,COM,45337C102,14600,140424,SH,SOLE,18800,0,121624,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,INCY
INSMED INC,COM,457669307,427,15500,SH,SOLE,0,0,15500,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,INSM
INSULET CORP,COM,45784P101,6360,32738,SH,SOLE,0,0,32738,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,PODD
INTEGER HLDGS CORP,COM,45826H109,365,5000,SH,SOLE,0,0,5000,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,
INTEGRA LIFESCIENCE,COM,457985208,517,11000,SH,SOLE,0,0,11000,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,IART
INTRA CELLULAR THERA,COM,46116X101,216,8400,SH,SOLE,0,0,8400,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,
INVITAE CORP,COM,46185L103,536,17700,SH,SOLE,0,0,17700,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,NVTA
IONIS PHARMACEUTICAL,COM,462222100,1185,20100,SH,SOLE,0,0,20100,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,IONS
IOVANCE BIOTHERAPEUT,COM,462260100,571,20800,SH,SOLE,0,0,20800,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,IOVA
IRHYTHM TECHNOLOGIES,COM,450056106,13431,115895,SH,SOLE,0,0,115895,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,IRTC
IRONWOOD PHARMACEUCL,COM CL A,46333X108,252,24400,SH,SOLE,0,0,24400,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,IRWD
JAZZ PHARMA PLC,COM,G50871105,916,8300,SH,SOLE,0,0,8300,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,JAZZ
KODIAK SCIENCES IN,COM,50015M109,238,4400,SH,SOLE,0,0,4400,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,KOD
LABORATORY CORP AMER,COM,50540R409,2475,14900,SH,SOLE,0,0,14900,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,LH
LHC GROUP INC,COM,50187A107,802,4600,SH,SOLE,0,0,4600,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,LHCG
LIGAND PHARMACEUTIC,COM,53220K504,246,2200,SH,SOLE,0,0,2200,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,LGND
LILLY ELI  CO,COM,532457108,5059,30815,SH,SOLE,30815,0,0,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,
LIVANOVA PLC,COM,G5509L101,356,7400,SH,SOLE,0,0,7400,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,LIVN
LUMINEX CORP DEL,COM,55027E102,211,6500,SH,SOLE,0,0,6500,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,LMNX
MAGELLAN HEALTH INC,COM,559079207,255,3500,SH,SOLE,0,0,3500,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,MGLN
MASIMO CORP,COM,574795100,8403,36858,SH,SOLE,0,0,36858,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,MASI
MEDNAX INC,COM,58502B106,217,12700,SH,SOLE,0,0,12700,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,MD
MEDPACE HOLDINGS,COM,58506Q109,381,4100,SH,SOLE,0,0,4100,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,
MEDTRONIC PLC,SHS,G5960L103,3829,41751,SH,SOLE,41751,0,0,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,MDT
MERCK  CO INC,COM,58933Y105,7513,97150,SH,SOLE,97150,0,0,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,MRK
MERIT MEDICAL SYS,COM,589889104,379,8300,SH,SOLE,0,0,8300,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,MMSI
MIRATI THERAPEUTICS,COM,60468T105,14310,125336,SH,SOLE,12600,0,112736,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,MRTX
MODERNA INC,COM,60770K107,7208,112256,SH,SOLE,0,0,112256,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,MRNA
MOLECULAR TEMPLATES,COM,608550109,8207,595171,SH,SOLE,119500,0,475671,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,MTEM
MOLINA HEALTHCARE,COM,60855R100,14853,83453,SH,SOLE,13365,0,70088,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,MOH
MOMENTA PHARMACEUTIC,COM,60877T100,599,18000,SH,SOLE,0,0,18000,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,
MYLAN N V,SHS EURO,N59465109,1278,79500,SH,SOLE,0,0,79500,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,MYL
MYOKARDIA INC,COM,62857M105,734,7600,SH,SOLE,0,0,7600,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,MYOK
MYRIAD GENETICS INC,COM,62855J104,124,10900,SH,SOLE,0,0,10900,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,MYGN
NATERA INC,COM,632307104,529,10600,SH,SOLE,0,0,10600,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,NTRA
NEKTAR THERAPEUTICS,COM,640268108,618,26700,SH,SOLE,0,0,26700,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,NKTR
NEOGEN CORP,COM,640491106,621,8000,SH,SOLE,0,0,8000,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,NEOG
NEOGENOMICS INC,COM,64049M209,489,15800,SH,SOLE,0,0,15800,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,NEO
NEUROCRINE BIOSCIENC,COM,64125C109,1720,14100,SH,SOLE,0,0,14100,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,NBIX
NEVRO CORP,COM,64157F103,609,5100,SH,SOLE,0,0,5100,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,NVRO
NOVOCURE LTD,ORD SHS,G6674U108,907,15300,SH,SOLE,0,0,15300,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,NVCR
NUVASIVE INC,COM,670704105,434,7800,SH,SOLE,0,0,7800,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,NUVA
OMNICELL INC,COM,68213N109,459,6500,SH,SOLE,0,0,6500,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,
OPKO HEALTH INC,COM,68375N103,208,60900,SH,SOLE,0,0,60900,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,OPK
PACIRA BIOSCIENCES,COM,695127100,331,6300,SH,SOLE,0,0,6300,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,PCRX
PATTERSON COMPANIES,COM,703395103,286,13000,SH,SOLE,0,0,13000,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,
PENUMBRA INC,COM,70975L107,876,4900,SH,SOLE,0,0,4900,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,PEN
PERKINELMER INC,COM,714046109,1677,17100,SH,SOLE,0,0,17100,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,PKI
PERRIGO CO,SHS,G97822103,1161,21000,SH,SOLE,0,0,21000,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,PRGO
PFIZER INC,COM,717081103,7223,220900,SH,SOLE,220900,0,0,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,PFE
PPD INC,COM,69355F102,20700,772389,SH,SOLE,149807,0,622582,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,
PRA HEALTH SCIENCE,COM,69354M108,9700,99700,SH,SOLE,31215,0,68485,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,
PRECIGEN INC,COM,74017N105,50,10100,SH,SOLE,0,0,10100,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,PGEN
PRESTIGE CONSUMER HE,COM,74112D101,289,7700,SH,SOLE,0,0,7700,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,PBH
PTC THERAPEUTICS I,COM,69366J200,26419,520667,SH,SOLE,51225,0,469442,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,PTCT
QUEST DIAGNOSTICS,COM,74834L100,2348,20600,SH,SOLE,0,0,20600,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,DGX
QUIDEL CORP,COM,74838J101,1275,5700,SH,SOLE,0,0,5700,0001274413,06-30-2020,13F-HR,false,Sectoral Asset Management Inc,08-13-2020,QDEL
