nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
CONSTELLATION PHARMCETICLS I,COM,210373106,4383,139464,SH,SOLE,139464,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,CNST
DICERNA PHARMACEUTICALS INC,COM,253031108,4712,256500,SH,SOLE,256500,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,DRNA
GLOBAL BLOOD THERAPEUTICS IN,COM,37890U108,1993,39000,SH,SOLE,39000,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,GBT
IOVANCE BIOTHERAPEUTICS INC,COM,462260100,11959,399500,SH,SOLE,399500,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,IOVA
IVERIC BIO INC,COM,46583P102,478,139000,SH,SOLE,139000,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,ISEE
KADMON HLDGS INC,COM,48283N106,9888,2360000,SH,SOLE,2360000,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,KDMN
KARUNA THERAPEUTICS INC,COM,48576A100,4032,56000,SH,SOLE,56000,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,KRTX
KURA ONCOLOGY INC,COM,50127T109,1970,198000,SH,SOLE,198000,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,KURA
LIFESCI ACQUISITION CORP,UNIT 03/31/2025,53228P208,5599,560000,SH,SOLE,560000,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,
MARINUS PHARMACEUTICALS INC,COM,56854Q101,2107,1038000,SH,SOLE,1038000,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,MRNS
MERSANA THERAPEUTICS INC,COM,59045L106,4824,827500,SH,SOLE,827500,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,MRSN
REATA PHARMACEUTICALS INC,CL A,75615P103,3392,23500,SH,SOLE,23500,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,RETA
RELMADA THERAPEUTICS INC,COM,75955J402,3102,90950,SH,SOLE,90950,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,RLMD
SELECTA BIOSCIENCES INC,COM,816212104,5698,2364204,SH,SOLE,2364204,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,SELB
UNIQURE NV,SHS,N90064101,2515,53000,SH,SOLE,53000,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,QURE
VERASTEM INC,COM,92337C104,9496,3720930,SH,SOLE,3720930,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,VSTM
XENON PHARMACEUTICALS INC,COM,98420N105,7127,628500,SH,SOLE,628500,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,XENE
ZAFGEN INC,COM,98885E103,1067,1386000,SH,SOLE,1386000,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,
