nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
DEXCOM INC,COM,252131107,39445,97300,SH,SOLE,97300,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,DXCM
DYNAVAX TECHNOLOGIES CORP,COM NEW,268158201,44901,5062100,SH,SOLE,5062100,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,DVAX
EIDOS THERAPEUTICS INC,COM,28249H104,28308,593842,SH,SOLE,593842,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,EIDX
ENDOLOGIX INC,COM NEW,29266S304,63,78755,SH,SOLE,78755,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,
EPIZYME INC,COM,29428V104,136279,8485605,SH,SOLE,8485605,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,EPZM
FATE THERAPEUTICS INC,COM,31189P102,433326,12629737,SH,SOLE,12629737,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,FATE
GENMAB A/S,SPONSORED ADS,372303206,35835,1057393,SH,SOLE,1057393,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,GMAB
GENMARK DIAGNOSTICS INC,COM,372309104,72129,4903400,SH,SOLE,4903400,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,GNMK
GRITSTONE ONCOLOGY INC,COM,39868T105,20352,3064994,SH,SOLE,3064994,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,GRTS
GUARDANT HEALTH INC,COM,40131M109,24146,297619,SH,SOLE,297619,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,GH
HILL ROM HLDGS INC,COM,431475102,64221,585000,SH,SOLE,585000,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,
HOOKIPA PHARMA INC,COM,43906K100,21620,1860610,SH,SOLE,1860610,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,HOOK
ICU MED INC,COM,44930G107,37120,201400,SH,SOLE,201400,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,ICUI
IGM BIOSCIENCES INC,COM,449585108,229512,3144000,SH,SOLE,3144000,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,IGMS
IMMUNOGEN INC,COM,45253H101,55232,12006979,SH,SOLE,12006979,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,IMGN
IMMUNOMEDICS INC,COM,452907108,123682,3489900,SH,SOLE,3489900,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,IMMU
IMMUNOVANT INC,COM,45258J102,14610,600000,SH,SOLE,600000,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,
INVITAE CORP,COM,46185L103,13058,431100,SH,SOLE,431100,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,NVTA
ITAMAR MED LTD,SPONSORED ADS,465437101,11625,625000,SH,SOLE,625000,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,ITMR
KRYSTAL BIOTECH INC,COM,501147102,58392,1409745,SH,SOLE,1409745,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,KRYS
LUMINEX CORP DEL,COM,55027E102,29860,917907,SH,SOLE,917907,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,LMNX
MERCK  CO. INC,COM,58933Y105,40544,524300,SH,SOLE,524300,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,MRK
MOMENTA PHARMACEUTICALS INC,COM,60877T100,156546,4705308,SH,SOLE,4705308,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,
NEOLEUKIN THERAPEUTICS INC,COM,64049K104,67084,4041211,SH,SOLE,4041211,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,NLTX
NEVRO CORP,COM,64157F103,59468,497764,SH,SOLE,497764,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,NVRO
NOVARTIS AG,SPONSORED ADR,66987V109,38412,439800,SH,SOLE,439800,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,NVS
ODONATE THERAPEUTICS INC,COM,676079106,26803,633038,SH,SOLE,633038,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,ODT
OVID THERAPEUTICS INC,COM,690469101,899,121950,SH,SOLE,121950,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,OVID
PLIANT THERAPEUTICS INC,COM,729139105,110710,3410657,SH,SOLE,3410657,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,PLRX
PPD INC,COM,69355F102,51817,1933473,SH,SOLE,1933473,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,
PRA HEALTH SCIENCES INC,COM,69354M108,27177,279336,SH,SOLE,279336,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,
PRINCIPIA BIOPHARMA INC,COM,74257L108,162174,2712388,SH,SOLE,2712388,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,
PROFOUND MED CORP,COM NEW,74319B502,6776,400000,SH,SOLE,400000,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,
REGENXBIO INC,COM,75901B107,82380,2236766,SH,SOLE,2236766,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,RGNX
REPARE THERAPEUTICS INC,COM,760273102,74019,2386174,SH,SOLE,2386174,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,RPTX
REPLIMUNE GROUP INC,COM,76029N106,77139,3104193,SH,SOLE,3104193,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,REPL
ROYALTY PHARMA PLC,SHS CL A,G7709Q104,9710,200000,SH,SOLE,200000,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,RPRX
SANOFI,SPONSORED ADR,80105N105,62562,1225500,SH,SOLE,1225500,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,SNY
SCHOLAR ROCK HLDG CORP,COM,80706P103,52370,2875889,SH,SOLE,2875889,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,SRRK
SELECTQUOTE INC,COM,816307300,12586,496872,SH,SOLE,496872,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,
STEREOTAXIS INC,COM NEW,85916J409,13841,3103327,SH,SOLE,3103327,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,STXS
STOKE THERAPEUTICS INC,COM,86150R107,59630,2502306,SH,SOLE,2502306,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,STOK
SYROS PHARMACEUTICALS INC,COM,87184Q107,2263,212291,SH,SOLE,212291,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,SYRS
TCR2 THERAPEUTICS INC,COM,87808K106,27113,1765188,SH,SOLE,1765188,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,TCRR
TRICIDA INC,COM,89610F101,58230,2119000,SH,SOLE,2119000,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,TCDA
TWIST BIOSCIENCE CORP,COM,90184D100,26695,589300,SH,SOLE,589300,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,TWST
UNIQURE NV,SHS,N90064101,56196,1247135,SH,SOLE,1247135,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,QURE
UNITEDHEALTH GROUP INC,COM,91324P102,30645,103900,SH,SOLE,103900,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,UNH
VAPOTHERM INC,COM,922107107,1025,25000,SH,SOLE,25000,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,VAPO
WAVE LIFE SCIENCES LTD,SHS,Y95308105,4322,415155,SH,SOLE,415155,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,WVE
XERIS PHARMACEUTICALS INC,COM,98422L107,6377,2397441,SH,SOLE,2397441,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,XERS
ZENTALIS PHARMACEUTICALS INC,COM,98943L107,79771,1661205,SH,SOLE,1661205,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,ZNTL
ZYMEWORKS INC,COM,98985W102,28261,783500,SH,SOLE,783500,0,0,0001425738,06-30-2020,13F-HR,false,"Redmile Group, LLC",08-14-2020,ZYME
