nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,putcall,ticker
NEOLEUKIN THERAPEUTICS INC,COM,64049K104,1108,97397,SH,SOLE,97397,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,NLTX
NEVRO CORP,COM,64157F103,2000,20000,SH,SOLE,20000,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,NVRO
NOVOCURE LTD,ORD SHS,G6674U108,137,544,SH,SOLE,544,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Call,NVCR
ONCOCYTE CORPORATION,COM,68235C107,13667,5578283,SH,SOLE,5578283,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,OCX
ORASURE TECHNOLOGIES INC,COM,68554V108,1453,135021,SH,SOLE,135021,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,OSUR
ORTHOPEDIATRICS CORP,COM,68752L100,5887,148513,SH,SOLE,148513,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,KIDS
OTONOMY INC,COM,68906L105,2456,1246858,SH,SOLE,1246858,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,OTIC
PPD INC,COM,69355F102,3651,205000,SH,SOLE,205000,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,
PROFOUND MED CORP,COM NEW,74319B502,5282,542256,SH,SOLE,542256,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,
PUMA BIOTECHNOLOGY INC,COM,74587V107,540,64000,SH,SOLE,64000,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,PBYI
QUANTERIX CORP,COM,74766Q101,36,1981,SH,SOLE,1981,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,QTRX
QUIDEL CORP,COM,74838J101,5086,51999,SH,SOLE,51999,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,QDEL
QUOTIENT LTD,SHS,G73268107,6639,1680641,SH,SOLE,1680641,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,QTNT
R1 RCM INC,COM,749397105,9762,1073943,SH,SOLE,1073943,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,
REGENERON PHARMACEUTICALS,COM,75886F107,5475,11212,SH,SOLE,11212,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,REGN
SAREPTA THERAPEUTICS INC,COM,803607100,908,500,SH,SOLE,500,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Call,SRPT
SAREPTA THERAPEUTICS INC,COM,803607100,3850,1294,SH,SOLE,1294,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Put,SRPT
SAVARA INC,COM,805111101,723,340868,SH,SOLE,340868,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,SVRA
SELECTA BIOSCIENCES INC,COM,816212104,1506,624755,SH,SOLE,624755,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,SELB
SI BONE INC,COM,825704109,6172,516476,SH,SOLE,516476,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,
SIERRA ONCOLOGY INC,COM NEW,82640U404,186,18940,SH,SOLE,18940,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,SRRA
SILVER SPIKE ACQUISITION COR,*W EXP 08/02/202,G8136L114,12,50000,SH,SOLE,50000,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,
SPDR SP 500 ETF TR,TR UNIT,78462F103,339,400,SH,SOLE,400,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Put,
SPDR SP 500 ETF TR,TR UNIT,78462F103,610,500,SH,SOLE,500,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Put,
SPDR SP 500 ETF TR,TR UNIT,78462F103,1181,2000,SH,SOLE,2000,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Put,
SPDR SP 500 ETF TR,TR UNIT,78462F103,259,527,SH,SOLE,527,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Put,
SPDR SERIES TRUST,SP BIOTECH,78464A870,482,2000,SH,SOLE,2000,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Put,
SPDR SERIES TRUST,SP BIOTECH,78464A870,979,2050,SH,SOLE,2050,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Put,
SPDR SERIES TRUST,SP BIOTECH,78464A870,576,2150,SH,SOLE,2150,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Put,
STAAR SURGICAL CO,COM PAR $0.01,852312305,15774,488950,SH,SOLE,488950,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,STAA
STABLE RD ACQUISITION CORP,UNIT 05/15/2026,85236Q208,744,74070,SH,SOLE,74070,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,
STEREOTAXIS INC,COM NEW,85916J409,3108,1029281,SH,SOLE,1029281,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,STXS
TG THERAPEUTICS INC,COM,88322Q108,1761,178964,SH,SOLE,178964,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,TGTX
THERMO FISHER SCIENTIFIC INC,COM,883556102,289,275,SH,SOLE,275,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Put,TMO
TRILLIUM THERAPEUTICS INC,COM NEW,89620X506,390,96487,SH,SOLE,96487,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,TRIL
TWIST BIOSCIENCE CORP,COM,90184D100,5280,172670,SH,SOLE,172670,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,TWST
VARIAN MED SYS INC,COM,92220P105,491,525,SH,SOLE,525,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Put,VAR
VIEWRAY INC,COM,92672L107,17262,6904628,SH,SOLE,6904628,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,VRAY
ZIMMER BIOMET HOLDINGS INC,COM,98956P102,11205,110852,SH,SOLE,110852,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,ZBH
ZIMMER BIOMET HOLDINGS INC,COM,98956P102,43,100,SH,SOLE,100,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Call,ZBH
