nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
KALVISTA PHARMACEUTICALS INC,COM,483497103,363,30000, SH ,SOLE,30000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,KALV
KARYOPHARM THERAPEUTICS INC,COM,48576U106,3182,168000, SH ,SOLE,168000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,KPTI
MASIMO CORP,COM,574795100,1824,8000, SH ,SOLE,8000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,MASI
MYOKARDIA INC,COM,62857M105,966,10000, SH ,SOLE,10000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,MYOK
NEUROCRINE BIOSCIENCES INC,COM,64125C109,9516,78000, SH ,SOLE,78000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,NBIX
ODONATE THERAPEUTICS INC,COM,676079106,847,20000, SH ,SOLE,20000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,ODT
OXFORD IMMUNOTEC GLOBAL PLC,COM,G6855A103,2214,170303, SH ,SOLE,170303,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,OXFD
OVINTIV INC,COM,69047Q102,328,34350, SH ,SOLE,34350,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,
PIONEER NATURAL RESOURCES CO,COM,723787107,371,3800, SH ,SOLE,3800,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,
PROGYNY INC,COM,74340E103,387,15000, SH ,SOLE,15000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,
QUIDEL CORP,COM,74838J101,11398,50944, SH ,SOLE,50944,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,QDEL
SOLENO THERAPEUTICS INC,COM,834203101,1836,826899, SH ,SOLE,826899,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,
STOKE THERAPEUTICS INC,COM,86150R107,477,20000, SH ,SOLE,20000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,STOK
TG THERAPEUTICS INC,COM,88322Q108,292,15000, SH ,SOLE,15000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,TGTX
TRANSLATE BIO INC,COM,89374L104,538,30000, SH ,SOLE,30000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,TBIO
UNITED THERAPEUTICS CORP,COM,91307C102,2178,18000, SH ,SOLE,18000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,UTHR
VANDA PHARMACEUTICALS INC,COM,921659108,915,80000, SH ,SOLE,80000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,VNDA
VOYAGER THERAPEUTICS INC,COM,92915B106,379,30000, SH ,SOLE,30000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,VYGR
WORKHORSE GROUP INC,COM,98138J206,261,15000, SH ,SOLE,15000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,
XENCOR INC,COM,98401F105,398,12300, SH ,SOLE,12300,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,XNCR
YIELD10 BIOSCIENCE INC,COM,98585k102,118,18952, SH ,SOLE,18952,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,
