nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
KalVista Pharmaceuticals Inc.,Common,483497103,17869,1476796,SH,SOLE,1476796,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,KALV
Kiniksa Pharmaceuticals,Common,G5269C101,29343,1151622,SH,SOLE,1151622,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,KNSA
Kura Oncology Inc,Common,50127T109,17115,1050000,SH,SOLE,1050000,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,KURA
Larimar Therapeutics Inc,Common,517125100,10276,799662,SH,SOLE,799662,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,LRMR
Legend Biotech Corp Sponsored,SPONSORED ADS,52490G102,151301,3555007,SH,SOLE,3555007,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,LEGN
Matinas Biopharma Hldgs Inc,Common,576810105,8719,11279323,SH,SOLE,11279323,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,MTNB
MEI Pharma Inc,Common,55279B202,4469,1082080,SH,SOLE,1082080,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,MEIP
Menlo Therapeutics Inc.,Common,586858102,6304,3643824,SH,SOLE,3643824,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,
Mereo Biopharma Group PLC,ADS,589492107,2381,778000,SH,SOLE,778000,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,MREO
Myokardia Inc,Common,62857M105,15296,158310,SH,SOLE,158310,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,MYOK
New Frontier Health Corp,Common,G6461G106,118404,14300000,SH,SOLE,14300000,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,
Orchard Therapeutics plc,ADS,68570P101,7954,1325736,SH,SOLE,1325736,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,ORTX
Passage Bio Inc,Common,702712100,60935,2229587,SH,SOLE,2229587,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,PASG
Precision Biosciences Inc,Common,74019P108,1168,140255,SH,SOLE,140255,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,DTIL
Revolution Medicines Inc,Common,76155X100,6299,199518,SH,SOLE,199518,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,RVMD
Rocket Pharmaceuticals Inc,Common,77313F106,18013,860648,SH,SOLE,860648,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,RCKT
Sage Therapeutics Inc,Common,78667J108,14269,343179,SH,SOLE,343179,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,SAGE
Selecta Biosciences Inc,Common,816212104,6406,2255781,SH,SOLE,2255781,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,SELB
"Sierra Oncology, Inc",Common,82640U107,23197,1917074,SH,SOLE,1917074,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,
Sinovac Biotech Ltd.,SHS,P8696W104,38173,5900000,SH,SOLE,5900000,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,SVA
"Tricida, Inc.",Common,89610F101,4803,174764,SH,SOLE,174764,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,TCDA
Verastem Inc,Common,92337C104,7980,4639535,SH,SOLE,4639535,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,VSTM
Verona Pharma PLC,ADS,925050106,6987,1492951,SH,SOLE,1492951,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,VRNA
Zai Lab Limited,ADR,98887Q104,10029,122107,SH,SOLE,122107,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,ZLAB
Zogenix Inc,Common,98978L204,17787,658523,SH,SOLE,658523,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,ZGNX
Zymeworks Inc,Common,98985W102,26481,734161,SH,SOLE,734161,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,ZYME
