nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,othermanager,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,putcall,ticker
CELSION CORP,COM,15117N953,54,145,SH,DFND,1,0,145,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Put,
CHINA JO JO DRUGSTORES,COM,16949A206,69,50000,SH,DFND,1,0,50000,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,
CURIS INC,COM,231269200,2743,2267068,SH,DFND,1,0,2267068,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,CRIS
CYTOKINETICS INC,COM,23282W905,370,157,SH,DFND,1,0,157,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Call,
ENERGY FOCUS INC,COM,29268T959,83,120,SH,DFND,1,0,120,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Put,
ENLIVEX THERAPEUTICS LTD,COM,M4130Y106,65,12925,SH,DFND,1,0,12925,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,ENLV
FIBROGEN INC,COM,31572Q808,1360,33560,SH,DFND,1,0,33560,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,FGEN
FIBROGEN INC,COM,31572Q958,5703,1407,SH,DFND,1,0,1407,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Put,
GENOCEA BIOSCIENCES INC,COM,372427401,288,125312,SH,DFND,1,0,125312,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,GNCA
GENOCEA BIOSCIENCES INC,COM,372427901,489,2126,SH,DFND,1,0,2126,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Call,
GENPREX INC,COM,372446104,372,118584,SH,DFND,1,0,118584,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,GNPX
GLOBUS MARITIME LTD,COM,Y27265407,1275,4776735,SH,DFND,1,0,4776735,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,
HOTH THERAPEUTICS INC,COM,44148G105,177,68681,SH,DFND,1,0,68681,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,
IMMUNIC INC,COM,4525EP101,642,53009,SH,DFND,1,0,53009,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,IMUX
INOVIO PHARMACEUTICALS,COM,45773H201,54,2000,SH,DFND,1,0,2000,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,INO
INOVIO PHARMACEUTICALS,COM,45773H901,6721,2494,SH,DFND,1,0,2494,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Call,
INOVIO PHARMACEUTICALS,COM,45773H951,5821,2160,SH,DFND,1,0,2160,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Put,
INSPIREMD INC,COM,45779A853,22,48300,SH,DFND,1,0,48300,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,
IONIS PHARMACEUTICALS,COM,462222900,731,124,SH,DFND,1,0,124,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Call,
IONIS PHARMACEUTICALS,COM,462222950,991,168,SH,DFND,1,0,168,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Put,
ISHARES NASDAQ BIOTECH,ETF,464287556,1248,9130,SH,DFND,1,0,9130,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,
ISHARES NASDAQ BIOTECH,ETF,464287906,2583,189,SH,DFND,1,0,189,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Call,
ISHARES NASDAQ BIOTECH,ETF,464287956,14393,1053,SH,DFND,1,0,1053,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Put,
ISHARES RUSSELL 2000,ETF,464287905,15034,1050,SH,DFND,1,0,1050,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Call,
ISHARES RUSSELL 2000,ETF,464287955,27219,1901,SH,DFND,1,0,1901,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Put,
LIPOCINE INC NEW,COM,53630X104,18,14452,SH,DFND,1,0,14452,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,LPCN
LIPOCINE INC NEW,COM,53630X954,13,100,SH,DFND,1,0,100,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Put,
LM FUNDING AMERICA INC,COM,502074305,34,25000,SH,DFND,1,0,25000,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,
MEDIGUS LTD,*W,58471G128,123,585859,SH,DFND,1,0,585859,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,
MODERNA INC,COM,60770K107,4616,71893,SH,DFND,1,0,71893,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,MRNA
MODERNA INC,COM,60770K907,1015,158,SH,DFND,1,0,158,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Call,
MODERNA INC,COM,60770K957,18717,2915,SH,DFND,1,0,2915,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Put,
MUSTANG BIO INC,COM,62818Q104,747,234778,SH,DFND,1,0,234778,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,MBIO
NEOVASC INC,COM,64065J304,776,326023,SH,DFND,1,0,326023,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,NVCN
NEUROBO PHARMACEUTICALS,COM,64132R107,1872,232547,SH,DFND,1,0,232547,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,NRBO
NIKOLA CORP,COM,654110955,2330,345,SH,DFND,1,0,345,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Put,
NIKOLA CORP,*W,654110113,1145,34500,SH,DFND,1,0,34500,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,
ODONATE THERAPEUTICS INC,COM,676079106,1715,40500,SH,DFND,1,0,40500,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,ODT
ODONATE THERAPEUTICS INC,COM,676079906,944,223,SH,DFND,1,0,223,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Call,
ODONATE THERAPEUTICS INC,COM,676079956,2011,475,SH,DFND,1,0,475,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Put,
ORAMED PHARMS INC,COM,68403P953,335,949,SH,DFND,1,0,949,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Put,
PARETEUM CORP,COM,69946T207,35,56757,SH,DFND,1,0,56757,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,
PARETEUM CORP,COM,69946T957,12,190,SH,DFND,1,0,190,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Put,
PAVMED INC,*W,70387R122,867,842210,SH,DFND,1,0,842210,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,
PHASEBIO PHARMACEUTICALS,COM,717224109,354,76970,SH,DFND,1,0,76970,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,PHAS
PIEDMONT LITHIUM LTD,COM,720162106,2875,498259,SH,DFND,1,0,498259,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,
PLURISTEM THERAPEUTICS,COM,72940R300,263,29699,SH,DFND,1,0,29699,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,PSTI
PLURISTEM THERAPEUTICS,COM,72940R950,5425,6137,SH,DFND,1,0,6137,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Put,
POLARITYTE INC,COM,731094958,25,200,SH,DFND,1,0,200,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Put,
PREDICTIVE ONCOLOGY INC,COM,74039M200,367,223540,SH,DFND,1,0,223540,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,
PULMATRIX INC,COM,74584P202,21,11944,SH,DFND,1,0,11944,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,PULM
REMARK HOLDINGS INC,COM,75955K102,80,33953,SH,DFND,1,0,33953,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,
REMARK HOLDINGS INC,COM,75955K952,97,413,SH,DFND,1,0,413,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Put,
REWALK ROBOTICS LTD,COM,M8216Q200,34,19082,SH,DFND,1,0,19082,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,
SCPHARMACEUTICALS INC,COM,810648105,926,125752,SH,DFND,1,0,125752,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,SCPH
SECTOR HEALTHCARE,ETF,81369Y209,10535,105280,SH,DFND,1,0,105280,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,
SECTOR HEALTHCARE,ETF,81369Y909,6665,666,SH,DFND,1,0,666,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Call,
SECTOR HEALTHCARE,ETF,81369Y959,46372,4634,SH,DFND,1,0,4634,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Put,
SENECA BIOPHARMA INC,COM,81689B103,83,115001,SH,DFND,1,0,115001,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,
SOLITON INC,COM,834251100,800,102891,SH,DFND,1,0,102891,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,SOLY
SORRENTO THERAPEUTICS INC,COM,83587F902,3237,5155,SH,DFND,1,0,5155,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Call,
SORRENTO THERAPEUTICS INC,COM,83587F952,6331,10081,SH,DFND,1,0,10081,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Put,
SPDR GOLD TRUST,ETF,78463V907,7297,436,SH,DFND,1,0,436,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Call,
SPDR GOLD TRUST,ETF,78463V957,3598,215,SH,DFND,1,0,215,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Put,
SPDR SP 500,ETF,78462F903,17299,561,SH,DFND,1,0,561,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Call,
SPDR SP 500,ETF,78462F953,18810,610,SH,DFND,1,0,610,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Put,
SPDR SERIES TRUST,ETF,78464A870,241,2150,SH,DFND,1,0,2150,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,
SPDR SERIES TRUST,ETF,78464A950,25894,2313,SH,DFND,1,0,2313,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Put,
TRANSENTERIX INC,COM,89366M950,43,794,SH,DFND,1,0,794,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Put,
TRILLIUM THERAPEUTICS,COM,89620X906,1840,2275,SH,DFND,1,0,2275,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Call,
TRILLIUM THERAPEUTICS,COM,89620X956,426,527,SH,DFND,1,0,527,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Put,
XERIS PHARMACEUTICALS,COM,98422L107,2889,1086031,SH,DFND,1,0,1086031,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,XERS
XPRESSPA GROUP INC,COM,98420U953,141,337,SH,DFND,1,0,337,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,Put,
YATRA ONLINE INC,COM,G98338109,441,650000,SH,DFND,1,0,650000,0,0001535610,06-30-2020,13F-HR,false,"SABBY MANAGEMENT, LLC",08-14-2020,,
