nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,putcall,ticker
AMICUS THERAPEUTICS INC,COM,03152W109,1543,102300,SH,SOLE,102300,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,FOLD
APELLIS PHARMACEUTICALS INC,COM,03753U106,3,90,SH,SOLE,90,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,APLS
APPLIED GENETIC TECHNOLOGIES,COM,03820J100,1063,191899,SH,SOLE,191899,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,AGTC
APYX MED CORP,COM,03837C106,4579,825117,SH,SOLE,825117,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,APYX
ARDELYX INC,COM,039697107,2744,396541,SH,SOLE,396541,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,ARDX
ATRICURE INC,COM,04963C209,30803,685273,SH,SOLE,685273,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,ATRC
AVADEL PHARMACEUTICALS PLC,SPONSORED ADR,05337M104,4547,562800,SH,SOLE,562800,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,AVDL
BIOCRYST PHARMACEUTICALS INC,COM,09058V103,2080,436500,SH,SOLE,436500,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,BCRX
BIOXCEL THERAPEUTICS INC,COM,09075P105,1087,20500,SH,SOLE,20500,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,BTAI
BOSTON SCIENTIFIC CORP,COM,101137107,6443,183500,SH,SOLE,183500,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,BSX
BRISTOL-MYERS SQUIBB CO,RIGHT 99/99/9999,110122157,1653,461622,SH,SOLE,461622,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,
BRISTOL-MYERS SQUIBB CO,COM,110122108,108,1020,SH,SOLE,1020,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Call,BMY
BRISTOL-MYERS SQUIBB CO,COM,110122108,42,1020,SH,SOLE,1020,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Call,BMY
BRISTOL-MYERS SQUIBB CO,COM,110122108,89,1020,SH,SOLE,1020,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Call,BMY
CATABASIS PHARMACEUTICALS IN,COM NEW,14875P206,119,18510,SH,SOLE,18510,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,CATB
CATALYST PHARMACEUTICALS INC,COM,14888U101,3648,789603,SH,SOLE,789603,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,CPRX
CELLDEX THERAPEUTICS INC NEW,COM NEW,15117B202,3251,250100,SH,SOLE,250100,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,CLDX
CERUS CORP,COM,157085101,3738,566321,SH,SOLE,566321,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,CERS
CHARDAN HEALTHCR ACQSTN 2 CO,UNIT 99/99/9999,15957T206,1617,153960,SH,SOLE,153960,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,
CONMED CORP,COM,207410101,7912,109900,SH,SOLE,109900,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,CNMD
CONSTELLATION PHARMCETICLS I,COM,210373106,1229,40900,SH,SOLE,40900,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,CNST
COOPER COS INC,COM NEW,216648402,312,175,SH,SOLE,175,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Put,
CORBUS PHARMACEUTICALS HLDGS,COM,21833P103,704,1739,SH,SOLE,1739,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Call,CRBP
CYTOKINETICS INC,NOTE 4.000%11/1,23282WAA8,5963,2500000,PRN,SOLE,2500000,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,
DERMTECH INC,COM,24984K105,6233,471143,SH,SOLE,471143,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,
DEXCOM INC,COM,252131107,9925,24483,SH,SOLE,24483,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,DXCM
EDWARDS LIFESCIENCES CORP,COM,28176E108,52,410,SH,SOLE,410,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Put,EW
EDWARDS LIFESCIENCES CORP,COM,28176E108,70,260,SH,SOLE,260,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Put,EW
ESTABLISHMENT LABS HLDGS INC,COM,G31249108,17652,944958,SH,SOLE,944958,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,ESTA
EVOLUS INC,COM,30052C107,29,1310,SH,SOLE,1310,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Call,EOLS
EVOLUS INC,COM,30052C107,23,819,SH,SOLE,819,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Put,EOLS
FIRST TR EXCHANGE TRADED FD,HLTH CARE ALPH,33734X143,94,1020,SH,SOLE,1020,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Put,
FIVE PRIME THERAPEUTICS INC,COM,33830X104,68,11100,SH,SOLE,11100,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,FPRX
FLEXION THERAPEUTICS INC,COM,33938J106,1615,122800,SH,SOLE,122800,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,FLXN
FLUIDIGM CORP DEL,COM,34385P108,3386,844300,SH,SOLE,844300,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,FLDM
GENETRON HLDGS LTD,ADS,37186H100,2617,216800,SH,SOLE,216800,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,GTH
GOSSAMER BIO INC,NOTE 5.000% 6/0,38341PAA0,506,500000,PRN,SOLE,500000,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,
GREENLANE HLDGS INC,CL A,395330103,1611,404679,SH,SOLE,404679,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,
GUARDANT HEALTH INC,COM,40131M109,5103,62900,SH,SOLE,62900,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,GH
ICU MED INC,COM,44930G107,24744,134251,SH,SOLE,134251,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,ICUI
ICU MED INC,COM,44930G107,159,200,SH,SOLE,200,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Call,ICUI
ICU MED INC,COM,44930G107,118,100,SH,SOLE,100,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Call,ICUI
IMMUNOMEDICS INC,COM,452907108,5155,145445,SH,SOLE,145445,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,IMMU
IMMUNOMEDICS INC,COM,452907108,176,1020,SH,SOLE,1020,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Call,IMMU
IMMUNOVANT INC,COM,45258J102,6594,270806,SH,SOLE,270806,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,
INARI MED INC,COM,45332Y109,2767,57125,SH,SOLE,57125,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,NARI
INCYTE CORP,COM,45337C102,31,510,SH,SOLE,510,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Call,INCY
INOVALON HLDGS INC,COM CL A,45781D101,20169,1047216,SH,SOLE,1047216,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,
INOVALON HLDGS INC,COM CL A,45781D101,200,1540,SH,SOLE,1540,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Call,
INOVALON HLDGS INC,COM CL A,45781D101,547,2026,SH,SOLE,2026,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Call,
INOVIO PHARMACEUTICALS INC,COM NEW,45773H201,46,400,SH,SOLE,400,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Call,INO
INSPIRE MED SYS INC,COM,457730109,29327,337016,SH,SOLE,337016,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,INSP
INTERSECT ENT INC,COM,46071F103,13870,1024374,SH,SOLE,1024374,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,XENT
INTERSECT ENT INC,COM,46071F103,140,1020,SH,SOLE,1020,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Call,XENT
INVACARE CORP,COM,461203101,10164,1595609,SH,SOLE,1595609,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,IVC
INVITAE CORP,COM,46185L103,4268,140900,SH,SOLE,140900,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,NVTA
INVITAE CORP,COM,46185L103,436,2050,SH,SOLE,2050,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Call,NVTA
IRHYTHM TECHNOLOGIES INC,COM,450056106,269,175,SH,SOLE,175,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Put,IRTC
ISHARES TR,RUSSELL 2000 ETF,464287655,136,1280,SH,SOLE,1280,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Put,
ISHARES TR,RUSSELL 2000 ETF,464287655,820,3100,SH,SOLE,3100,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Put,
ISHARES TR,RUSSELL 2000 ETF,464287655,382,1790,SH,SOLE,1790,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Put,
ISHARES TR,U.S. MED DVC ETF,464288810,297,660,SH,SOLE,660,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Put,
ISHARES TR,U.S. MED DVC ETF,464288810,323,1220,SH,SOLE,1220,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Put,
ITAMAR MED LTD,SPONSORED ADS,465437101,3302,177547,SH,SOLE,177547,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,ITMR
LEGEND BIOTECH CORP,SPONSORED ADS,52490G102,872,20500,SH,SOLE,20500,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,LEGN
LHC GROUP INC,COM,50187A107,11568,66359,SH,SOLE,66359,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,LHCG
LIQUIDIA TECHNOLOGIES INC,COM,53635D202,1263,150000,SH,SOLE,150000,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,LQDA
LIVANOVA PLC,SHS,G5509L101,7290,151473,SH,SOLE,151473,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,LIVN
LIVANOVA PLC,SHS,G5509L101,69,1020,SH,SOLE,1020,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Call,LIVN
LYRA THERAPEUTICS INC,COM,55234L105,2245,198011,SH,SOLE,198011,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,LYRA
MASIMO CORP,COM,574795100,146,150,SH,SOLE,150,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Put,MASI
MEDTRONIC PLC,SHS,G5960L103,185,635,SH,SOLE,635,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Put,MDT
MERCK  CO. INC,COM,58933Y105,5345,69119,SH,SOLE,69119,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,MRK
MERSANA THERAPEUTICS INC,COM,59045L106,2993,127900,SH,SOLE,127900,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,MRSN
MILLENDO THERAPEUTICS INC,COM,60040X103,3,1280,SH,SOLE,1280,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Call,MLND
MISONIX INC,COM,604871103,4934,363586,SH,SOLE,363586,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,MSON
MOMENTA PHARMACEUTICALS INC,COM,60877T100,4974,149514,SH,SOLE,149514,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,
MYOKARDIA INC,COM,62857M105,2783,28800,SH,SOLE,28800,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,MYOK
NANOSTRING TECHNOLOGIES INC,COM,63009R109,31132,1060731,SH,SOLE,1060731,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,NSTG
NANOSTRING TECHNOLOGIES INC,COM,63009R109,265,1020,SH,SOLE,1020,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Call,NSTG
NEVRO CORP,COM,64157F103,831,710,SH,SOLE,710,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Put,NVRO
NOVOCURE LTD,ORD SHS,G6674U108,15,554,SH,SOLE,554,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Call,NVCR
NUVASIVE INC,COM,670704105,206,375,SH,SOLE,375,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Put,NUVA
ONCOCYTE CORP,COM,68235C107,11429,5983724,SH,SOLE,5983724,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,OCX
ORASURE TECHNOLOGIES INC,COM,68554V108,5648,485600,SH,SOLE,485600,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,OSUR
ORTHOPEDIATRICS CORP,COM,68752L100,7532,172113,SH,SOLE,172113,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,KIDS
OTONOMY INC,COM,68906L105,4514,1246858,SH,SOLE,1246858,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,OTIC
PERSONALIS INC,COM,71535D106,1131,87211,SH,SOLE,87211,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,PSNL
PROFOUND MED CORP,COM NEW,74319B502,9716,573556,SH,SOLE,573556,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,
QUOTIENT LTD,SHS,G73268107,9401,1270434,SH,SOLE,1270434,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,QTNT
R1 RCM INC,COM,749397105,9654,865844,SH,SOLE,865844,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,
REPRO MED SYS INC,COM,759910102,3861,429916,SH,SOLE,429916,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,KRMD
REVANCE THERAPEUTICS INC,COM,761330109,999,40900,SH,SOLE,40900,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,RVNC
SAREPTA THERAPEUTICS INC,COM,803607100,2726,510,SH,SOLE,510,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Call,SRPT
SAREPTA THERAPEUTICS INC,COM,803607100,937,1324,SH,SOLE,1324,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Put,SRPT
SATSUMA PHARMACEUTICALS INC,COM,80405P107,802,27872,SH,SOLE,27872,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,STSA
SAVARA INC,COM,805111101,868,348768,SH,SOLE,348768,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,SVRA
SELECT SECTOR SPDR TR,SBI HEALTHCARE,81369Y209,271,2810,SH,SOLE,2810,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Put,
SELECT SECTOR SPDR TR,SBI HEALTHCARE,81369Y209,236,1020,SH,SOLE,1020,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Put,
SERES THERAPEUTICS INC,COM,81750R102,410,2560,SH,SOLE,2560,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Call,MCRB
SI BONE INC,COM,825704109,7551,473703,SH,SOLE,473703,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,
SIERRA ONCOLOGY INC,COM NEW,82640U404,229,18940,SH,SOLE,18940,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,SRRA
SILK RD MED INC,COM,82710M100,4981,118900,SH,SOLE,118900,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,SILK
SILVER SPIKE ACQUISITION COR,*W EXP 08/02/202,G8136L114,25,50000,SH,SOLE,50000,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,
SPDR SP 500 ETF TR,TR UNIT,78462F103,470,920,SH,SOLE,920,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Put,
SPDR SP 500 ETF TR,TR UNIT,78462F103,486,1200,SH,SOLE,1200,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Put,
SPDR SP 500 ETF TR,TR UNIT,78462F103,522,720,SH,SOLE,720,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Put,
SPDR SER TR,SP BIOTECH,78464A870,740,2040,SH,SOLE,2040,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Put,
SPDR SER TR,SP BIOTECH,78464A870,83,1280,SH,SOLE,1280,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Put,
STAAR SURGICAL CO,COM PAR $0.01,852312305,22018,357780,SH,SOLE,357780,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,STAA
STABLE RD ACQUISITION CORP,UNIT 05/15/2026,85236Q208,748,74070,SH,SOLE,74070,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,
STEREOTAXIS INC,COM NEW,85916J409,4024,902275,SH,SOLE,902275,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,STXS
STRYKER CORPORATION,COM,863667101,1369,1530,SH,SOLE,1530,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Put,SYK
TG THERAPEUTICS INC,COM,88322Q108,2754,141364,SH,SOLE,141364,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,TGTX
TRILLIUM THERAPEUTICS INC,COM NEW,89620X506,799,98787,SH,SOLE,98787,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,TRIL
TRIMAS CORP,COM NEW,896215209,3185,133000,SH,SOLE,133000,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,
TWIST BIOSCIENCE CORP,COM,90184D100,4901,108181,SH,SOLE,108181,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,TWST
UNIQURE NV,SHS,N90064101,1154,25600,SH,SOLE,25600,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,QURE
UNITEDHEALTH GROUP INC,COM,91324P102,184,260,SH,SOLE,260,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Put,UNH
UNITEDHEALTH GROUP INC,COM,91324P102,356,310,SH,SOLE,310,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Put,UNH
VEEVA SYS INC,CL A COM,922475108,75,610,SH,SOLE,610,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Put,
VERASTEM INC,COM,92337C104,862,501384,SH,SOLE,501384,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,VSTM
VIEWRAY INC,COM,92672L107,15328,6842954,SH,SOLE,6842954,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,VRAY
ZIMMER BIOMET HOLDINGS INC,COM,98956P102,8910,74652,SH,SOLE,74652,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,ZBH
ZYMEWORKS INC,COM,98985W102,739,20500,SH,SOLE,20500,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,,ZYME
ZYNERBA PHARMACEUTICALS INC,COM,98986X109,6,2393,SH,SOLE,2393,0,0,0001590144,06-30-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",08-14-2020,Call,ZYNE
