nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
MODERNA INC,COM,60770K107,659,22000,SH,SOLE,22000,0,0,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,MRNA
MOLECULAR TEMPLATES,COM,608550109,4845,364585,SH,SOLE,65000,0,299585,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,MTEM
NEXTCURE INC,COM,65343E108,3675,99149,SH,SOLE,18576,0,80573,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,NXTC
PRA HEALTH SCIENCE,COM,69354M108,5806,69915,SH,SOLE,23115,0,46800,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,
PPD INC,COM,69355F102,7967,447333,SH,SOLE,155157,0,292176,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,
PTC THERAPEUTICS I,COM,69366J200,13331,298844,SH,SOLE,24425,0,274419,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,PTCT
PFIZER INC,COM,717081103,1142,35000,SH,SOLE,35000,0,0,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,PFE
R1 RCM INC,COM,749397105,8395,923573,SH,SOLE,190273,0,733300,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,
REATA PHARMACEUTIC,COM,75615P103,10682,74009,SH,SOLE,22088,0,51921,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,RETA
REGENERON PHARMCTCLS,COM,75886F107,3794,7770,SH,SOLE,7770,0,0,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,REGN
SAREPTA THERAPEUTICS,COM,803607100,12400,126759,SH,SOLE,23760,0,102999,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,SRPT
SEATTLE GENETICS INC,COM,812578102,12346,107000,SH,SOLE,12000,0,95000,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,
SILK ROAD MEDICAL,COM,82710M100,6907,219400,SH,SOLE,52000,0,167400,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,SILK
TABULA RASA HEALTH,COM,873379101,9211,176156,SH,SOLE,35656,0,140500,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,
TANDEM DIABETES CARE,COM,875372203,12565,195264,SH,SOLE,22964,0,172300,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,TNDM
TELADOC HEALTH,COM,87918A105,27262,175875,SH,SOLE,30598,0,145277,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,TDOC
TELEFLEX INC,COM,879369106,6837,23347,SH,SOLE,4590,0,18757,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,TFX
TURNING POINT THERAP,COM,90041T108,5261,117800,SH,SOLE,14150,0,103650,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,TPTX
UNITEDHEALTH GRP INC,COM,91324P102,4854,19464,SH,SOLE,19464,0,0,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,UNH
VERTEX PHARMACEUTICL,COM,92532F100,3848,16171,SH,SOLE,16171,0,0,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,VRTX
VOCERA COMMUNICATI,COM,92857F107,1442,67896,SH,SOLE,67896,0,0,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,
MEDTRONIC PLC,SHS,G5960L103,3765,41751,SH,SOLE,41751,0,0,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,MDT
MEIRAGTX HLDINGS PLC,COM,G59665102,867,64534,SH,SOLE,64534,0,0,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,MGTX
CRISPR THERAPEUTICS,COM,H17182108,456,10750,SH,SOLE,10750,0,0,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,CRSP
UNIQURE N.V.,SHS,N90064101,7753,163400,SH,SOLE,29500,0,133900,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,QURE
