nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,putcall,ticker
COHERUS BIOSCIENCES INC,COM,19249H103,2433,150000,SH,SOLE,150000,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,CHRS
CONSTELLATION PHARMCETICLS I,COM,210373106,20430,650000,SH,SOLE,650000,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,CNST
CUE BIOPHARMA INC,COM,22978P106,1774,125000,SH,SOLE,125000,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,CUE
FATE THERAPEUTICS INC,COM,31189P102,4997,225000,SH,SOLE,225000,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,FATE
HOMOLOGY MEDICINES INC,COM,438083107,3108,200000,SH,SOLE,200000,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,FIXX
INVESCO CURRENCYSHARES EURO,EURO SHS,46138K103,2173,20830,SH,SOLE,20830,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,
IMMUNOMEDICS INC,COM,452907108,14154,1050000,SH,SOLE,1050000,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,IMMU
IMMUNOVANT INC,COM,45258J102,11051,710000,SH,SOLE,710000,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,
IOVANCE BIOTHERAPEUTICS INC,COM,462260100,10477,350000,SH,SOLE,350000,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,IOVA
IVERIC BIO INC,COM,46583P102,2850,828459,SH,SOLE,828459,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,ISEE
KALVISTA PHARMACEUTICALS INC,COM,483497103,2678,350000,SH,SOLE,350000,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,KALV
KADMON HLDGS INC,COM,48283N106,1467,350000,SH,SOLE,350000,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,KDMN
KINIKSA PHARMACEUTICALS LTD,COM CL A,G5269C101,1745,112695,SH,SOLE,112695,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,KNSA
MILESTONE PHARMACEUTICALS IN,COM,59935V107,384,208733,SH,SOLE,208733,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,MIST
MOMENTA PHARMACEUTICALS INC,COM,60877T100,10880,400000,SH,SOLE,400000,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,
MERSANA THERAPEUTICS INC,COM,59045L106,11660,2000000,SH,SOLE,2000000,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,MRSN
MIRATI THERAPEUTICS INC,COM,60468T105,8840,115000,SH,SOLE,115000,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,MRTX
MYOVANT SCIENCES LTD,COM,G637AM102,4417,585000,SH,SOLE,585000,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,MYOV
ORCHARD THERAPEUTICS PLC,ADS,68570P101,1341,178109,SH,SOLE,178109,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,ORTX
PHASEBIO PHARMACEUTICALS INC,COM,717224109,1645,497074,SH,SOLE,497074,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,PHAS
PROTAGONIST THERAPEUTICS INC,COM,74366E102,1608,227827,SH,SOLE,227827,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,PTGX
INVESCO QQQ TR,UNIT SER 1,46090E103,33168,174200,SH,SOLE,174200,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,Put,
ROCKET PHARMACEUTICALS INC,COM,77313F106,9068,650000,SH,SOLE,650000,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,RCKT
REATA PHARMACEUTICALS INC,CL A,75615P103,7217,50000,SH,SOLE,50000,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,RETA
SAGE THERAPEUTICS INC,COM,78667J108,1867,65000,SH,SOLE,65000,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,SAGE
SELECTA BIOSCIENCES INC,COM,816212104,4157,1725000,SH,SOLE,1725000,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,SELB
SYNDAX PHARMACEUTICALS INC,COM,87164F105,2743,250000,SH,SOLE,250000,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,SNDX
SPDR SP 500 ETF TR,TR UNIT,78462F103,37812,146700,SH,SOLE,146700,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,Put,
SATSUMA PHARMACEUTICALS INC,COM,80405P107,2475,115000,SH,SOLE,115000,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,STSA
TG THERAPEUTICS INC,COM,88322Q108,1968,200000,SH,SOLE,200000,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,TGTX
TRILLIUM THERAPEUTICS INC,COM NEW,89620X506,3333,825000,SH,SOLE,825000,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,TRIL
VIEWRAY INC,COM,92672L107,1957,782928,SH,SOLE,782928,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,VRAY
VERASTEM INC,COM,92337C104,3960,1500000,SH,SOLE,1500000,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,VSTM
SPDR SER TR,SP BIOTECH,78464A870,19236,248400,SH,SOLE,248400,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,Put,
SPDR SER TR,SP BIOTECH,78464A870,37876,489100,SH,SOLE,489100,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,Put,
XENON PHARMACEUTICALS INC,COM,98420N105,3686,325000,SH,SOLE,325000,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,XENE
SELECT SECTOR SPDR TR,SBI HEALTHCARE,81369Y209,13004,146800,SH,SOLE,146800,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,Call,
SELECT SECTOR SPDR TR,SBI HEALTHCARE,81369Y209,8672,97900,SH,SOLE,97900,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,Call,
ZOGENIX INC,COM NEW,98978L204,3710,150000,SH,SOLE,150000,0,0,0001595851,03-31-2020,13F-HR,false,"Ghost Tree Capital, LLC",05-15-2020,,ZGNX
