nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,putcall,ticker
ATRECA INC,CL A COM,04965G109,28691,1733583,SH,OTR,1733583,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,BCEL
AXSOME THERAPEUTICS INC,COM,05464T104,8825,150000,SH,OTR,150000,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,AXSM
BARCLAYS BK PLC,SHRT TRM ETN 48,06746P621,3469,75000,SH,OTR,75000,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,
BARCLAYS BK PLC,PUT,06746P951,13875,300000,SH,OTR,300000,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,Put,
BEIGENE LTD,SPONSORED ADR,07725L102,113877,925000,SH,OTR,925000,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,BGNE
BELLEROPHON THERAPEUTICS INC,COM,078771300,1083,98809,SH,OTR,98809,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,BLPH
BELLUS HEALTH INC NEW,COM NEW,07987C204,17715,1775000,SH,OTR,1775000,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,BLU
BIOMARIN PHARMACEUTICAL INC,COM,09061G101,21125,250000,SH,OTR,250000,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,BMRN
BLACK DIAMOND THERAPEUTICS I,COM,09203E105,50271,2014858,SH,OTR,2014858,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,BDTX
CABALETTA BIO INC,COM,12674W109,11434,1566361,SH,OTR,1566361,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,CABA
CELLECTAR BIOSCIENCES INC,COM PAR,15117F500,1226,920000,SH,OTR,920000,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,CLRB
COMPUGEN LTD,ORD,M25722105,17305,2383673,SH,OTR,2383673,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,CGEN
CYMABAY THERAPEUTICS INC,COM,23257D103,2960,2000000,SH,OTR,2000000,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,CBAY
DBV TECHNOLOGIES S A,SPONSORED ADR,23306J101,27576,7034598,SH,OTR,7034598,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,DBVT
DIREXION SHS ETF TR,DAILY SP BIOTEC,25460E539,17600,1250000,SH,OTR,1250000,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,
ESPERION THERAPEUTICS INC NE,COM,29664W105,30742,975000,SH,OTR,975000,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,ESPR
GLOBAL BLOOD THERAPEUTICS IN,COM,37890U108,12773,250000,SH,OTR,250000,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,GBT
GOSSAMER BIO INC,COM,38341P102,22178,2185000,SH,OTR,2185000,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,GOSS
IDEAYA BIOSCIENCES INC,COM,45166A102,3149,764252,SH,OTR,764252,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,IDYA
IMMUNOMEDICS INC,COM,452907108,113906,8450000,SH,OTR,8450000,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,IMMU
KADMON HLDGS INC,COM,48283N106,26003,6205882,SH,OTR,6205882,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,KDMN
KINIKSA PHARMACEUTICALS LTD,COM CL A,G5269C101,4498,290577,SH,OTR,290577,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,KNSA
KODIAK SCIENCES INC,COM,50015M109,7155,150000,SH,OTR,150000,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,KOD
KURA ONCOLOGY INC,COM,50127T109,8406,844789,SH,OTR,844789,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,KURA
LA JOLLA PHARMACEUTICAL CO,COM PAR $.0001 2,503459604,3741,890700,SH,OTR,890700,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,LJPC
LIFESCI ACQUISITION CORP,UNIT 03/31/2025,53228P208,3000,300000,SH,OTR,300000,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,
MARINUS PHARMACEUTICALS INC,COM,56854Q101,9744,4800000,SH,OTR,4800000,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,MRNS
MATINAS BIOPHARMA HLDGS INC,COM,576810105,6889,11478634,SH,OTR,11478634,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,MTNB
MEI PHARMA INC,COM NEW,55279B202,4690,2913091,SH,OTR,2913091,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,MEIP
MEREO BIOPHARMA GROUP PLC,ADS,589492107,2561,2450543,SH,OTR,2450543,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,MREO
MILESTONE PHARMACEUTICALS IN,COM,59935V107,2028,1102194,SH,OTR,1102194,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,MIST
MIRATI THERAPEUTICS INC,COM,60468T105,135719,1765560,SH,OTR,1765560,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,MRTX
MIRUM PHARMACEUTICALS INC,COM,604749101,4438,317000,SH,OTR,317000,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,MIRM
NEOLEUKIN THERAPEUTICS INC,COM,64049K104,11485,1009255,SH,OTR,1009255,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,NLTX
ODONATE THERAPEUTICS INC,COM,676079106,92863,3363377,SH,OTR,3363377,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,ODT
PASSAGE BIO INC,COM,702712100,29662,1883315,SH,OTR,1883315,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,PASG
PREVAIL THERAPEUTICS INC,COM,74140Y101,13691,1123105,SH,OTR,1123105,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,PRVL
REGENERON PHARMACEUTICALS,COM,75886F107,65919,135000,SH,OTR,135000,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,REGN
RELMADA THERAPEUTICS INC,COM,75955J402,10233,300000,SH,OTR,300000,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,RLMD
REVOLUTION MEDICINES INC,COM,76155X100,66820,3049764,SH,OTR,3049764,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,RVMD
ROCKET PHARMACEUTICALS INC,COM,77313F106,20451,1466051,SH,OTR,1466051,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,RCKT
SAGE THERAPEUTICS INC,COM,78667J108,44014,1532510,SH,OTR,1532510,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,SAGE
SEATTLE GENETICS INC,COM,812578102,46152,400000,SH,OTR,400000,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,
SELECTA BIOSCIENCES INC,COM,816212104,7915,3284072,SH,OTR,3284072,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,SELB
SOLID BIOSCIENCES INC,COM,83422E105,3661,1531872,SH,OTR,1531872,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,SLDB
SPRINGWORKS THERAPEUTICS INC,COM,85205L107,56049,2075905,SH,OTR,2075905,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,SWTX
SYNDAX PHARMACEUTICALS INC,COM,87164F105,7962,725782,SH,OTR,725782,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,SNDX
TRILLIUM THERAPEUTICS INC,COM NEW,89620X506,16463,4075000,SH,OTR,4075000,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,TRIL
UNIQURE NV,SHS,N90064101,36318,765400,SH,OTR,765400,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,QURE
XENON PHARMACEUTICALS INC,COM,98420N105,6804,600000,SH,OTR,600000,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,XENE
ZOGENIX INC,COM NEW,98978L204,4328,175000,SH,OTR,175000,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,ZGNX
ZYMEWORKS INC,COM,98985W102,887,25000,SH,OTR,25000,0,0,0001465837,03-31-2020,13F-HR,false,"BOXER CAPITAL, LLC",05-15-2020,,ZYME
