nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
BIODELIVERY SCIENCES INTL IN       ,COM,09060J106,2544,583504,SH,SOLE,583504,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,BDSI
BIOHAVEN PHARMACTL HLDG CO L       ,COM,G11196105,32773,448264,SH,SOLE,448264,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,BHVN
BRISTOL-MYERS SQUIBB CO            ,RIGHT 12/30/2030,110122140,3,6000,SH,SOLE,6000,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,
BURNING ROCK BIOTECH LTD           ,SPONSORED ADS      ,12233L107,810,30000,SH,SOLE,30000,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,BNR
CELLDEX THERAPEUTICS INC NEW       ,COM NEW,15117B202,9265,712698,SH,SOLE,712698,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,CLDX
CHEMOCENTRYX INC                   ,COM,16383L106,2350,40842,SH,SOLE,40842,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,CCXI
COMMUNITY HEALTH SYS INC NEW       ,COM,203668108,1482,492272,SH,SOLE,492272,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,
CONCERT PHARMACEUTICALS INC        ,COM,206022105,2318,232983,SH,SOLE,232983,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,CNCE
CYCLERION THERAPEUTICS INC         ,COM,23255M105,1464,247663,SH,SOLE,247663,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,CYCN
CYTOKINETICS INC                   ,COM NEW,23282W605,3340,141700,SH,SOLE,141700,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,CYTK
DANAHER CORPORATION                ,COM,235851102,19090,107857,SH,SOLE,107857,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,DHR
DECIPHERA PHARMACEUTICALS IN       ,COM,24344T101,25002,418652,SH,SOLE,418652,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,DCPH
DEXCOM INC                         ,COM,252131107,2704,6670,SH,SOLE,6670,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,DXCM
DICERNA PHARMACEUTICALS INC        ,COM,253031108,3274,128905,SH,SOLE,128905,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,DRNA
DYNAVAX TECHNOLOGIES CORP          ,COM NEW,268158201,867,97800,SH,SOLE,97800,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,DVAX
EIGER BIOPHARMACEUTICALS INC       ,COM,28249U105,470,49008,SH,SOLE,49008,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,EIGR
ENSIGN GROUP INC                   ,COM,29358P101,17904,427307,SH,SOLE,427307,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,
FATE THERAPEUTICS INC              ,COM,31189P102,18227,531258,SH,SOLE,531258,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,FATE
FLUIDIGM CORP DEL                  ,COM,34385P108,1876,467923,SH,SOLE,467923,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,FLDM
GLAXOSMITHKLINE PLC                ,SPONSORED ADR,37733W105,9270,227263,SH,SOLE,227263,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,GSK
HCA HEALTHCARE INC                 ,COM,40412C101,2951,30400,SH,SOLE,30400,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,HCA
HESKA CORP                         ,COM RESTRC NEW,42805E306,26111,280256,SH,SOLE,280256,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,HSKA
HORIZON THERAPEUTICS PUB LTD       ,SHS,G46188101,53064,954738,SH,SOLE,954738,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,HZNP
IMMUNOVANT INC                     ,COM,45258J102,299,12266,SH,SOLE,12266,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,
KALVISTA PHARMACEUTICALS INC       ,COM,483497103,1087,89806,SH,SOLE,89806,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,KALV
KINIKSA PHARMACEUTICALS LTD        ,COM CL A,G5269C101,2082,81700,SH,SOLE,81700,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,KNSA
LIQUIDIA TECHNOLOGIES INC          ,COM,53635D202,7239,859724,SH,SOLE,859724,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,LQDA
MODEL N INC                        ,COM,607525102,11845,340764,SH,SOLE,340764,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,
MOMENTA PHARMACEUTICALS INC        ,COM,60877T100,4137,124338,SH,SOLE,124338,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,
MYOKARDIA INC                      ,COM,62857M105,6821,70594,SH,SOLE,70594,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,MYOK
MYOVANT SCIENCES LTD               ,COM,G637AM102,15683,760551,SH,SOLE,760551,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,MYOV
OSMOTICA PHARMACEUTICALS PLC       ,SHS,G6S41R101,532,79037,SH,SOLE,79037,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,OSMT
OTONOMY INC                        ,COM,68906L105,2176,601163,SH,SOLE,601163,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,OTIC
OXFORD IMMUNOTEC GLOBAL PLC        ,ORD SHS,G6855A103,4552,350138,SH,SOLE,350138,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,OXFD
PACIRA BIOSCIENCES                 ,COM,695127100,6960,132655,SH,SOLE,132655,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,PCRX
PENNANT GROUP INC                  ,COM,70805E109,2318,102568,SH,SOLE,102568,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,
PROTARA THERAPEUTICS INC           ,COM STK            ,74365U107,1358,46310,SH,SOLE,46310,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,TARA
PROTHENA CORP PLC                  ,SHS,G72800108,1592,152213,SH,SOLE,152213,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,PRTA
QIAGEN NV                          ,SHS NEW,N72482123,3530,82466,SH,SOLE,82466,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,QGEN
RADIUS HEALTH INC                  ,COM NEW,750469207,3000,220110,SH,SOLE,220110,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,RDUS
SANOFI                             ,SPONSORED ADR,80105N105,2541,49778,SH,SOLE,49778,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,SNY
SAREPTA THERAPEUTICS INC           ,COM,803607100,11501,71731,SH,SOLE,71731,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,SRPT
SCPHARMACEUTICALS INC              ,COM,810648105,1821,247419,SH,SOLE,247419,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,SCPH
SESEN BIO INC                      ,COM,817763105,1440,2000000,SH,SOLE,2000000,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,SESN
SOLID BIOSCIENCES INC              ,COM,83422E105,1193,407024,SH,SOLE,407024,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,SLDB
TARO PHARMACEUTICAL INDS LTD       ,SHS,M8737E108,6993,105169,SH,SOLE,105169,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,TARO
TELIGENT INC NEW                   ,COM NEW            ,87960W203,859,354998,SH,SOLE,354998,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,
TG THERAPEUTICS INC                ,COM,88322Q108,48725,2501272,SH,SOLE,2501272,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,TGTX
UNIQURE NV                         ,SHS,N90064101,1033,22928,SH,SOLE,22928,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,QURE
UNITED THERAPEUTICS CORP DEL       ,COM,91307C102,28154,232676,SH,SOLE,232676,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,UTHR
VAPOTHERM INC                      ,COM,922107107,2944,71819,SH,SOLE,71819,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,VAPO
XOMA CORP DEL                      ,COM NEW,98419J206,1266,64056,SH,SOLE,64056,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,XOMA
ZOGENIX INC                        ,COM NEW,98978L204,27201,1007083,SH,SOLE,1007083,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,ZGNX
ZYMEWORKS INC                      ,COM,98985W102,1443,40000,SH,SOLE,40000,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,ZYME
AIR LEASE CORP                     ,PUT,00912X952,278,200,SH,SOLE,200,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,
ALIGN TECHNOLOGY INC               ,PUT,016255951,68,100,SH,SOLE,100,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,
AMARIN CORP PLC                    ,CALL,023111906,2831,10803,SH,SOLE,10803,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,
SPDR SP 500 ETF TR                ,PUT,78462F953,7387,3400,SH,SOLE,3400,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,
SELECT SECTOR SPDR TR              ,PUT,81369Y959,3266,800,SH,SOLE,800,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,
ZOGENIX INC                        ,CALL,98978L904,61,55,SH,SOLE,55,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,
