nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
CYTOKINETICS INC,COM,23282W605,2408,204251,SH,SOLE,204251,0,0,0001657134,03-31-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",05-12-2020,CYTK
FATE THERAPEUTICS INC,COM,31189P102,2667,120103,SH,SOLE,120103,0,0,0001657134,03-31-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",05-12-2020,FATE
EXICURE INC,COM,30205M101,157,106096,SH,SOLE,106096,0,0,0001657134,03-31-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",05-12-2020,
GLOBAL BLOOD THERAPEUTICS IN,COM,37890U108,4423,86577,SH,SOLE,86577,0,0,0001657134,03-31-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",05-12-2020,GBT
GUARDANT HEALTH INC,COM,40131M109,5320,76438,SH,SOLE,76438,0,0,0001657134,03-31-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",05-12-2020,GH
IMMUNOMEDICS INC,COM,452907108,1242,92147,SH,SOLE,92147,0,0,0001657134,03-31-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",05-12-2020,IMMU
MARINUS PHARMACEUTICALS INC,COM,56854Q101,1736,855318,SH,SOLE,855318,0,0,0001657134,03-31-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",05-12-2020,MRNS
MOMENTA PHARMACEUTICALS INC,COM,60877T100,2260,83087,SH,SOLE,83087,0,0,0001657134,03-31-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",05-12-2020,
MYOKARDIA INC,COM,62857M105,3409,72712,SH,SOLE,72712,0,0,0001657134,03-31-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",05-12-2020,MYOK
NUCANA PLC-ADR,ADR,67022C106,1085,186187,SH,SOLE,186187,0,0,0001657134,03-31-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",05-12-2020,NCNA
NANOSTRING TECHNOLOGIES INC,COM,63009R109,1792,74501,SH,SOLE,74501,0,0,0001657134,03-31-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",05-12-2020,NSTG
PTC THERAPEUTICS,COM,69366J200,4482,100470,SH,SOLE,100470,0,0,0001657134,03-31-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",05-12-2020,PTCT
SAREPTA THERAPEUTICS INC,COM,803607100,1469,15016,SH,SOLE,15016,0,0,0001657134,03-31-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",05-12-2020,SRPT
TANDEM DIABETES CARE INC,COM,875372203,2078,32292,SH,SOLE,32292,0,0,0001657134,03-31-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",05-12-2020,TNDM
TWIST BIOSCIENCE CORP,COM,90184D100,3796,124120,SH,SOLE,124120,0,0,0001657134,03-31-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",05-12-2020,TWST
10X GENOMICS INC-CLASS A,COM,88025U109,1533,24603,SH,SOLE,24603,0,0,0001657134,03-31-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",05-12-2020,TXG
UNIQURE NV,COM,N90064101,1534,32331,SH,SOLE,32331,0,0,0001657134,03-31-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",05-12-2020,QURE
UNITEDHEALTH GROUP INC,COM,91324P102,3943,15811,SH,SOLE,15811,0,0,0001657134,03-31-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",05-12-2020,UNH
VARIAN MEDICAL SYSTEMS INC,COM,92220P105,1795,17484,SH,SOLE,17484,0,0,0001657134,03-31-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",05-12-2020,VAR
