nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
Sinovac Biotech Ltd.,SHS,P8696W104,38173,5900000,SH,SOLE,5900000,0,0,0001674712,03-31-2020,13F-HR,false,"Vivo Capital, LLC",05-15-2020,SVA
"Soleno Therapeutics, Inc.",Common,834203200,4811,2021377,SH,SOLE,2021377,0,0,0001674712,03-31-2020,13F-HR,false,"Vivo Capital, LLC",05-15-2020,SLNO
"Tricida, Inc.",Common,89610F101,11534,524290,SH,SOLE,524290,0,0,0001674712,03-31-2020,13F-HR,false,"Vivo Capital, LLC",05-15-2020,TCDA
Trillium Therapeutics Inc,Common,89620X506,8300,2054468,SH,SOLE,2054468,0,0,0001674712,03-31-2020,13F-HR,false,"Vivo Capital, LLC",05-15-2020,TRIL
Uniqure NV,Common,N90064101,1088,22932,SH,SOLE,22932,0,0,0001674712,03-31-2020,13F-HR,false,"Vivo Capital, LLC",05-15-2020,QURE
Verastem Inc,Common,92337C104,21488,8139535,SH,SOLE,8139535,0,0,0001674712,03-31-2020,13F-HR,false,"Vivo Capital, LLC",05-15-2020,VSTM
Verona Pharma PLC,ADS,925050106,6151,1492951,SH,SOLE,1492951,0,0,0001674712,03-31-2020,13F-HR,false,"Vivo Capital, LLC",05-15-2020,VRNA
Xenon Pharmaceuticals Inc,Common,98420N105,4497,396589,SH,SOLE,396589,0,0,0001674712,03-31-2020,13F-HR,false,"Vivo Capital, LLC",05-15-2020,XENE
Zai Lab Limited,ADR,98887Q104,11434,222107,SH,SOLE,222107,0,0,0001674712,03-31-2020,13F-HR,false,"Vivo Capital, LLC",05-15-2020,ZLAB
Zogenix Inc,Common,98978L204,21978,888724,SH,SOLE,888724,0,0,0001674712,03-31-2020,13F-HR,false,"Vivo Capital, LLC",05-15-2020,ZGNX
Zymeworks Inc,Common,98985W102,39061,1101236,SH,SOLE,1101236,0,0,0001674712,03-31-2020,13F-HR,false,"Vivo Capital, LLC",05-15-2020,ZYME
