nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,putcall,ticker
MARINUS PHARMACEUTICALS INC,Common,56854Q101,12586,6200000,SH,SOLE,6200000,0,0,0001633313,03-31-2020,13F-HR,false,Avoro Capital Advisors LLC,05-15-2020,,MRNS
MIRATI THERAPEUTICS INC,Common,60468T105,316143,4112700,SH,SOLE,4112700,0,0,0001633313,03-31-2020,13F-HR,false,Avoro Capital Advisors LLC,05-15-2020,,MRTX
MYOKARDIA INC,Common,62857M105,67273,1435000,SH,SOLE,1435000,0,0,0001633313,03-31-2020,13F-HR,false,Avoro Capital Advisors LLC,05-15-2020,,MYOK
PTC THERAPEUTICS INC,Common,69366J200,53532,1200000,SH,SOLE,1200000,0,0,0001633313,03-31-2020,13F-HR,false,Avoro Capital Advisors LLC,05-15-2020,,PTCT
RELMADA THERAPEUTICS INC,Common,75955J402,39227,1150000,SH,SOLE,1150000,0,0,0001633313,03-31-2020,13F-HR,false,Avoro Capital Advisors LLC,05-15-2020,,RLMD
REVOLUTION MEDICINES INC,Common,76155X100,9860,450000,SH,SOLE,450000,0,0,0001633313,03-31-2020,13F-HR,false,Avoro Capital Advisors LLC,05-15-2020,,RVMD
SAGE THERAPEUTICS INC,Common,78667J108,28720,1000000,SH,SOLE,1000000,0,0,0001633313,03-31-2020,13F-HR,false,Avoro Capital Advisors LLC,05-15-2020,,SAGE
SAREPTA THERAPEUTICS INC,Common,803607100,155045,1585000,SH,SOLE,1585000,0,0,0001633313,03-31-2020,13F-HR,false,Avoro Capital Advisors LLC,05-15-2020,,SRPT
TG THERAPEUTICS INC,Common,88322Q108,7872,800000,SH,SOLE,800000,0,0,0001633313,03-31-2020,13F-HR,false,Avoro Capital Advisors LLC,05-15-2020,,TGTX
TRICIDA INC,Common,89610F101,30030,1365000,SH,SOLE,1365000,0,0,0001633313,03-31-2020,13F-HR,false,Avoro Capital Advisors LLC,05-15-2020,,TCDA
TRILLIUM THERAPEUTICS INC,Common,89620X506,19998,4950000,SH,SOLE,4950000,0,0,0001633313,03-31-2020,13F-HR,false,Avoro Capital Advisors LLC,05-15-2020,,TRIL
UNIQURE NV,Common,N90064101,78293,1650000,SH,SOLE,1650000,0,0,0001633313,03-31-2020,13F-HR,false,Avoro Capital Advisors LLC,05-15-2020,,QURE
XENON PHARMACEUTICALS INC,Common,98420N105,31434,2772000,SH,SOLE,2772000,0,0,0001633313,03-31-2020,13F-HR,false,Avoro Capital Advisors LLC,05-15-2020,,XENE
ZOGENIX INC,Common,98978L204,69244,2800000,SH,SOLE,2800000,0,0,0001633313,03-31-2020,13F-HR,false,Avoro Capital Advisors LLC,05-15-2020,,ZGNX
