nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
LIVANOVA PLC,SHS,G5509L101,10589,220000,SH,SOLE,0,0,220000,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,LIVN
LIVONGO HEALTH INC,SHS,539183103,9399,125000,SH,SOLE,0,0,125000,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,
MACROGENICS INC,COM,556099109,18846,675000,SH,SOLE,0,0,675000,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,MGNX
MEDTRONIC PLC,SHS,G5960L103,11993,130780,SH,SOLE,0,0,130780,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,MDT
MEIRAGTX HOLDINGS PLC,COM,G59665102,3756,300000,SH,SOLE,0,0,300000,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,MGTX
MERCK  CO INC,COM,58933Y105,12373,160000,SH,SOLE,0,0,160000,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,MRK
MIRATI THERAPEUTICS INC,COM,60468T105,11417,100000,SH,SOLE,0,0,100000,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,MRTX
MOMENTA PHARMACEUTICALS INC,COM,60877T100,3992,120000,SH,SOLE,0,0,120000,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,
MYOKARDIA INC,COM,62857M105,15459,160000,SH,SOLE,0,0,160000,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,MYOK
MYOVANT SCIENCES LTD,COM,G637AM102,3093,150000,SH,SOLE,0,0,150000,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,MYOV
NEKTAR THERAPEUTICS,COM,640268108,18296,790000,SH,SOLE,0,0,790000,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,NKTR
NEUROCRINE BIOSCIENCES INC,COM,64125C109,9150,75000,SH,SOLE,0,0,75000,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,NBIX
NORTONLIFELOCK INC,COM,668771108,137,6926,SH,SOLE,0,0,6926,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,
NOVOCURE LTD,ORD SHS,G6674U108,22238,375000,SH,SOLE,0,0,375000,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,NVCR
OMNICELL INC,COM,68213N109,4237,60000,SH,SOLE,0,0,60000,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,
PFIZER INC,COM,717081103,147,4508,SH,SOLE,0,0,4508,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,PFE
PIERIS PHARMACEUTICALS INC,COM,720795103,930,300000,SH,SOLE,0,0,300000,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,PIRS
QUALCOMM INC,COM,747525103,217,2381,SH,SOLE,0,0,2381,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,
RADIUS HEALTH INC,COM NEW,750469207,4523,331826,SH,SOLE,0,0,331826,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,RDUS
REGENERON PHARMACEUTICALS,COM,75886F107,7796,12500,SH,SOLE,0,0,12500,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,REGN
REVANCE THERAPEUTICS INC,COM,761330109,5372,220000,SH,SOLE,0,0,220000,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,RVNC
RIGEL PHARMACEUTICALS INC,COM NEW,766559603,3177,1736176,SH,SOLE,0,0,1736176,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,RIGL
SANGAMO THERAPEUTICS INC,COM,800677106,6048,675000,SH,SOLE,0,0,675000,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,SGMO
SEATTLE GENETICS INC,COM,812578102,12744,75000,SH,SOLE,0,0,75000,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,
SHOCKWAVE MED INC,COM,82489T104,2842,60000,SH,SOLE,0,0,60000,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,SWAV
SILK ROAD MEDICAL INC,COM,82710M100,5865,140000,SH,SOLE,0,0,140000,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,SILK
THERMO FISHER SCIENTIFIC INC,COM,883556102,6884,19000,SH,SOLE,0,0,19000,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,TMO
ULTRAGENYX PHARMACEUTICAL INC,COM,90400D108,4811,61500,SH,SOLE,0,0,61500,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,RARE
UNIQURE NV,SHS,N90064101,1823,40466,SH,SOLE,0,0,40466,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,QURE
UNITEDHEALTH GROUP INC,COM,91324P102,30970,105000,SH,SOLE,0,0,105000,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,UNH
WELLS FARGO CO NEW,COM,949746101,135,5272,SH,SOLE,0,0,5272,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,
VERTEX PHARMACEUTICALS INC,COM,92532F100,39918,137500,SH,SOLE,0,0,137500,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,VRTX
VIEWRAY INC,COM,92672L107,1736,775000,SH,SOLE,0,0,775000,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,VRAY
XENCOR INC,COM,98401F105,8421,260000,SH,SOLE,0,0,260000,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,XNCR
ZIMMER BIOMET HOLDINGS INC,COM,98956P102,6804,57000,SH,SOLE,0,0,57000,0001599882,06-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,07-14-2020,ZBH
