nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,putcall,ticker
PACIRA BIOSCIENCES INC,Equity,695127100,18442,550000,SH,SOLE,550000,0,0,0001661462,03-31-2020,13F-HR,false,"Tamarack Advisers, LP",04-08-2020,,PCRX
PFIZER INC,Equity,717081103,3264,100000,SH,SOLE,100000,0,0,0001661462,03-31-2020,13F-HR,false,"Tamarack Advisers, LP",04-08-2020,,PFE
PROGENICS PHARMACEUTICALS,Equity,743187106,4180,1100000,SH,SOLE,1100000,0,0,0001661462,03-31-2020,13F-HR,false,"Tamarack Advisers, LP",04-08-2020,,
PHREESIA INC,Equity,71944F106,5258,250000,SH,SOLE,250000,0,0,0001661462,03-31-2020,13F-HR,false,"Tamarack Advisers, LP",04-08-2020,,
INSULET CORP,Equity,45784P101,828,5000,SH,SOLE,5000,0,0,0001661462,03-31-2020,13F-HR,false,"Tamarack Advisers, LP",04-08-2020,,PODD
PERRIGO CO PLC,Equity,G97822103,19236,400000,SH,SOLE,400000,0,0,0001661462,03-31-2020,13F-HR,false,"Tamarack Advisers, LP",04-08-2020,,PRGO
RADNET INC,Equity,750491102,2365,225000,SH,SOLE,225000,0,0,0001661462,03-31-2020,13F-HR,false,"Tamarack Advisers, LP",04-08-2020,,RDNT
RIGEL PHARMACEUTICALS INC,Equity,766559603,8658,5550000,SH,SOLE,5550000,0,0,0001661462,03-31-2020,13F-HR,false,"Tamarack Advisers, LP",04-08-2020,,RIGL
SI-BONE INC,Equity,825704109,2474,207000,SH,SOLE,207000,0,0,0001661462,03-31-2020,13F-HR,false,"Tamarack Advisers, LP",04-08-2020,,
STREAMLINE HEALTH SOLUTIONS,Equity,86323X106,3660,4305882,SH,SOLE,4305882,0,0,0001661462,03-31-2020,13F-HR,false,"Tamarack Advisers, LP",04-08-2020,,
UNITED THERAPEUTICS CORP,Equity,91307C102,15267,161000,SH,SOLE,161000,0,0,0001661462,03-31-2020,13F-HR,false,"Tamarack Advisers, LP",04-08-2020,,UTHR
