nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,othermanager,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
REVANCE THERAPEUTICS INC,COM,761330109,41621,1704372,SH,SOLE,0,1704372,0,0,0001306923,06-30-2020,13F-HR,false,Palo Alto Investors LP,08-14-2020,RVNC
RIGEL PHARMACEUTICALS INC,COM,766559603,6483,3542551,SH,SOLE,0,3542551,0,0,0001306923,06-30-2020,13F-HR,false,Palo Alto Investors LP,08-14-2020,RIGL
SAGE THERAPEUTICS INC,COM,78667J108,23917,575200,SH,SOLE,0,575200,0,0,0001306923,06-30-2020,13F-HR,false,Palo Alto Investors LP,08-14-2020,SAGE
STAAR SURGICAL CO,COM,852312305,173614,2821154,SH,SOLE,0,2821154,0,0,0001306923,06-30-2020,13F-HR,false,Palo Alto Investors LP,08-14-2020,STAA
SUNESIS PHARMACEUTICALS INC,COM,867328700,306,1162473,SH,SOLE,0,1162473,0,0,0001306923,06-30-2020,13F-HR,false,Palo Alto Investors LP,08-14-2020,
SYNDAX PHARMACEUTICALS INC,COM,87164F105,1893,127700,SH,SOLE,0,127700,0,0,0001306923,06-30-2020,13F-HR,false,Palo Alto Investors LP,08-14-2020,SNDX
UNITED THERAPEUTICS CORP,COM,91307C102,92735,766406,SH,SOLE,0,766406,0,0,0001306923,06-30-2020,13F-HR,false,Palo Alto Investors LP,08-14-2020,UTHR
UROGEN PHARMA LTD,COM,M96088105,640,24500,SH,SOLE,0,24500,0,0,0001306923,06-30-2020,13F-HR,false,Palo Alto Investors LP,08-14-2020,URGN
VANDA PHARMACEUTICALS INC,COM,921659108,47093,4116548,SH,SOLE,0,4116548,0,0,0001306923,06-30-2020,13F-HR,false,Palo Alto Investors LP,08-14-2020,VNDA
ZOGENIX INC,COM,98978L204,2812,104100,SH,SOLE,0,104100,0,0,0001306923,06-30-2020,13F-HR,false,Palo Alto Investors LP,08-14-2020,ZGNX
