nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,othermanager,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
GAMIDA CELL LTD,SHS,M47364100,640,140000,SH,SOLE, ,140000,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,GMDA
GENOCEA BIOSCIENCES INC,COM NEW,372427401,1207,524664,SH,SOLE, ,524664,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,GNCA
GRITSTONE ONCOLOGY INC,COM,39868T105,332,50000,SH,SOLE, ,50000,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,GRTS
HARPOON THERAPEUTICS INC,COM,41358P106,1413,85119,SH,SOLE, ,85119,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,HARP
HOOKIPA PHARMA INC,COM,43906K100,931,80118,SH,SOLE, ,80118,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,HOOK
IMMUNOMEDICS INC,COM,452907108,8892,250905,SH,SOLE, ,250905,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,IMMU
INOGEN INC,COM,45780L104,533,15000,SH,SOLE, ,15000,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,INGN
ISHARES TR NASDAQ BIOTECH,ETF,464287556,7504,54900,SH,SOLE, ,54900,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,
IVERIC BIO INC,COM,46583P102,1823,357500,SH,SOLE, ,357500,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,ISEE
JOHNSON AND JOHNSON,COM,478160104,1322,9400,SH,SOLE, ,9400,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,JNJ
KADMON HOLDINGS INC,COM,48283N106,2834,553564,SH,SOLE, ,553564,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,KDMN
KALVISTA PHARMACEUTICALS INC,COM,483497103,2692,222452,SH,SOLE, ,222452,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,KALV
KARUNA THERAPEUTICS INC,COM,48576A100,1029,9231,SH,SOLE, ,9231,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,KRTX
KURA ONCOLOGY INC,COM,50127T109,4796,294260,SH,SOLE, ,294260,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,KURA
LARIMAR THERAPEUTICS INC,COM,517125100,1622,126261,SH,SOLE, ,126261,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,LRMR
LEAP THERAPEUTICS INC,COM,52187K101,575,275000,SH,SOLE, ,275000,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,LPTX
LINEAGE CELL THERAPEUTICS IN,COM,53566P109,83,95000,SH,SOLE, ,95000,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,LCTX
LIQUIDIA TECHNOLOGIES INC,COM,53635D202,4631,550000,SH,SOLE, ,550000,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,LQDA
LUMINEX CORP,COM,55027E102,5013,154091,SH,SOLE, ,154091,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,LMNX
MADRIGAL PHARMACEUTICALS INC,COM,558868105,747,6600,SH,SOLE, ,6600,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,MDGL
MASIMO CORPORATION,COM,574795100,684,3000,SH,SOLE, ,3000,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,MASI
MEI PHARMA INC,COM NEW,55279B202,227,55000,SH,SOLE, ,55000,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,MEIP
MEREO BIOPHARMA GROUP PLC,ADS,589492107,235,76800,SH,SOLE, ,76800,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,MREO
MERSANA THERAPEUTICS INC,COM,59045L106,6322,270163,SH,SOLE, ,270163,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,MRSN
MIRATI THERAPEUTICS INC,COM,60468T105,2500,21893,SH,SOLE, ,21893,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,MRTX
MORPHIC HOLDING INC,COM,61775R105,812,30000,SH,SOLE, ,30000,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,MORF
NATUS MEDICAL INC,COM,639050103,936,42900,SH,SOLE, ,42900,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,NTUS
NEUROCRINE BIOSCIENCES INC,COM,64125C109,8931,73208,SH,SOLE, ,73208,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,NBIX
NEURONETICS INC,COM,64131A105,957,495772,SH,SOLE, ,495772,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,STIM
NEXTCURE INC,COM,65343E108,429,20000,SH,SOLE, ,20000,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,NXTC
OTONOMY INC,COM,68906L105,1698,469135,SH,SOLE, ,469135,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,OTIC
PHASEBIO PHARMACEUTICALS INC,COM,717224109,1474,320542,SH,SOLE, ,320542,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,PHAS
PREVAIL THERAPEUTICS INC,COM,74140Y101,1118,75000,SH,SOLE, ,75000,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,PRVL
PROQR THERAPEUTICS N V,SHS EURO,N71542109,7523,1237400,SH,SOLE, ,1237400,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,PRQR
PROVENTION BIO INC,COM,74374N102,353,25000,SH,SOLE, ,25000,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,PRVB
RADIUS HEALTH INC,COM NEW,750469207,300,22000,SH,SOLE, ,22000,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,RDUS
RADIUS HEALTH INC,NOTE 3.000% 9/0,750469AA6,2990,4000000,PRN,SOLE, ,4000000,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,
RIGEL PHARMACEUTICALS INC,COM NEW,766559603,289,157700,SH,SOLE, ,157700,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,RIGL
SAGE THERAPEUTICS INC,COM,78667J108,6873,165306,SH,SOLE, ,165306,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,SAGE
SCPHARMACEUTICALS INC,COM,810648105,736,100000,SH,SOLE, ,100000,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,SCPH
SOLENO THERAPEUTICS INC,COM NEW,834203200,827,372500,SH,SOLE, ,372500,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,SLNO
STEREOTAXIS INC,COM NEW,85916J409,61015,13680554,SH,SOLE, ,13680554,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,STXS
SUTRO BIOPHARMA INC,COM,869367102,826,106444,SH,SOLE, ,106444,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,STRO
SYNDAX PHARMACEUTICALS INC,COM,87164F105,5335,360000,SH,SOLE, ,360000,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,SNDX
SYNLOGIC INC,COM,87166L100,819,403597,SH,SOLE, ,403597,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,SYBX
TCR2 THERAPEUTICS INC,COM,87808K106,709,46183,SH,SOLE, ,46183,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,TCRR
TURNING POINT THERAPEUTICS I,COM,90041T108,1499,23210,SH,SOLE, ,23210,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,TPTX
VIKING THERAPEUTICS INC,COM,92686J106,3251,450900,SH,SOLE, ,450900,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,VKTX
XENON PHARMACEUTICALS INC,COM,98420N105,4346,346535,SH,SOLE, ,346535,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,XENE
ZOGENIX INC,COM NEW,98978L204,1371,50749,SH,SOLE, ,50749,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,ZGNX
ZYMEWORKS INC,COM,98985W102,651,18039,SH,SOLE, ,18039,0,0,0001389933,06-30-2020,13F-HR,false,DAFNA Capital Management LLC,08-14-2020,ZYME
