nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,othermanager,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
FIVE PRIME THERAPEUTICS INC,COM,33830X104,17667,7783001,SH,DFND,1,0,7783001,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,FPRX
FORWARD PHARMA A/S,SPONSORD ADS NEW,34986J204,5378,925724,SH,DFND,1,0,925724,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,FWP
GALAPAGOS NV,SPON ADR,36315X101,1503,7674,SH,DFND,1,0,7674,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,GLPG
GALMED PHARMACEUTICALS LTD,SHS,M47238106,6340,1832484,SH,DFND,1,0,1832484,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,GLMD
GAMIDA CELL LTD,SHS,M47364100,3020,1000000,SH,DFND,1,0,1000000,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,GMDA
GENOCEA BIOSCIENCES INC,COM NEW,372427401,3613,2100305,SH,DFND,1,0,2100305,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,GNCA
GLYCOMIMETICS INC,COM,38000Q102,16785,7361801,SH,DFND,1,0,7361801,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,GLYC
IDEAYA BIOSCIENCES INC,COM,45166A102,5293,1284829,SH,DFND,1,0,1284829,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,IDYA
IMMUNOVANT INC,COM,45258J102,15565,999996,SH,DFND,1,0,999996,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,
INFINITY PHARMACEUTICALS INC,COM,45665G303,14599,17426968,SH,DFND,1,0,17426968,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,INFI
IONIS PHARMACEUTICALS INC,COM,462222100,91937,1944517,SH,DFND,1,0,1944517,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,IONS
KEZAR LIFE SCIENCES INC,COM,49372L100,6821,1564373,SH,DFND,1,0,1564373,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,KZR
KURA ONCOLOGY INC,COM,50127T109,24225,2434696,SH,DFND,1,0,2434696,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,KURA
MEI PHARMA INC,COM NEW,55279B202,8124,5046272,SH,DFND,1,0,5046272,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,MEIP
MERSANA THERAPEUTICS INC,COM,59045L106,13831,2372400,SH,DFND,1,0,2372400,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,MRSN
MERUS N V,COM,N5749R100,42890,3544654,SH,DFND,1,0,3544654,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,MRUS
MOLECULAR TEMPLATES INC,COM,608550109,37880,2850271,SH,DFND,1,0,2850271,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,MTEM
NOVUS THERAPEUTICS INC,COM,67011N105,267,684813,SH,DFND,1,0,684813,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,
OVID THERAPEUTICS INC,COM,690469101,3832,1286004,SH,DFND,1,0,1286004,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,OVID
PHATHOM PHARMACEUTICALS INC,COM,71722W107,17469,676561,SH,DFND,1,0,676561,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,PHAT
PIERIS PHARMACEUTICALS INC,COM,720795103,13390,5872762,SH,DFND,1,0,5872762,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,PIRS
PREVAIL THERAPEUTICS INC,COM,74140Y101,5260,431483,SH,DFND,1,0,431483,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,PRVL
PRINCIPIA BIOPHARMA INC,COM,74257L108,94034,1583595,SH,DFND,1,0,1583595,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,
PROTAGONIST THERAPEUTICS INC,COM,74366E102,4889,692430,SH,DFND,1,0,692430,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,PTGX
REGULUS THERAPEUTICS INC,COM NEW,75915K200,734,1592923,SH,DFND,1,0,1592923,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,
REPLIMUNE GROUP INC,COM,76029N106,19693,1975209,SH,DFND,1,0,1975209,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,REPL
REVOLUTION MEDICINES INC,COM,76155X100,30632,1398070,SH,DFND,1,0,1398070,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,RVMD
SELECTA BIOSCIENCES INC,COM,816212104,8699,3609472,SH,DFND,1,0,3609472,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,SELB
SPERO THERAPEUTICS INC,COM,84833T103,4552,563393,SH,DFND,1,0,563393,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,SPRO
SPRING BK PHARMACEUTICALS INC,COM,849431101,885,951701,SH,DFND,1,0,951701,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,
SPRINGWORKS THERAPEUTICS INC,COM,85205L107,74726,2767630,SH,DFND,1,0,2767630,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,SWTX
SUNESIS PHARMACEUTICALS INC,COM,867328700,2570,6194925,SH,DFND,1,0,6194925,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,
SURFACE ONCOLOGY INC,COM,86877M209,1838,983051,SH,DFND,1,0,983051,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,SURF
SUTRO BIOPHARMA INC,COM,869367102,4850,475482,SH,DFND,1,0,475482,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,STRO
SYNDAX PHARMACEUTICALS INC,COM,87164F105,23473,2139784,SH,DFND,1,0,2139784,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,SNDX
VERASTEM INC,COM,92337C104,16709,6328994,SH,DFND,1,0,6328994,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,VSTM
X4 PHARMACEUTICALS INC,COM,98420X103,11717,1171728,SH,DFND,1,0,1171728,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,XFOR
XENCOR INC,COM,98401F105,50476,1689300,SH,DFND,1,0,1689300,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,XNCR
XENON PHARMACEUTICALS INC,COM,98420N105,30327,2674338,SH,DFND,1,0,2674338,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,XENE
XOMA CORP DEL,COM NEW,98419J206,56438,2773385,SH,DFND,1,0,2773385,0,0001056807,03-31-2020,13F-HR,false,BVF INC/IL,05-15-2020,XOMA
