nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,putcall,ticker
IOVANCE BIOTHERAPEUTICS INC,COM,462260100,15921,580000,SH,SOLE,580000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,IOVA
IVERIC BIO INC,COM,46583P102,4590,900000,SH,SOLE,900000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,ISEE
KALVISTA PHARMACEUTICALS INC,COM,483497103,4235,350000,SH,SOLE,350000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,KALV
KINIKSA PHARMACEUTICALS LTD,COM CL A,G5269C101,1274,50000,SH,SOLE,50000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,KNSA
MOMENTA PHARMACEUTICALS INC,COM,60877T100,12809,385000,SH,SOLE,385000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,
MODERNA INC,COM,60770K107,642,10000,SH,SOLE,10000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,MRNA
MERSANA THERAPEUTICS INC,COM,59045L106,14625,625000,SH,SOLE,625000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,MRSN
MIRATI THERAPEUTICS INC,COM,60468T105,17696,155000,SH,SOLE,155000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,MRTX
MYOVANT SCIENCES LTD,COM,G637AM102,6186,300000,SH,SOLE,300000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,MYOV
POLYPID LTD,SHS,M8001Q118,1803,100000,SH,SOLE,100000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,PYPD
INVESCO QQQ TR,UNIT SER 1,46090E103,12364,50000,SH,SOLE,50000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,Put,
ROCKET PHARMACEUTICALS INC,COM,77313F106,13605,650000,SH,SOLE,650000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,RCKT
REATA PHARMACEUTICALS INC,CL A,75615P103,7801,50000,SH,SOLE,50000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,RETA
SELECTA BIOSCIENCES INC,COM,816212104,2840,1000000,SH,SOLE,1000000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,SELB
SYNDAX PHARMACEUTICALS INC,COM,87164F105,2742,185000,SH,SOLE,185000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,SNDX
SPDR SP 500 ETF TR,TR UNIT,78462F103,20043,65000,SH,SOLE,65000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,Put,
SATSUMA PHARMACEUTICALS INC,COM,80405P107,9778,340000,SH,SOLE,340000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,STSA
SURFACE ONCOLOGY INC,COM,86877M209,4592,700000,SH,SOLE,700000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,SURF
TG THERAPEUTICS INC,COM,88322Q108,11688,600000,SH,SOLE,600000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,TGTX
TRILLIUM THERAPEUTICS INC,COM NEW,89620X506,12337,1525000,SH,SOLE,1525000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,TRIL
VIEWRAY INC,COM,92672L107,672,300000,SH,SOLE,300000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,VRAY
WAVE LIFE SCIENCES LTD,SHS,Y95308105,5569,535000,SH,SOLE,535000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,WVE
SPDR SER TR,SP BIOTECH,78464A870,33585,300000,SH,SOLE,300000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,Put,
XENON PHARMACEUTICALS INC,COM,98420N105,4076,325000,SH,SOLE,325000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,XENE
