nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,othermanager,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
Stoke Therapeutics Inc,COM,86150R107,84459,3544248,SH,SOLE,"1,2,3",3544248,0,0,0001493215,06-30-2020,13F-HR,false,"RTW INVESTMENTS, LP",08-14-2020,STOK
Tandem Diabetes Care Inc,COM NEW,875372203,59245,598923,SH,SOLE,"1,2,3",598923,0,0,0001493215,06-30-2020,13F-HR,false,"RTW INVESTMENTS, LP",08-14-2020,TNDM
Tela Bio Inc,COM,872381108,17682,1364358,SH,SOLE,"1,2,3",1364358,0,0,0001493215,06-30-2020,13F-HR,false,"RTW INVESTMENTS, LP",08-14-2020,TELA
Translate Bio Inc,COM,89374L104,66609,3716994,SH,SOLE,"1,2,3",3716994,0,0,0001493215,06-30-2020,13F-HR,false,"RTW INVESTMENTS, LP",08-14-2020,TBIO
Transmedics Group Inc,COM,89377M109,9019,503266,SH,SOLE,"1,2",503266,0,0,0001493215,06-30-2020,13F-HR,false,"RTW INVESTMENTS, LP",08-14-2020,TMDX
Twist Bioscience Corp,COM,90184D100,837,18473,SH,SOLE,"1,2,3",18473,0,0,0001493215,06-30-2020,13F-HR,false,"RTW INVESTMENTS, LP",08-14-2020,TWST
Uniqure NV,SHS,N90064101,7087,157282,SH,SOLE,"1,2,3",157282,0,0,0001493215,06-30-2020,13F-HR,false,"RTW INVESTMENTS, LP",08-14-2020,QURE
Vericel Corp,COM,92346J108,53212,3850347,SH,SOLE,"1,2,3",3850347,0,0,0001493215,06-30-2020,13F-HR,false,"RTW INVESTMENTS, LP",08-14-2020,VCEL
Viewray Inc,COM,92672L107,336,150000,SH,SOLE,"1,2,3",150000,0,0,0001493215,06-30-2020,13F-HR,false,"RTW INVESTMENTS, LP",08-14-2020,VRAY
WAVE Life Sciences Ltd,SHS,Y95308105,24885,2390496,SH,SOLE,"1,2,3",2390496,0,0,0001493215,06-30-2020,13F-HR,false,"RTW INVESTMENTS, LP",08-14-2020,WVE
