nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,putcall,ticker
PLEXUS CORP,Equity,729132100,4657,66000,SH,SOLE,66000,0,0,0001661462,06-30-2020,13F-HR,false,"Tamarack Advisers, LP",07-09-2020,,
PERRIGO CO PLC,Equity,G97822103,26253,475000,SH,SOLE,475000,0,0,0001661462,06-30-2020,13F-HR,false,"Tamarack Advisers, LP",07-09-2020,,PRGO
RADNET INC,Equity,750491102,11109,700000,SH,SOLE,700000,0,0,0001661462,06-30-2020,13F-HR,false,"Tamarack Advisers, LP",07-09-2020,,RDNT
RIGEL PHARMACEUTICALS INC,Equity,766559603,12536,6850000,SH,SOLE,6850000,0,0,0001661462,06-30-2020,13F-HR,false,"Tamarack Advisers, LP",07-09-2020,,RIGL
SI-BONE INC,Equity,825704109,1677,105200,SH,SOLE,105200,0,0,0001661462,06-30-2020,13F-HR,false,"Tamarack Advisers, LP",07-09-2020,,
SPY US 07/17/20 P290,Listed Option,78462F953,896,4000,SH,SOLE,4000,0,0,0001661462,06-30-2020,13F-HR,false,"Tamarack Advisers, LP",07-09-2020,Put,
STREAMLINE HEALTH SOLUTIONS,Equity,86323X106,5727,4305882,SH,SOLE,4305882,0,0,0001661462,06-30-2020,13F-HR,false,"Tamarack Advisers, LP",07-09-2020,,
TEVA PHARMACEUTICAL-SP ADR,Depository Receipt,881624209,3083,250000,SH,SOLE,250000,0,0,0001661462,06-30-2020,13F-HR,false,"Tamarack Advisers, LP",07-09-2020,,TEVA
TEVA US 09/18/20 C10,Listed Option,881624909,1625,6500,SH,SOLE,6500,0,0,0001661462,06-30-2020,13F-HR,false,"Tamarack Advisers, LP",07-09-2020,Call,
UNITEDHEALTH GROUP INC,Equity,91324P102,10323,35000,SH,SOLE,35000,0,0,0001661462,06-30-2020,13F-HR,false,"Tamarack Advisers, LP",07-09-2020,,UNH
UNITED THERAPEUTICS CORP,Equity,91307C102,21175,175000,SH,SOLE,175000,0,0,0001661462,06-30-2020,13F-HR,false,"Tamarack Advisers, LP",07-09-2020,,UTHR
XBI US 07/17/20 P105,Listed Option,78464A950,274,2000,SH,SOLE,2000,0,0,0001661462,06-30-2020,13F-HR,false,"Tamarack Advisers, LP",07-09-2020,Put,
