nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
FATE THERAPEUTICS INC,COM,31189P102,104646,3050000,SH,SOLE,3050000,0,0,0001534261,06-30-2020,13F-HR,false,"Casdin Capital, LLC",08-14-2020,FATE
FULCRUM THERAPEUTICS INC,COM,359616109,26359,1441176,SH,SOLE,1441176,0,0,0001534261,06-30-2020,13F-HR,false,"Casdin Capital, LLC",08-14-2020,FULC
GENERATION BIO CO,COM,37148K100,33835,1611214,SH,SOLE,1611214,0,0,0001534261,06-30-2020,13F-HR,false,"Casdin Capital, LLC",08-14-2020,GBIO
GLOBAL BLOOD THERAPEUTICS IN,COM,37890U108,18939,300000,SH,SOLE,300000,0,0,0001534261,06-30-2020,13F-HR,false,"Casdin Capital, LLC",08-14-2020,GBT
GRITSTONE ONCOLOGY INC,COM,39868T105,12286,1850373,SH,SOLE,1850373,0,0,0001534261,06-30-2020,13F-HR,false,"Casdin Capital, LLC",08-14-2020,GRTS
ILLUMINA INC,COM,452327109,11111,30000,SH,SOLE,30000,0,0,0001534261,06-30-2020,13F-HR,false,"Casdin Capital, LLC",08-14-2020,ILMN
LEGEND BIOTECH CORP,SPONSORED ADS,52490G102,5746,135000,SH,SOLE,135000,0,0,0001534261,06-30-2020,13F-HR,false,"Casdin Capital, LLC",08-14-2020,LEGN
MAGENTA THERAPEUTICS INC,COM,55910K108,25129,3346034,SH,SOLE,3346034,0,0,0001534261,06-30-2020,13F-HR,false,"Casdin Capital, LLC",08-14-2020,MGTA
MYOKARDIA INC,COM,62857M105,84059,870000,SH,SOLE,870000,0,0,0001534261,06-30-2020,13F-HR,false,"Casdin Capital, LLC",08-14-2020,MYOK
INVITAE CORP,COM,46185L103,273638,9033943,SH,SOLE,9033943,0,0,0001534261,06-30-2020,13F-HR,false,"Casdin Capital, LLC",08-14-2020,NVTA
ORIC PHARMACEUTICALS INC,COM,68622P109,8484,251515,SH,SOLE,251515,0,0,0001534261,06-30-2020,13F-HR,false,"Casdin Capital, LLC",08-14-2020,ORIC
ORCHARD THERAPEUTICS PLC,ADS,68570P101,9900,1650000,SH,SOLE,1650000,0,0,0001534261,06-30-2020,13F-HR,false,"Casdin Capital, LLC",08-14-2020,ORTX
REVOLUTION MEDICINES INC,COM,76155X100,42131,1334536,SH,SOLE,1334536,0,0,0001534261,06-30-2020,13F-HR,false,"Casdin Capital, LLC",08-14-2020,RVMD
SANGAMO THERAPEUTICS INC,COM,800677106,13037,1455000,SH,SOLE,1455000,0,0,0001534261,06-30-2020,13F-HR,false,"Casdin Capital, LLC",08-14-2020,SGMO
SAREPTA THERAPEUTICS INC,COM,803607100,84980,530000,SH,SOLE,530000,0,0,0001534261,06-30-2020,13F-HR,false,"Casdin Capital, LLC",08-14-2020,SRPT
STOKE THERAPEUTICS INC,COM,86150R107,2860,120000,SH,SOLE,120000,0,0,0001534261,06-30-2020,13F-HR,false,"Casdin Capital, LLC",08-14-2020,STOK
TURNING POINT THERAPEUTICS I,COM,90041T108,4844,75000,SH,SOLE,75000,0,0,0001534261,06-30-2020,13F-HR,false,"Casdin Capital, LLC",08-14-2020,TPTX
TWIST BIOSCIENCE CORP,COM,90184D100,45300,1000000,SH,SOLE,1000000,0,0,0001534261,06-30-2020,13F-HR,false,"Casdin Capital, LLC",08-14-2020,TWST
VOYAGER THERAPEUTICS INC,COM,92915B106,9465,750000,SH,SOLE,750000,0,0,0001534261,06-30-2020,13F-HR,false,"Casdin Capital, LLC",08-14-2020,VYGR
ZAI LAB LTD,ADR,98887Q104,15605,190000,SH,SOLE,190000,0,0,0001534261,06-30-2020,13F-HR,false,"Casdin Capital, LLC",08-14-2020,ZLAB
ZYMEWORKS INC,COM,98985W102,4689,130000,SH,SOLE,130000,0,0,0001534261,06-30-2020,13F-HR,false,"Casdin Capital, LLC",08-14-2020,ZYME
BRISTOL-MYERS SQUIBB CO,RIGHT,110122157,10561,2950000,SH,SOLE,2950000,0,0,0001534261,06-30-2020,13F-HR,false,"Casdin Capital, LLC",08-14-2020,
