nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,othermanager,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
KARYOPHARM THERAPEUTICS INC,COM,48576U106,82601,4299901,SH,SOLE,0,4299901,0,0,0001306923,03-31-2020,13F-HR,false,Palo Alto Investors LP,05-15-2020,KPTI
MARINUS PHARMACEUTICALS INC,COM,56854Q101,254,125321,SH,SOLE,0,125321,0,0,0001306923,03-31-2020,13F-HR,false,Palo Alto Investors LP,05-15-2020,MRNS
MINERVA NEUROSCIENCES INC,COM,603380106,219,36319,SH,SOLE,0,36319,0,0,0001306923,03-31-2020,13F-HR,false,Palo Alto Investors LP,05-15-2020,NERV
MOMENTA PHARMACEUTICALS INC,COM,60877T100,41560,1527956,SH,SOLE,0,1527956,0,0,0001306923,03-31-2020,13F-HR,false,Palo Alto Investors LP,05-15-2020,
PROTHENA CORP PLC,COM,G72800108,8296,775296,SH,SOLE,0,775296,0,0,0001306923,03-31-2020,13F-HR,false,Palo Alto Investors LP,05-15-2020,PRTA
PUMA BIOTECHNOLOGY INC,COM,74587V107,11784,1396163,SH,SOLE,0,1396163,0,0,0001306923,03-31-2020,13F-HR,false,Palo Alto Investors LP,05-15-2020,PBYI
RETROPHIN INC,COM,761299106,686,47000,SH,SOLE,0,47000,0,0,0001306923,03-31-2020,13F-HR,false,Palo Alto Investors LP,05-15-2020,RTRX
REVANCE THERAPEUTICS INC,COM,761330109,9112,615705,SH,SOLE,0,615705,0,0,0001306923,03-31-2020,13F-HR,false,Palo Alto Investors LP,05-15-2020,RVNC
RIGEL PHARMACEUTICALS INC,COM,766559603,5526,3542551,SH,SOLE,0,3542551,0,0,0001306923,03-31-2020,13F-HR,false,Palo Alto Investors LP,05-15-2020,RIGL
SAGE THERAPEUTICS INC,COM,78667J108,16849,586674,SH,SOLE,0,586674,0,0,0001306923,03-31-2020,13F-HR,false,Palo Alto Investors LP,05-15-2020,SAGE
STAAR SURGICAL CO,COM,852312305,105765,3278523,SH,SOLE,0,3278523,0,0,0001306923,03-31-2020,13F-HR,false,Palo Alto Investors LP,05-15-2020,STAA
SUNESIS PHARMACEUTICALS INC,COM,867328700,482,1162473,SH,SOLE,0,1162473,0,0,0001306923,03-31-2020,13F-HR,false,Palo Alto Investors LP,05-15-2020,
SYNDAX PHARMACEUTICALS INC,COM,87164F105,725,66100,SH,SOLE,0,66100,0,0,0001306923,03-31-2020,13F-HR,false,Palo Alto Investors LP,05-15-2020,SNDX
UNITED THERAPEUTICS CORP,COM,91307C102,83121,876575,SH,SOLE,0,876575,0,0,0001306923,03-31-2020,13F-HR,false,Palo Alto Investors LP,05-15-2020,UTHR
UROGEN PHARMA LTD,COM,M96088105,437,24500,SH,SOLE,0,24500,0,0,0001306923,03-31-2020,13F-HR,false,Palo Alto Investors LP,05-15-2020,URGN
VANDA PHARMACEUTICALS INC,COM,921659108,42837,4134846,SH,SOLE,0,4134846,0,0,0001306923,03-31-2020,13F-HR,false,Palo Alto Investors LP,05-15-2020,VNDA
WRIGHT MEDICAL GROUP NV,COM,N96617118,6960,242940,SH,SOLE,0,242940,0,0,0001306923,03-31-2020,13F-HR,false,Palo Alto Investors LP,05-15-2020,WMGI
ZOGENIX INC,COM,98978L204,730,29500,SH,SOLE,0,29500,0,0,0001306923,03-31-2020,13F-HR,false,Palo Alto Investors LP,05-15-2020,ZGNX
