nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
NANOSTRING TECHNOLOGIES INC,COM,63009R109,6445,219577,SH,SOLE,219577,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,NSTG
NEXTCURE INC,COM,65343E108,1039,48456,SH,SOLE,48456,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,NXTC
NUCANA PLC-ADR,ADR,67022C106,925,170987,SH,SOLE,170987,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,NCNA
PTC THERAPEUTICS,COM,69366J200,3740,73708,SH,SOLE,73708,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,PTCT
RAPT THERAPEUTICS INC,COM,75382E109,1006,34652,SH,SOLE,34652,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,RAPT
SAGE THERAPEUTICS INC,COM,78667J108,8202,197249,SH,SOLE,197249,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,SAGE
TURNING POINT THERAPEUTICS I,COM,90041T108,1460,22608,SH,SOLE,22608,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,TPTX
TWIST BIOSCIENCE CORP,COM,90184D100,2416,53344,SH,SOLE,53344,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,TWST
UNITEDHEALTH GROUP INC,COM,91324P102,3806,12904,SH,SOLE,12904,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,UNH
UNITY BIOTECHNOLOGY INC,COM,91381U101,1043,120179,SH,SOLE,120179,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,UBX
