nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,othermanager,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
Clearside Biomedical Inc,COM,185063104,6602,3883490,SH,SOLE,"1,2,3",3883490,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,CLSD
Cytomx Therapeutics Inc,COM,23284F105,8182,1066791,SH,SOLE,"1,2,3",1066791,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,CTMX
DermTech Inc,COM,24984K105,29087,2600729,SH,SOLE,"1,2,3",2600729,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,
Dicerna Pharmaceuticals Inc,COM,253031108,127913,6963135,SH,SOLE,"1,2,3",6963135,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,DRNA
Establishment Labs Hldgs Inc,COM,G31249108,33512,2319138,SH,SOLE,"1,2,3",2319138,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,ESTA
Exagen Inc,COM,30068X103,20015,1255640,SH,SOLE,"1,2,3",1255640,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,XGN
Frequency Therapeutics Inc,COM,35803L108,36888,2071199,SH,SOLE,"1,2,3",2071199,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,FREQ
Fulgent Genetics Inc,COM,359664109,807,75000,SH,SOLE,"1,2,3",75000,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,FLGT
Global Blood Therapeutics In,COM,37890U108,36759,719489,SH,SOLE,"1,2,3",719489,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,GBT
Homology Medicines Inc,COM,438083107,68364,4399250,SH,SOLE,"1,2,3",4399250,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,FIXX
Immunovant Inc,COM,45258J102,65876,4426106,SH,SOLE,"1,2,3",4426106,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,
Inmode Ltd,SHS,M5425M103,5375,250000,SH,SOLE,"1,2",250000,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,INMD
Itamar Med Ltd,SPONSORED ADS,465437101,5386,457218,SH,SOLE,"1,2,3",457218,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,ITMR
Johnson  Johnson,COM,478160104,15324,116858,SH,SOLE,"1,2",116858,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,JNJ
La Jolla Pharmaceutical Co,COM PAR $.0001 2,503459604,9890,2354734,SH,SOLE,"1,2,3",2354734,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,LJPC
Lifesci Acquisition Corp,UNIT 03/31/2025,53228P208,4999,500000,SH,SOLE,"1,2,3",500000,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,
Masimo Corp,COM,574795100,67822,382915,SH,SOLE,"1,2,3",382915,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,MASI
Milestone Pharmaceuticals In,COM,59935V107,7940,4315102,SH,SOLE,"1,2,3",4315102,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,MIST
MiMedx Group Inc,COM,602496101,9424,2700320,SH,SOLE,"1,2,3",2700320,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,
Mirati Therapeutics Inc,COM,60468T105,75730,985166,SH,SOLE,"1,2,3",985166,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,MRTX
Motus Gi Hldgs Inc,COM,62014P108,523,775640,SH,SOLE,"1,2",775640,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,
Myokardia Inc,COM,62857M105,36608,780898,SH,SOLE,"1,2,3",780898,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,MYOK
NanoString Technologies Inc,COM,63009R109,25484,1059621,SH,SOLE,"1,2,3",1059621,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,NSTG
Natera Inc,COM,632307104,37806,1266125,SH,SOLE,"1,2,3",1266125,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,NTRA
Odonate Therapeutics Inc,COM,676079106,10108,366085,SH,SOLE,"1,2,3",366085,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,ODT
Oyster Pt Pharma Inc,COM,69242L106,33932,969478,SH,SOLE,"1,2,3",969478,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,OYST
Personalis Inc,COM,71535D106,2058,255000,SH,SOLE,"1,2",255000,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,PSNL
Profound Med Corp,COM NEW,74319B502,1697,174193,SH,SOLE,"1,2,3",174193,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,
ProQR Thrapeutics N V,SHS EURO,N71542109,26237,4779135,SH,SOLE,"1,2,3",4779135,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,PRQR
Protagonist Therapeutics Inc,COM,74366E102,18782,2660392,SH,SOLE,"1,2,3",2660392,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,PTGX
PTC Therapeutics Inc,COM,69366J200,175440,3932746,SH,SOLE,"1,2,3",3932746,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,PTCT
Regenxbio Inc,COM,75901B107,10155,313606,SH,SOLE,"1,2,3",313606,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,RGNX
Relmada Therapeutics Inc,COM,75955J402,33583,984542,SH,SOLE,"1,2,3",984542,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,RLMD
Rocket Pharmaceuticals Inc,COM,77313F106,234534,16812491,SH,SOLE,"1,2,3,4",16812491,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,RCKT
Sarepta Therapeutics Inc,COM,803607100,51772,529261,SH,SOLE,"1,2,3",529261,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,SRPT
STAAR Surgical Co,COM PAR $0.01,852312305,21796,675650,SH,SOLE,"1,2,3",675650,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,STAA
Stoke Therapeutics Inc,COM,86150R107,81163,3544248,SH,SOLE,"1,2,3",3544248,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,STOK
Tandem Diabetes Care Inc,COM NEW,875372203,28554,443725,SH,SOLE,"1,2,3",443725,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,TNDM
Tela Bio Inc,COM,872381108,8910,1139358,SH,SOLE,"1,2,3",1139358,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,TELA
Translate Bio Inc,COM,89374L104,36813,3692424,SH,SOLE,"1,2,3",3692424,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,TBIO
Transmedics Group Inc,COM,89377M109,6079,503266,SH,SOLE,"1,2",503266,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,TMDX
Twist Bioscience Corp,COM,90184D100,469,15324,SH,SOLE,"1,2,3",15324,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,TWST
Uniqure NV,SHS,N90064101,7406,156076,SH,SOLE,"1,2,3",156076,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,QURE
Vericel Corp,COM,92346J108,40905,4460755,SH,SOLE,"1,2,3",4460755,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,VCEL
Viewray Inc,COM,92672L107,375,150000,SH,SOLE,"1,2,3",150000,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,VRAY
Vivus Inc 4.5 05/01/2020,NOTE4.500% 5/0,928551AA8,2973,4000000,SH,SOLE,1,4000000,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,
WAVE Life Sciences Ltd,SHS,Y95308105,31764,3389933,SH,SOLE,"1,2,3",3389933,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,WVE
Zimmer Biomet Holdings Inc,COM,98956P102,67871,671457,SH,SOLE,"1,2,3",671457,0,0,0001493215,03-31-2020,13F-HR,false,"RTW INVESTMENTS, LP",05-15-2020,ZBH
