nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
ENCOMPASS HEALTH CORP,COM,29261A100,77191,1246419,SH,SOLE,1246419,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,EHC
FUSION PHARMACEUTICALS INC,COM,36118A100,2621,150000,SH,SOLE,150000,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,FUSN
GENERATION BIO CO,COM,37148K100,2100,100000,SH,SOLE,100000,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,GBIO
GUARDANT HEALTH INC,COM,40131M109,58319,718840,SH,SOLE,718840,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,GH
HCA HEALTHCARE INC,COM,40412C101,77773,801290,SH,SOLE,801290,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,HCA
HORIZON THERAPEUTICS PUB LTD,SHS,G46188101,22290,401040,SH,SOLE,401040,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,HZNP
HUMANA INC,COM,444859102,26968,69550,SH,SOLE,69550,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,HUM
IMMUNOGEN INC,COM,45253H101,5520,1200000,SH,SOLE,1200000,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,IMGN
IQVIA HLDGS INC,COM,46266C105,77295,544790,SH,SOLE,544790,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,IQV
LABORATORY CORP AMER HLDGS,COM NEW,50540R409,92027,554010,SH,SOLE,554010,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,LH
LEGEND BIOTECH CORP,SPONSORED ADS,52490G102,3192,75000,SH,SOLE,75000,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,LEGN
LIVANOVA PLC,SHS,G5509L101,69572,1445500,SH,SOLE,1445500,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,LIVN
MADRIGAL PHARMACEUTICALS INC,COM,558868105,135660,1197884,SH,SOLE,1197884,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,MDGL
MEDNAX INC,COM,58502B106,57934,3387965,SH,SOLE,3387965,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,MD
MEDTRONIC PLC,SHS,G5960L103,83946,915440,SH,SOLE,915440,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,MDT
MERCK  CO. INC,COM,58933Y105,13325,172310,SH,SOLE,172310,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,MRK
NEUROCRINE BIOSCIENCES INC,COM,64125C109,43404,355770,SH,SOLE,355770,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,NBIX
NEVRO CORP,COM,64157F103,125934,1054103,SH,SOLE,1054103,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,NVRO
NUVASIVE INC,COM,670704105,53967,969580,SH,SOLE,969580,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,NUVA
PACIRA BIOSCIENCES,COM,695127100,21252,405040,SH,SOLE,405040,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,PCRX
REGENERON PHARMACEUTICALS,COM,75886F107,35267,56550,SH,SOLE,56550,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,REGN
ROYALTY PHARMA PLC,SHS CL A,G7709Q104,44489,916350,SH,SOLE,916350,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,RPRX
RTI SURGICAL HOLDINGS INC,COM,74975N105,6864,2158644,SH,SOLE,2158644,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,
SMILEDIRECTCLUB INC,CL A COM,83192H106,5530,700000,SH,SOLE,700000,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,SDC
TENET HEALTHCARE CORP,COM NEW,88033G407,2322,128239,SH,SOLE,128239,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,THC
THERMO FISHER SCIENTIFIC INC,COM,883556102,55141,152180,SH,SOLE,152180,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,TMO
UNITEDHEALTH GROUP INC,COM,91324P102,67735,229650,SH,SOLE,229650,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,UNH
VERTEX PHARMACEUTICALS INC,COM,92532F100,7438,25620,SH,SOLE,25620,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,VRTX
ZIMMER BIOMET HOLDINGS INC,COM,98956P102,23675,198350,SH,SOLE,198350,0,0,0001343781,06-30-2020,13F-HR,false,"HealthCor Management, L.P.",08-14-2020,ZBH
