nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
MYOKARDIA INC,COM,62857M105,7735,165000,SH,SOLE,165000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,MYOK
MYOVANT SCIENCES LTD,COM,G637AM102,3775,500000,SH,SOLE,500000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,MYOV
NABRIVA THERAPEUTICS PLC,SHS,G63637105,604,1050000,SH,SOLE,1050000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,NBRV
NEUROCRINE BIOSCIENCES INC,COM,64125C109,116799,1349500,SH,SOLE,1349500,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,NBIX
NEUROCRINE BIOSCIENCES INC,NOTE 2.250% 5/1,64125CAD1,1287,1000000,PRN,SOLE,1000000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,
NEVRO CORP,COM,64157F103,34593,346000,SH,SOLE,346000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,NVRO
NGM BIOPHARMACEUTICALS INC,COM,62921N105,4329,351100,SH,SOLE,351100,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,NGM
NOVOCURE LTD,ORD SHS,G6674U108,11785,175000,SH,SOLE,175000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,NVCR
OBSEVA SA,COM,H5861P103,3374,1400000,SH,SOLE,1400000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,OBSV
ODONATE THERAPEUTICS INC,COM,676079106,11872,430000,SH,SOLE,430000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,ODT
ONESPAWORLD HOLDINGS LIMITED,COM,P73684113,4263,1050000,SH,SOLE,1050000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,
PACIRA BIOSCIENCES,COM,695127100,30177,900000,SH,SOLE,900000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,PCRX
PACIRA BIOSCIENCES,NOTE 2.375% 4/0,695127AD2,966,1000000,PRN,SOLE,1000000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,
PARATEK PHARMACEUTICALS INC,COM,699374302,4808,1526310,SH,SOLE,1526310,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,PRTK
PASSAGE BIO INC,COM,702712100,3544,225000,SH,SOLE,225000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,PASG
PENUMBRA INC,COM,70975L107,36299,225000,SH,SOLE,225000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,PEN
PHASEBIO PHARMACEUTICALS INC,COM,717224109,3724,1125000,SH,SOLE,1125000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,PHAS
PHREESIA INC,COM,71944F106,11882,565000,SH,SOLE,565000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,
PORTOLA PHARMACEUTICALS INC,COM,737010108,12491,1751900,SH,SOLE,1751900,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,
PPD INC,COM,69355F102,8015,450000,SH,SOLE,450000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,
PROTHENA CORP PLC,SHS,G72800108,5350,500000,SH,SOLE,500000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,PRTA
RADIUS HEALTH INC,COM NEW,750469207,12675,975000,SH,SOLE,975000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,RDUS
RADIUS HEALTH INC,NOTE 3.000% 9/0,750469AA6,1067,1500000,PRN,SOLE,1500000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,
RETROPHIN INC,COM,761299106,8389,575000,SH,SOLE,575000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,RTRX
RETROPHIN INC,NOTE 2.500% 9/1,761299AB2,2566,3250000,PRN,SOLE,3250000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,
RHYTHM PHARMACEUTICALS INC,COM,76243J105,7610,500000,SH,SOLE,500000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,RYTM
RIGEL PHARMACEUTICALS INC,COM NEW,766559603,8580,5500000,SH,SOLE,5500000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,RIGL
SAREPTA THERAPEUTICS INC,COM,803607100,33797,345500,SH,SOLE,345500,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,SRPT
SEATTLE GENETICS INC,COM,812578102,27922,242000,SH,SOLE,242000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,
SPERO THERAPEUTICS INC,COM,84833T103,4888,605000,SH,SOLE,605000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,SPRO
STAAR SURGICAL CO,COM PAR $0.01,852312305,5000,155000,SH,SOLE,155000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,STAA
TELEFLEX INCORPORATED,COM,879369106,38072,130000,SH,SOLE,130000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,TFX
THERAVANCE BIOPHARMA INC,NOTE 3.250%11/0,88339KAA0,1448,1500000,PRN,SOLE,1500000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,
THERAVANCE BIOPHARMA INC,COM,G8807B106,17333,750000,SH,SOLE,750000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,TBPH
THERMO FISHER SCIENTIFIC INC,COM,883556102,4963,17500,SH,SOLE,17500,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,TMO
TRANSLATE BIO INC,COM,89374L104,8225,825000,SH,SOLE,825000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,TBIO
TRILLIUM THERAPEUTICS INC,COM NEW,89620X506,3030,750000,SH,SOLE,750000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,TRIL
ULTRAGENYX PHARMACEUTICAL IN,COM,90400D108,33225,747800,SH,SOLE,747800,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,RARE
UNIQURE NV,SHS,N90064101,18980,400000,SH,SOLE,400000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,QURE
UNITEDHEALTH GROUP INC,COM,91324P102,74814,300000,SH,SOLE,300000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,UNH
VERTEX PHARMACEUTICALS INC,COM,92532F100,29744,125000,SH,SOLE,125000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,VRTX
WEST PHARMACEUTICAL SVSC INC,COM,955306105,10810,71000,SH,SOLE,71000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,WST
XENON PHARMACEUTICALS INC,COM,98420N105,5670,500000,SH,SOLE,500000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,XENE
ZAI LAB LTD,ADR,98887Q104,38610,750000,SH,SOLE,750000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,ZLAB
ZOGENIX INC,COM NEW,98978L204,9892,400000,SH,SOLE,400000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,ZGNX
