nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
KARUNA THERAPEUTICS INC,COM,48576A100,8694,78000,SH,SOLE,78000,0,0,0001582844,06-30-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",08-14-2020,KRTX
KURA ONCOLOGY INC,COM,50127T109,14222,872500,SH,SOLE,872500,0,0,0001582844,06-30-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",08-14-2020,KURA
LARIMAR THERAPEUTICS INC,COM,517125100,10272,823169,SH,SOLE,823169,0,0,0001582844,06-30-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",08-14-2020,LRMR
LIFESCI ACQUISITION CORP,UNIT 03/31/2025,53228P208,6160,560000,SH,SOLE,560000,0,0,0001582844,06-30-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",08-14-2020,
MERSANA THERAPEUTICS INC,COM,59045L106,14801,632500,SH,SOLE,632500,0,0,0001582844,06-30-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",08-14-2020,MRSN
MERUS N V,COM,N5749R100,7401,460000,SH,SOLE,460000,0,0,0001582844,06-30-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",08-14-2020,MRUS
REATA PHARMACEUTICALS INC,CL A,75615P103,2387,15300,SH,SOLE,15300,0,0,0001582844,06-30-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",08-14-2020,RETA
RELMADA THERAPEUTICS INC,COM,75955J402,10494,234500,SH,SOLE,234500,0,0,0001582844,06-30-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",08-14-2020,RLMD
SATSUMA PHARMACEUTICALS INC,COM,80405P107,1007,35000,SH,SOLE,35000,0,0,0001582844,06-30-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",08-14-2020,STSA
SELECTA BIOSCIENCES INC,COM,816212104,6714,2364204,SH,SOLE,2364204,0,0,0001582844,06-30-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",08-14-2020,SELB
SURFACE ONCOLOGY INC,COM,86877M209,1476,225000,SH,SOLE,225000,0,0,0001582844,06-30-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",08-14-2020,SURF
SYNDAX PHARMACEUTICALS INC,COM,87164F105,3568,240744,SH,SOLE,240744,0,0,0001582844,06-30-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",08-14-2020,SNDX
UNIQURE NV,SHS,N90064101,2704,60000,SH,SOLE,60000,0,0,0001582844,06-30-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",08-14-2020,QURE
VERASTEM INC,COM,92337C104,4558,2650000,SH,SOLE,2650000,0,0,0001582844,06-30-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",08-14-2020,VSTM
VIR BIOTECHNOLOGY INC,COM,92764N102,5203,127000,SH,SOLE,127000,0,0,0001582844,06-30-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",08-14-2020,VIR
WAVE LIFE SCIENCES LTD,SHS,Y95308105,1119,107500,SH,SOLE,107500,0,0,0001582844,06-30-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",08-14-2020,WVE
XENON PHARMACEUTICALS INC,COM,98420N105,6489,517500,SH,SOLE,517500,0,0,0001582844,06-30-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",08-14-2020,XENE
