nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,othermanager,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,putcall,ticker
APELLIS PHARMACUETICALS INC,COM,03753U106,801,29900,SH,DFND,2,29900,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,APLS
ARGENX SE,SPONSORED ADR,04016X101,3921,29765,SH,DFND,2,29765,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,ARGX
ARGENX SE,SPONSORED ADR,04016X101,124450,944739,SH,DFND,"1,2",944739,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,ARGX
ARVINAS INC,COM,04335A105,1104,27400,SH,DFND,2,27400,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,ARVN
ARVINAS INC,COM,04335A105,50049,1241903,SH,DFND,"1,2",1241903,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,ARVN
ASCENDIS PHARMA A S,SPONSORED ADR,04351P101,1340,11900,SH,DFND,2,11900,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,ASND
ASPEN TECHNOLOGY INC,COM,045327103,285,3000,SH,DFND,2,3000,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
AUTOLIV INC,COM,052800109,313,6800,SH,DFND,2,6800,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
AVANTOR INC,COM,05352A100,3929,314566,SH,DFND,2,314566,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
AXONICS MODULATION TECHNOLOG,COM,05465P101,4557,179333,SH,DFND,2,179333,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,AXNX
BAXTER INTL INC,COM,071813109,48058,591921,SH,DFND,2,591921,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,BAX
BECTON DICKINSON  CO,COM,075887109,56768,247064,SH,DFND,2,247064,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,BDX
BEIGENE LTD,SPONSORED ADR,07725L102,7202,58500,SH,DFND,2,58500,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,BGNE
BIOGEN INC,COM,09062X103,2689,8500,SH,DFND,2,8500,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,BIIB
BIOGEN INC,COM,09062X103,7,160,SH,DFND,2,160,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,Call,BIIB
BIOHAVEN PHARMACTL HLDG CO L,COM,G11196105,844,24800,SH,DFND,2,24800,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,BHVN
BIOMARIN PHARMACEUTICAL INC,COM,09061G101,6092,72100,SH,DFND,2,72100,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,BMRN
BIO RAD LABS INC,CL A,090572207,21865,62373,SH,DFND,2,62373,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
BLACKBAUD INC,COM,09227Q100,228,4107,SH,DFND,2,4107,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
BLACK DIAMOND THERAPEUTICS I,COM,09203E105,33184,1330000,SH,DFND,"1,2",1330000,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,BDTX
BLUEBIRD BIO INC,COM,09609G100,910,19800,SH,DFND,2,19800,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,BLUE
BOOKING HLDGS INC,COM,09857L108,269,200,SH,DFND,2,200,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
BOSTON SCIENTIFIC CORP,COM,101137107,50290,1541225,SH,DFND,2,1541225,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,BSX
BRISTOL MYERS SQUIBB CO,COM,110122108,67193,1205472,SH,DFND,2,1205472,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,BMY
BRISTOL MYERS SQUIBB CO,RIGHT 99/99/9999,110122157,63,16600,SH,DFND,2,16600,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
BRISTOL MYERS SQUIBB CO,RIGHT 99/99/9999,110122157,3040,800000,SH,DFND,"1,2",800000,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
BROADRIDGE FINL SOLUTIONS IN,COM,11133T103,322,3400,SH,DFND,2,3400,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
BROWN FORMAN CORP,CL B,115637209,422,7600,SH,DFND,2,7600,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
CAREDX INC,COM,14167L103,27878,1277051,SH,DFND,2,1277051,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,CDNA
CATALENT INC,COM,148806102,2447,47100,SH,DFND,2,47100,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,CTLT
CELLECTIS S A,SPONSORED ADS,15117K103,693,75300,SH,DFND,2,75300,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,CMVLF
CENTENE CORP DEL,COM,15135B101,48138,810270,SH,DFND,2,810270,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,CNC
CHANGE HEALTHCARE INC,COM,15912K100,10765,1077575,SH,DFND,2,1077575,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
CHARLES RIV LABS INTL INC,COM,159864107,41854,331623,SH,DFND,2,331623,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
CHINA BIOLOGIC PRODS HLDGS I,COM,G21515104,486,4500,SH,DFND,2,4500,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,CBPO
CIDARA THERAPEUTICS INC,COM,171757107,7000,2822495,SH,DFND,"1,2",2822495,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,CDTX
CIGNA CORP NEW,COM,125523100,61887,349289,SH,DFND,2,349289,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,CI
CLOROX CO DEL,COM,189054109,485,2800,SH,DFND,2,2800,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
CLOVIS ONCOLOGY INC,COM,189464100,453,71200,SH,DFND,2,71200,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,CLVS
COHERUS BIOSCIENCES INC,COM,19249H103,787,48500,SH,DFND,2,48500,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,CHRS
COLGATE PALMOLIVE CO,COM,194162103,405,6100,SH,DFND,2,6100,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
CONSTELLATION BRANDS INC,CL A,21036P108,295,2059,SH,DFND,2,2059,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
COOPER COS INC,COM NEW,216648402,6987,25345,SH,DFND,2,25345,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
COSTAR GROUP INC,COM,22160N109,411,700,SH,DFND,2,700,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
COVETRUS INC,COM,22304C100,12,1520,SH,DFND,2,1520,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
CRISPR THERAPEUTICS AG,NAMEN AKT,H17182108,33948,800462,SH,DFND,"1,2",800462,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,CRSP
CVS HEALTH CORP,COM,126650100,12636,212981,SH,DFND,2,212981,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
DANAHER CORPORATION,COM,235851102,47818,345481,SH,DFND,2,345481,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,DHR
DENTSPLY SIRONA INC,COM,24906P109,4972,128038,SH,DFND,2,128038,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,XRAY
DEXCOM INC,COM,252131107,27285,101328,SH,DFND,2,101328,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,DXCM
DIREXION SHS ETF TR,SP BIOTECH BL NEW,25490K323,338,15000,SH,DFND,2,15000,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
DOMINOS PIZZA INC,COM,25754A201,616,1900,SH,DFND,2,1900,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
EDWARDS LIFESCIENCES CORP,COM,28176E108,44130,233965,SH,DFND,2,233965,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,EW
ELECTRONIC ARTS INC,COM,285512109,481,4800,SH,DFND,2,4800,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
ENTEGRIS INC,COM,29362U104,461,10300,SH,DFND,2,10300,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
ESPERION THERAPEUTICS INC NEW,COM,29664W105,40671,1289926,SH,DFND,2,1289926,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,ESPR
ESPERION THERAPEUTICS INC NEW,COM,29664W105,118173,3747964,SH,DFND,"1,2",3747964,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,ESPR
EVOLENT HEALTH INC,CL A,30050B101,24872,4580458,SH,DFND,2,4580458,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
EXELIXIS INC,COM,30161Q104,19638,1140400,SH,DFND,2,1140400,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,EXEL
EXELIXIS INC,COM,30161Q104,48819,2835000,SH,DFND,"1,2",2835000,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,EXEL
FACTSET RESH SYS INC,COM,303075105,443,1700,SH,DFND,2,1700,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
FASTENAL CO,COM,311900104,603,19299,SH,DFND,2,19299,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
FATE THERAPEUTICS INC,COM,31189P102,1950,87800,SH,DFND,2,87800,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,FATE
FATE THERAPEUTICS INC,COM,31189P102,32769,1475400,SH,DFND,"1,2",1475400,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,FATE
FIBROGEN INC,COM,31572Q808,1307,37600,SH,DFND,2,37600,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,FGEN
G1 THERAPEUTICS INC,COM,3621LQ109,7956,721925,SH,DFND,"1,2",721925,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,GTHX
GENMARK DIAGNOSTICS INC,COM,372309104,9937,2411926,SH,DFND,2,2411926,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,GNMK
GILEAD SCIENCES INC,COM,375558103,10803,144500,SH,DFND,2,144500,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,GILD
GLAUKOS CORP,COM,377322102,12734,412623,SH,DFND,2,412623,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,GKOS
GLOBUS MED INC,CL A,379577208,14378,338067,SH,DFND,2,338067,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
GRACO INC,COM,384109104,473,9700,SH,DFND,2,9700,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
GUARDANT HEALTH INC,COM,40131M109,7328,105294,SH,DFND,2,105294,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,GH
GW PHARMACEUTICALS PLC,ADS,36197T103,21977,250966,SH,DFND,2,250966,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,GWPH
HALOZYME THERAPEUTICS INC,COM,40637H109,1725,95900,SH,DFND,2,95900,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,HALO
HALOZYME THERAPEUTICS INC,COM,40637H109,136149,7568056,SH,DFND,"1,2",7568056,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,HALO
HCA HEALTHCARE INC,COM,40412C101,24526,272966,SH,DFND,2,272966,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,HCA
HEALTH CATALYST INC,COM,42225T107,6616,253000,SH,DFND,2,253000,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
HILL ROM HLDGS INC,COM,431475102,29725,295479,SH,DFND,2,295479,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
HMS HLDGS CORP,COM,40425J101,14535,575177,SH,DFND,2,575177,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
HOLOGIC INC,COM,436440101,19929,567779,SH,DFND,2,567779,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,HOLX
HOMOLOGY MEDICINES INC,COM,438083107,25052,1612122,SH,DFND,"1,2",1612122,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,FIXX
HORIZON THERAPEUTICS PUB LTD,SHS,G46188101,4917,166000,SH,DFND,2,166000,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,HZNP
HUAZHU GROUP LTD,SPONSORED ADS,44332N106,388,13500,SH,DFND,2,13500,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
HUMANA INC,COM,444859102,62213,198118,SH,DFND,2,198118,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,HUM
HUTCHISON CHINA MEDITECH LTD,SPONSORED ADR,44842L103,15208,851994,SH,DFND,2,851994,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,HCM
IDEXX LABS INC,COM,45168D104,10153,41911,SH,DFND,2,41911,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,IDXX
ILLUMINA INC,COM,452327109,54348,198988,SH,DFND,2,198988,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,ILMN
INCYTE CORP,COM,45337C102,11277,154000,SH,DFND,2,154000,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,INCY
INCYTE CORP,COM,45337C102,232139,3170000,SH,DFND,"1,2",3170000,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,INCY
INOGEN INC,COM,45780L104,6375,123395,SH,DFND,2,123395,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,INGN
INSMED INC,COM PAR $.01,457669307,25864,1613470,SH,DFND,2,1613470,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,INSM
INSPIRE MED SYS INC,COM,457730109,8272,137225,SH,DFND,2,137225,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,INSP
INSULET CORP,COM,45784P101,16957,102350,SH,DFND,2,102350,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,PODD
INTEGRA LIFESCIENCES HLDGS C,COM NEW,457985208,8819,197420,SH,DFND,2,197420,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,IART
INTERACTIVE BROKERS GROUP IN,COM CL A,45841N107,406,9400,SH,DFND,2,9400,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
INTERCEPT PHARMACEUTICALS IN,COM,45845P108,756,12000,SH,DFND,2,12000,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,ICPT
INTERCEPT PHARMACEUTICALS IN,COM,45845P108,43882,696976,SH,DFND,"1,2",696976,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,ICPT
INTERCONTINENTAL EXCHANGE IN,COM,45866F104,388,4800,SH,DFND,2,4800,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
INTERSECT ENT INC,COM,46071F103,6459,545022,SH,DFND,2,545022,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,XENT
INTRA CELLULAR THERAPIES INC,COM,46116X101,1128,73400,SH,DFND,2,73400,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
INTRA CELLULAR THERAPIES INC,COM,46116X101,56230,3658419,SH,DFND,"1,2",3658419,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
INTUITIVE SURGICAL INC,COM NEW,46120E602,109130,220371,SH,DFND,2,220371,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,ISRG
IONIS PHARMACEUTICALS INC,COM,462222100,22334,472387,SH,DFND,2,472387,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,IONS
IONIS PHARMACEUTICALS INC,COM,462222100,373855,7907255,SH,DFND,"1,2",7907255,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,IONS
IPG PHOTONICS CORP,COM,44980X109,386,3500,SH,DFND,2,3500,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
IQVIA HLDGS INC,COM,46266C105,205,1900,SH,DFND,2,1900,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,IQV
IRHYTHM TECHNOLOGIES INC,COM,450056106,10841,133259,SH,DFND,2,133259,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,IRTC
JAZZ PHARMACEUTICALS PLC,SHS USD,G50871105,37037,371337,SH,DFND,2,371337,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,JAZZ
JD COM INC,SPON ADR CL A,47215P106,595,14700,SH,DFND,2,14700,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
KEZAR LIFE SCIENCES INC,COM,49372L100,15342,3518889,SH,DFND,"1,2",3518889,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,KZR
KOSMOS ENERGY LTD,COM,500688106,54,60000,SH,DFND,2,60000,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
KURA ONCOLOGY INC,COM,50127T109,568,57100,SH,DFND,2,57100,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,KURA
LABORATORY CORP AMER HLDGS,COM NEW,50540R409,2257,17861,SH,DFND,2,17861,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,LH
LAUDER ESTEE COS INC,CL A,518439104,358,2248,SH,DFND,2,2248,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
LIVE NATION ENTERTAINMENT IN,COM,538034109,282,6200,SH,DFND,2,6200,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
LIVONGO HEALTH INC,COM,539183103,7738,271232,SH,DFND,2,271232,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
M  T BK CORP,COM,55261F104,310,3000,SH,DFND,2,3000,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
MACROGENICS INC,COM,556099109,8090,1389991,SH,DFND,2,1389991,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,MGNX
MACROGENICS INC,COM,556099109,27524,4729159,SH,DFND,"1,2",4729159,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,MGNX
MARKEL CORP,COM,570535104,371,400,SH,DFND,2,400,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
MARKETAXESS HLDGS INC,COM,57060D108,440,1322,SH,DFND,2,1322,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
MASIMO CORP,COM,574795100,16338,92245,SH,DFND,2,92245,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,MASI
MATCH GROUP INC,COM,57665R106,350,5300,SH,DFND,2,5300,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
MCCORMICK  CO INC,COM NON VTG,579780206,395,2800,SH,DFND,2,2800,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
MCKESSON CORP,COM,58155Q103,526,3892,SH,DFND,2,3892,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,CAKFF
MEDTRONIC PLC,SHS,G5960L103,85249,945316,SH,DFND,2,945316,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,MDT
METTLER TOLEDO INTERNATIONAL,COM,592688105,483,700,SH,DFND,2,700,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
MIRATI THERAPEUTICS INC,COM,60468T105,1222,15900,SH,DFND,2,15900,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,MRTX
MODERNA INC,COM,60770K107,3965,132400,SH,DFND,2,132400,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,MRNA
MODERNA INC,COM,60770K107,114343,3817781,SH,DFND,"1,2",3817781,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,MRNA
MOLECULAR TEMPLATES INC,COM,608550109,38682,2910640,SH,DFND,"1,2",2910640,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,MTEM
MOLINA HEALTHCARE INC,COM,60855R100,17912,128206,SH,DFND,2,128206,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,MOH
MOMENTA PHARMACEUTICALS INC,COM,60877T100,1833,67400,SH,DFND,2,67400,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
MOODYS CORP,COM,615369105,423,2000,SH,DFND,2,2000,0,0,0001674546,03-31-2020,13F-HR,false,Bellevue Group AG,05-11-2020,,
